,winery,wine,location,rating,price,wine_category,country,region,vintage,wine_style
449,Ton Rimbau,Porcellànic VI Xarel-lo Sur Lie 2011,Spain_Penedès,4.3,View shops,Dessert,Spain,Penedès,2011,Dessert
450,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) N.V.,France_Barsac,4.2,View shops,Dessert,France,Barsac,N.V.,Barsac
451,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé) N.V.,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,N.V.,Sauternes
452,Dr. Loosen,Riesling Beerenauslese N.V.,Germany_Mosel,4.2,View shops,Dessert,Germany,Mosel,N.V.,Riesling
453,Trimbach,Gewurztraminer Alsace Vendanges Tardives N.V.,France_Alsace,4.2,View shops,Dessert,France,Alsace,N.V.,Gewurztraminer
454,Château Suduiraut,Sauternes (Premier Grand Cru Classé) 2002,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2002,Sauternes
455,Château Guiraud,Sauternes (Premier Grand Cru Classé) 2010,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2010,Sauternes
456,Château de Myrat,Sauternes (Grand Cru Classé) 2010,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2010,Sauternes
457,Château Filhot,Sauternes (Grand Cru Classé) 2009,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2009,Sauternes
458,Château La Tour Blanche,Sauternes (Premier Grand Cru Classé) 2009,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2009,Sauternes
459,Château Doisy-Vedrines,Sauternes (Grand Cru Classé) 2003,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2003,Sauternes
460,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) 2005,France_Barsac,4.2,View shops,Dessert,France,Barsac,2005,Barsac
461,Château de Rayne Vigneau,Sauternes (Premier Grand Cru Classé) 2009,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2009,Sauternes
462,Schloss Johannisberg,Grünlack Riesling Spätlese 2015,Germany_Rheingau,4.2,View shops,Dessert,Germany,Rheingau,2015,Riesling
463,Château Doisy-Vedrines,Sauternes (Grand Cru Classé) 2014,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2014,Sauternes
464,Château Suduiraut,Sauternes (Premier Grand Cru Classé) 1998,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,1998,Sauternes
465,Château Suduiraut,Sauternes (Premier Grand Cru Classé) 2006,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2006,Sauternes
466,Yalumba,Antique Tawny (Museum Reserve) N.V.,Australia_South Eastern Australia,4.2,View shops,Dessert,Australia,South Eastern Australia,N.V.,Dessert
467,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) 2007,France_Barsac,4.2,View shops,Dessert,France,Barsac,2007,Barsac
468,Château Filhot,Sauternes (Grand Cru Classé) 2005,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2005,Sauternes
469,Château Dereszla,Aszú 5 Puttonyos 2010,Hungary_Tokaj,4.2,View shops,Dessert,Hungary,Tokaj,2010,Dessert
470,Château Doisy-Daëne,Barsac (Grand Cru Classé) 2010,France_Barsac,4.2,View shops,Dessert,France,Barsac,2010,Barsac
471,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) 2009,France_Barsac,4.2,View shops,Dessert,France,Barsac,2009,Barsac
472,Château Doisy-Daëne,Barsac (Grand Cru Classé) 2005,France_Barsac,4.2,View shops,Dessert,France,Barsac,2005,Barsac
473,Château Filhot,Sauternes (Grand Cru Classé) 2010,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2010,Sauternes
474,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) 2004,France_Barsac,4.2,View shops,Dessert,France,Barsac,2004,Barsac
475,Château Doisy-Daëne,Barsac (Grand Cru Classé) 2009,France_Barsac,4.2,View shops,Dessert,France,Barsac,2009,Barsac
476,Peller Estates,Vidal Icewine 2017,Canada_Niagara Peninsula,4.2,View shops,Dessert,Canada,Niagara Peninsula,2017,Icewine
477,Château Raymond-Lafon,Sauternes 2005,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2005,Sauternes
478,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) 2014,France_Barsac,4.2,View shops,Dessert,France,Barsac,2014,Barsac
479,Volpaia,Vin Santo del Chianti Classico N.V.,Italy_Vin Santo del Chianti Classico,4.2,View shops,Dessert,Italy,Vin Santo del Chianti Classico,N.V.,Vin Santo
480,Clos Haut-Peyraguey,Sauternes (Premier Grand Cru Classé) 2010,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2010,Sauternes
481,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé) 2001,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2001,Sauternes
482,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé) 2003,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2003,Sauternes
483,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) 1998,France_Barsac,4.2,View shops,Dessert,France,Barsac,1998,Barsac
484,Château Rabaud-Promis,Sauternes (Premier Grand Cru Classé) 2003,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2003,Sauternes
485,Philippe Foreau,Vouvray Moelleux 2009,France_Vouvray,4.2,View shops,Dessert,France,Vouvray,2009,Moelleux
486,Maculan,Torcolato 2013,Italy_Breganze,4.2,View shops,Dessert,Italy,Breganze,2013,Dessert
487,Château Doisy-Vedrines,Sauternes (Grand Cru Classé) 2007,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2007,Sauternes
488,Château Doisy-Daëne,Barsac (Grand Cru Classé) 2011,France_Barsac,4.2,View shops,Dessert,France,Barsac,2011,Barsac
489,Château Raymond-Lafon,Sauternes 2010,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2010,Sauternes
490,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé) 2007,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2007,Sauternes
491,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé) 2013,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2013,Sauternes
492,Orin Swift,Muté N.V.,United States_California,4.2,View shops,Dessert,United States,California,N.V.,Dessert
493,Château Haut-Bergeron,Sauternes 2009,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2009,Sauternes
494,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) 2001,France_Barsac,4.2,View shops,Dessert,France,Barsac,2001,Barsac
495,Clos Haut-Peyraguey,Sauternes (Premier Grand Cru Classé) 2007,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2007,Sauternes
496,Château Suduiraut,Sauternes (Premier Grand Cru Classé) 2013,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2013,Sauternes
497,Château Guiraud,Sauternes (Premier Grand Cru Classé) 2016,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2016,Sauternes
498,Château de Myrat,Sauternes (Grand Cru Classé) 2011,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2011,Sauternes
499,Paul Cluver,Riesling Noble Late Harvest 2014,South Africa_Elgin,4.2,View shops,Dessert,South Africa,Elgin,2014,Riesling
500,Château de Myrat,Sauternes (Grand Cru Classé) 2002,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2002,Sauternes
501,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) 2011,France_Barsac,4.2,View shops,Dessert,France,Barsac,2011,Barsac
502,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) 2010,France_Barsac,4.2,View shops,Dessert,France,Barsac,2010,Barsac
503,Château d'Arche,Sauternes (Grand Cru Classé) 2009,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2009,Sauternes
504,Château Suduiraut,Sauternes (Premier Grand Cru Classé) 2014,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2014,Sauternes
505,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé) 1998,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,1998,Sauternes
506,La Stoppa,Vigna del Volta Malvasia Passito 2009,Italy_Emilia,4.2,View shops,Dessert,Italy,Emilia,2009,Passito
507,Château Suduiraut,Sauternes (Premier Grand Cru Classé) 1983,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,1983,Sauternes
508,Clos Haut-Peyraguey,Sauternes (Premier Grand Cru Classé) 2011,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2011,Sauternes
509,Château Dereszla,Aszú 5 Puttonyos 2006,Hungary_Tokaj,4.2,View shops,Dessert,Hungary,Tokaj,2006,Dessert
510,Yarden,Heights Gewürztraminer 2014,Israel_Galilee,4.2,View shops,Dessert,Israel,Galilee,2014,Gewürztraminer
511,Château Doisy-Daëne,Barsac (Grand Cru Classé) 2003,France_Barsac,4.2,View shops,Dessert,France,Barsac,2003,Barsac
512,Château de Rayne Vigneau,Sauternes (Premier Grand Cru Classé) 2011,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2011,Sauternes
513,Jean François Ganevat,Vieux Macvin du Jura N.V.,France_Jura,4.2,View shops,Dessert,France,Jura,N.V.,Dessert
514,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé) 1996,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,1996,Sauternes
515,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé) 2004,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2004,Sauternes
516,Château Rieussec,Sauternes (Premier Grand Cru Classé) 2014,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2014,Sauternes
517,Château Nairac,Barsac (Grand Cru Classé) 2011,France_Barsac,4.2,View shops,Dessert,France,Barsac,2011,Barsac
518,Fèlsina,Vin Santo del Chianti Classico 2003,Italy_Vin Santo del Chianti Classico,4.2,View shops,Dessert,Italy,Vin Santo del Chianti Classico,2003,Vin Santo
519,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) 1996,France_Barsac,4.2,View shops,Dessert,France,Barsac,1996,Barsac
520,Clos Haut-Peyraguey,Sauternes (Premier Grand Cru Classé) 2001,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2001,Sauternes
521,Château Suduiraut,Sauternes (Premier Grand Cru Classé) 1975,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,1975,Sauternes
522,Nigl,Grüner Veltliner Eiswein 2015,Austria_Kremstal,4.2,View shops,Dessert,Austria,Kremstal,2015,Eiswein
523,Château de Rayne Vigneau,Sauternes (Premier Grand Cru Classé) 1999,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,1999,Sauternes
524,Clos Haut-Peyraguey,Sauternes (Premier Grand Cru Classé) 2003,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2003,Sauternes
525,Château de Rayne Vigneau,Sauternes (Premier Grand Cru Classé) 1997,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,1997,Sauternes
526,Château Filhot,Sauternes (Grand Cru Classé) 2015,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2015,Sauternes
527,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) 1988,France_Barsac,4.2,View shops,Dessert,France,Barsac,1988,Barsac
528,Hugel,Gewürztraminer Vendange Tardive 2009,France_Alsace,4.2,View shops,Dessert,France,Alsace,2009,Gewürztraminer
529,Patricius,Aszú 5 Puttonyos 2004,Hungary_Tokaj,4.2,View shops,Dessert,Hungary,Tokaj,2004,Dessert
530,Château Climens,Barsac (Premier Grand Cru Classé) 1998,France_Barsac,4.2,View shops,Dessert,France,Barsac,1998,Barsac
531,Dumangin J. Fils,Ratafia de Champagne N.V.,France_Champagne,4.2,View shops,Dessert,France,Champagne,N.V.,Dessert
532,Selvapiana,Vin Santo del Chianti Rufina 2009,Italy_Chianti Rùfina,4.2,View shops,Dessert,Italy,Chianti Rùfina,2009,Vin Santo
533,Château La Tour Blanche,Sauternes (Premier Grand Cru Classé) 2011,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2011,Sauternes
534,Château Climens,Barsac (Premier Grand Cru Classé) 2013,France_Barsac,4.2,View shops,Dessert,France,Barsac,2013,Barsac
535,Château Suduiraut,Sauternes (Premier Grand Cru Classé) 1986,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,1986,Sauternes
536,Isole e Olena,Vin Santo del Chianti Classico 2008,Italy_Vin Santo del Chianti Classico,4.2,View shops,Dessert,Italy,Vin Santo del Chianti Classico,2008,Vin Santo
537,Château La Tour Blanche,Sauternes (Premier Grand Cru Classé) 2015,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2015,Sauternes
538,Château Rabaud-Promis,Sauternes (Premier Grand Cru Classé) 1988,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,1988,Sauternes
539,Château de Myrat,Sauternes (Grand Cru Classé) 2001,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2001,Sauternes
540,Château Climens,Barsac (Premier Grand Cru Classé) 2000,France_Barsac,4.2,View shops,Dessert,France,Barsac,2000,Barsac
541,Domaine Jacques Puffeney,Arbois Vin Jaune 2006,France_Arbois,4.2,View shops,Dessert,France,Arbois,2006,Dessert
542,Château de Malle,Sauternes (Grand Cru Classé) 2010,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2010,Sauternes
543,Château de Malle,Sauternes (Grand Cru Classé) 2008,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2008,Sauternes
544,Château de Myrat,Sauternes (Grand Cru Classé) 2012,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2012,Sauternes
545,Domaine Huet,Vouvray Clos du Bourg Moelleux Première Trie 2008,France_Vouvray,4.2,View shops,Dessert,France,Vouvray,2008,Moelleux
546,Jos. Christoffel Jr.,Ürziger Würzgarten Riesling Auslese 2003,Germany_Mosel,4.2,View shops,Dessert,Germany,Mosel,2003,Riesling
547,Höpler,Trockenbeerenauslese 2008,Austria_Burgenland,4.2,View shops,Dessert,Austria,Burgenland,2008,Dessert
548,Kenzo Estate,Muku Late Harvest Sauvignon Blanc 2016,United States_Napa Valley,4.2,View shops,Dessert,United States,Napa Valley,2016,Dessert
549,Pondview,Vidal Icewine 2015,Canada_Four Mile Creek,4.2,View shops,Dessert,Canada,Four Mile Creek,2015,Icewine
550,Château de Malle,Sauternes (Grand Cru Classé) 2006,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2006,Sauternes
551,Château Filhot,Sauternes (Grand Cru Classé) 2013,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2013,Sauternes
552,Roagna,Barolo Chinato N.V.,Italy_Barolo Chinato,4.2,View shops,Dessert,Italy,Barolo Chinato,N.V.,Dessert
553,Château Bastor-Lamontagne,Sauternes 1989,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,1989,Sauternes
554,Erasmo,Late Harvest Torontel 2008,Chile_Maule Valley,4.2,View shops,Dessert,Chile,Maule Valley,2008,Dessert
555,Château de Fargues,Sauternes (Lur Saluces) 1996,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,1996,Sauternes
556,Château La Tour Blanche,Sauternes (Premier Grand Cru Classé) 1995,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,1995,Sauternes
557,Château Rieussec,Sauternes (Premier Grand Cru Classé) 2016,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2016,Sauternes
558,Domaine Huet,Vouvray Le Mont Moelleux 2015,France_Vouvray,4.2,View shops,Dessert,France,Vouvray,2015,Moelleux
559,Domaine Huet,Vouvray Le Haut-Lieu Moelleux Première Trie 2003,France_Vouvray,4.2,View shops,Dessert,France,Vouvray,2003,Moelleux
560,Château Doisy-Vedrines,Sauternes (Grand Cru Classé) 2000,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2000,Sauternes
561,Clos Haut-Peyraguey,Symphonie de Sauternes 2015,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2015,Sauternes
562,Prà,Passito Bianco delle Fontane N.V.,Italy_Recioto di Soave,4.2,View shops,Dessert,Italy,Recioto di Soave,N.V.,Passito
563,Hermann J. Wiemer,Late Harvest Riesling 2016,United States_Seneca Lake,4.2,View shops,Dessert,United States,Seneca Lake,2016,Riesling
564,Château Doisy-Daëne,Barsac (Grand Cru Classé) 1990,France_Barsac,4.2,View shops,Dessert,France,Barsac,1990,Barsac
565,Domaine La Tour Vieille,Reserva Banyuls 2015,France_Banyuls,4.2,View shops,Dessert,France,Banyuls,2015,Dessert
566,Fritz Haag,Brauneberger Juffer Riesling Auslese 2015,Germany_Brauneberg,4.2,View shops,Dessert,Germany,Brauneberg,2015,Riesling
567,Caravaglio,Malvasia delle Lipari Passito 2017,Italy_Malvasia delle Lipari,4.2,View shops,Dessert,Italy,Malvasia delle Lipari,2017,Passito
568,Hugel,Gewürztraminer Vendange Tardive 2006,France_Alsace,4.2,View shops,Dessert,France,Alsace,2006,Gewürztraminer
569,Château Nairac,Barsac (Grand Cru Classé) 2001,France_Barsac,4.2,View shops,Dessert,France,Barsac,2001,Barsac
570,Château Rieussec,Sauternes (Premier Grand Cru Classé) 2017,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2017,Sauternes
571,Solidea,Passito di Pantelleria 2014,Italy_Passito di Pantelleria,4.2,View shops,Dessert,Italy,Passito di Pantelleria,2014,Passito
572,Philippe Foreau,Vouvray Moelleux 2015,France_Vouvray,4.2,View shops,Dessert,France,Vouvray,2015,Moelleux
573,Château Raymond-Lafon,Sauternes 1995,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,1995,Sauternes
574,Domaine Huet,Vouvray Clos du Bourg Moelleux Première Trie 2003,France_Vouvray,4.2,View shops,Dessert,France,Vouvray,2003,Moelleux
575,Château Doisy-Vedrines,Sauternes (Grand Cru Classé) 1988,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,1988,Sauternes
576,Antinori,Grappa Tignanello 2016,Italy_Chianti Classico,4.2,View shops,Dessert,Italy,Chianti Classico,2016,Dessert
577,Château Raymond-Lafon,Sauternes 2015,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2015,Sauternes
578,Clos Haut-Peyraguey,Sauternes (Premier Grand Cru Classé) 1990,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,1990,Sauternes
579,Château Suduiraut,Sauternes (Premier Grand Cru Classé) 1970,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,1970,Sauternes
580,Philippe Foreau,Vouvray Moelleux 2005,France_Vouvray,4.2,View shops,Dessert,France,Vouvray,2005,Moelleux
581,Domaine Jacques Puffeney,Arbois Vin Jaune 2007,France_Arbois,4.2,View shops,Dessert,France,Arbois,2007,Dessert
582,Château de Myrat,Sauternes (Grand Cru Classé) 2014,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2014,Sauternes
583,Castello di Amorosa,Simpatica 2018,United States_California,4.2,View shops,Dessert,United States,California,2018,Dessert
584,Prà,Passito Bianco delle Fontane 2014,Italy_Recioto di Soave,4.2,View shops,Dessert,Italy,Recioto di Soave,2014,Passito
585,St. Urbans-Hof,Gutsabfüllung Ockfener Bockstein Riesling Auslese 2010,Germany_Ockfen,4.2,View shops,Dessert,Germany,Ockfen,2010,Riesling
586,Domaine de l'Alliance,Sauternes 2011,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,2011,Sauternes
587,A. J. Adam,Hofberg Spätlese Riesling 2016,Germany_Dhron,4.2,View shops,Dessert,Germany,Dhron,2016,Riesling
588,Château Nairac,Barsac (Grand Cru Classé) 1990,France_Barsac,4.2,View shops,Dessert,France,Barsac,1990,Barsac
589,Château Doisy-Daëne,Barsac (Grand Cru Classé) 1995,France_Barsac,4.2,View shops,Dessert,France,Barsac,1995,Barsac
590,Château Raymond-Lafon,Sauternes 1986,France_Sauternes,4.2,View shops,Dessert,France,Sauternes,1986,Sauternes
591,Oremus,Tokaji Late Harvest N.V.,Hungary_Tokaj,4.1,View shops,Dessert,Hungary,Tokaj,N.V.,Dessert
592,Quady,Elysium N.V.,United States_Madera,4.1,View shops,Dessert,United States,Madera,N.V.,Dessert
593,Château Rieussec,Carmes de Rieussec Sauternes 2009,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2009,Sauternes
594,Kracher,Cuvée Beerenauslese 2015,Austria_Burgenland,4.1,View shops,Dessert,Austria,Burgenland,2015,Dessert
595,Kracher,Cuvée Beerenauslese 2011,Austria_Burgenland,4.1,View shops,Dessert,Austria,Burgenland,2011,Dessert
596,Waterford Estate,The Family Reserve Heatherleigh N.V.,South Africa_Stellenbosch,4.1,View shops,Dessert,South Africa,Stellenbosch,N.V.,Dessert
597,Château Suduiraut,Castelnau de Suduiraut Sauternes 2005,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2005,Sauternes
598,Château de Rayne Vigneau,Sauternes (Premier Grand Cru Classé) 2005,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2005,Sauternes
599,Château de Myrat,Sauternes (Grand Cru Classé) 2009,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2009,Sauternes
600,Maculan,Torcolato 2009,Italy_Breganze,4.1,View shops,Dessert,Italy,Breganze,2009,Dessert
601,Château de Rayne Vigneau,Sauternes (Premier Grand Cru Classé) 2007,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2007,Sauternes
602,Château de Malle,Sauternes (Grand Cru Classé) 2005,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2005,Sauternes
603,Château de Rayne Vigneau,Sauternes (Premier Grand Cru Classé) 2010,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2010,Sauternes
604,Kracher,Cuvée Beerenauslese 2013,Austria_Burgenland,4.1,View shops,Dessert,Austria,Burgenland,2013,Dessert
605,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) 2002,France_Barsac,4.1,View shops,Dessert,France,Barsac,2002,Barsac
606,Château Filhot,Sauternes (Grand Cru Classé) 2011,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2011,Sauternes
607,Kracher,Cuvée Eiswein 2011,Austria_Burgenland,4.1,View shops,Dessert,Austria,Burgenland,2011,Eiswein
608,COS,Aestas Siciliae N.V.,Italy_Terre Siciliane,4.1,View shops,Dessert,Italy,Terre Siciliane,N.V.,Dessert
609,Bermejo,Malvasía Naturalmente Dulce N.V.,Spain_Lanzarote,4.1,View shops,Dessert,Spain,Lanzarote,N.V.,Dessert
610,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) 2006,France_Barsac,4.1,View shops,Dessert,France,Barsac,2006,Barsac
611,Château Sigalas Rabaud,Sauternes (Premier Grand Cru Classé) 2007,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2007,Sauternes
612,Château Doisy-Daëne,Barsac (Grand Cru Classé) 2013,France_Barsac,4.1,View shops,Dessert,France,Barsac,2013,Barsac
613,Château de Malle,Sauternes (Grand Cru Classé) 2007,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2007,Sauternes
614,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé) 2015,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2015,Sauternes
615,Moulin Touchais,Côteaux du Layon 1996,France_Côteaux du Layon,4.1,View shops,Dessert,France,Côteaux du Layon,1996,Dessert
616,Trimbach,Gewurztraminer Alsace Vendanges Tardives 2007,France_Alsace,4.1,View shops,Dessert,France,Alsace,2007,Gewurztraminer
617,Château de Rayne Vigneau,Sauternes (Premier Grand Cru Classé) 2000,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2000,Sauternes
618,Gutiérrez de la Vega,Casta Diva Moscatel Dulce 2013,Spain_Alicante,4.1,View shops,Dessert,Spain,Alicante,2013,Dessert
619,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) 2008,France_Barsac,4.1,View shops,Dessert,France,Barsac,2008,Barsac
620,Château Rabaud-Promis,Sauternes (Premier Grand Cru Classé) 2009,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2009,Sauternes
621,Château Raymond-Lafon,Sauternes 2002,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2002,Sauternes
622,Kracher,Beerenauslese Zweigelt 2016,Austria_Burgenland,4.1,View shops,Dessert,Austria,Burgenland,2016,Dessert
623,Château Climens,Barsac (Premier Grand Cru Classé) 2012,France_Barsac,4.1,View shops,Dessert,France,Barsac,2012,Barsac
624,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) 2000,France_Barsac,4.1,View shops,Dessert,France,Barsac,2000,Barsac
625,Zeni,Moscato Rosa N.V.,Italy_Trentino,4.1,View shops,Dessert,Italy,Trentino,N.V.,Dessert
626,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé) 2014,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2014,Sauternes
627,Château Les Justices,Sauternes 2011,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2011,Sauternes
628,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé) 2016,France_Barsac,4.1,View shops,Dessert,France,Barsac,2016,Barsac
629,Château Suduiraut,Lions de Suduiraut Sauternes 2012,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2012,Sauternes
630,Clos Haut-Peyraguey,Sauternes (Premier Grand Cru Classé) 2006,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2006,Sauternes
631,Château de Rayne Vigneau,Sauternes (Premier Grand Cru Classé) 1998,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,1998,Sauternes
632,Anselmi,I Capitelli 2011,Italy_Recioto di Soave,4.1,View shops,Dessert,Italy,Recioto di Soave,2011,Dessert
633,Clos Haut-Peyraguey,Sauternes (Premier Grand Cru Classé) 2014,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2014,Sauternes
634,Château Nairac,Barsac (Grand Cru Classé) 1998,France_Barsac,4.1,View shops,Dessert,France,Barsac,1998,Barsac
635,Château Rieussec,Carmes de Rieussec Sauternes 2005,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2005,Sauternes
636,Philippe Foreau,Vouvray Moelleux 2003,France_Vouvray,4.1,View shops,Dessert,France,Vouvray,2003,Moelleux
637,Pago de Cirsus,Vendimia Tardia Allegro Moscatel 2008,Spain_Navarra,4.1,View shops,Dessert,Spain,Navarra,2008,Dessert
638,Trimbach,Gewurztraminer Alsace Vendanges Tardives 2014,France_Alsace,4.1,View shops,Dessert,France,Alsace,2014,Gewurztraminer
639,Fritz Haag,Brauneberger Juffer Sonnenuhr Riesling Auslese 2015,Germany_Brauneberg,4.1,View shops,Dessert,Germany,Brauneberg,2015,Riesling
640,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé) 2011,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2011,Sauternes
641,Pieropan,Le Colombare Recioto di Soave 2015,Italy_Recioto di Soave,4.1,View shops,Dessert,Italy,Recioto di Soave,2015,Recioto
642,Château Guiraud,Sauternes (Premier Grand Cru Classé) 2017,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2017,Sauternes
643,Bichi,Pet Mex 2018,Mexico_Baja California,4.1,View shops,Dessert,Mexico,Baja California,2018,Dessert
644,Château de Malle,Sauternes (Grand Cru Classé) 1996,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,1996,Sauternes
645,Château Sigalas Rabaud,Sauternes (Premier Grand Cru Classé) 2002,France_Sauternes,4.1,View shops,Dessert,France,Sauternes,2002,Sauternes
646,Cantine San Marzano,11 Filari Primitivo di Manduria Dolce Naturale 2016,Italy_Primitivo di Manduria,4.1,View shops,Dessert,Italy,Primitivo di Manduria,2016,Dessert
