,winery,wine,rating,wine_style,wine_category,vintage,region,country,price,contact_for_price,wine_style_code,wine_category_code,region_code,country_code
44,Duckhorn,Napa Valley Cabernet Sauvignon N.V.,4.3,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,59.98,,15,2,587,36
45,Allegrini,Amarone della Valpolicella Classico N.V.,4.3,Valpolicella,Red,N.V.,Amarone della Valpolicella Classico,Italy,76.98,,86,2,34,19
46,Penfolds,Bin 28 Kalimna Shiraz N.V.,4.0,Shiraz,Red,N.V.,Barossa Valley,Australia,30.79,,75,2,76,2
47,Mollydooker,The Boxer Shiraz N.V.,4.1,Shiraz,Red,N.V.,McLaren Vale,Australia,29.92,,75,2,503,2
48,Tinto Pesquera,Reserva N.V.,4.1,Blend,Red,N.V.,Ribera del Duero,Spain,49.49,,10,2,706,32
49,Chateau Montelena,Cabernet Sauvignon (Calistoga Cuvée) N.V.,4.2,Cabernet Sauvignon,Red,N.V.,Calistoga,United States,58.28,,15,2,133,36
50,Orin Swift,Papillon N.V.,4.5,Blend,Red,N.V.,Napa Valley,United States,69.71,,10,2,587,36
51,Cakebread,Cabernet Sauvignon N.V.,4.4,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,74.99,,15,2,587,36
52,Imperial,Rioja Reserva N.V.,4.1,Rioja,Red,N.V.,Rioja,Spain,43.98,,64,2,710,32
53,Achaval-Ferrer,Quimera N.V.,4.2,Blend,Red,N.V.,Mendoza,Argentina,35.19,,10,2,507,0
54,Antinori,Badia a Passignano Gran Selezione Chianti Classico N.V.,4.1,Chianti,Red,N.V.,Chianti Classico,Italy,54.98,,22,2,224,19
55,Quinta do Crasto,Crasto Superior Red N.V.,4.0,Blend,Red,N.V.,Douro,Portugal,30.79,,10,2,324,28
56,Frank Family,Cabernet Sauvignon N.V.,4.3,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,49.48,,15,2,587,36
57,Remelluri,Rioja Reserva N.V.,4.0,Rioja,Red,N.V.,Rioja,Spain,41.79,,64,2,710,32
58,Mount Veeder Winery,Cabernet Sauvignon N.V.,4.1,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,39.99,,15,2,587,36
59,Orin Swift,Palermo Cabernet Sauvignon N.V.,4.3,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,47.28,,15,2,587,36
60,Pulenta Estate,Malbec (I) N.V.,4.0,Malbec,Red,N.V.,Mendoza,Argentina,27.49,,38,2,507,0
61,Gaja,Ca'Marcanda Magari N.V.,4.2,Blend,Red,N.V.,Bolgheri,Italy,71.49,,10,2,102,19
62,Pio Cesare,Barolo N.V.,4.2,Barolo,Red,N.V.,Barolo,Italy,71.49,,6,2,73,19
63,Dominus,Dominus (Christian Moueix) N.V.,4.5,Blend,Red,N.V.,Napa Valley,United States,274.98,,10,2,587,36
64,Poliziano,Vino Nobile di Montepulciano N.V.,4.0,Montepulciano,Red,N.V.,Vino Nobile di Montepulciano,Italy,32.99,,43,2,911,19
65,Stags' Leap,Petite Sirah N.V.,4.2,Petite Sirah,Red,N.V.,Napa Valley,United States,38.49,,52,2,587,36
66,Marqués de Murrieta,Castillo Ygay Gran Reserva Especial Tinto N.V.,4.4,Blend,Red,N.V.,Rioja,Spain,104.48,,10,2,710,32
67,Luca,Old Vine Malbec N.V.,4.1,Malbec,Red,N.V.,Uco Valley,Argentina,32.99,,38,2,862,0
68,Hall,Napa Valley Cabernet Sauvignon N.V.,4.2,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,49.49,,15,2,587,36
69,Numanthia,Numanthia N.V.,4.3,Blend,Red,N.V.,Toro,Spain,43.99,,10,2,848,32
70,Caymus,Cabernet Sauvignon 2015,4.6,Cabernet Sauvignon,Red,2015,Napa Valley,United States,114.99,,15,2,587,36
71,Sequoia Grove,Cabernet Sauvignon N.V.,4.2,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,46.18,,15,2,587,36
72,Montes,Purple Angel N.V.,4.4,Blend,Red,N.V.,Colchagua Valley,Chile,69.99,,10,2,246,7
73,Vietti,Perbacco Nebbiolo N.V.,3.8,Nebbiolo,Red,N.V.,Langhe,Italy,27.48,,47,2,451,19
74,Austin Hope,Cabernet Sauvignon N.V.,4.5,Cabernet Sauvignon,Red,N.V.,Paso Robles,United States,37.99,,15,2,634,36
75,Cheval des Andes,Mendoza N.V.,4.4,Blend,Red,N.V.,Mendoza,Argentina,76.99,,10,2,507,0
76,Cesari,Amarone della Valpolicella Classico N.V.,4.2,Valpolicella,Red,N.V.,Amarone della Valpolicella Classico,Italy,43.98,,86,2,34,19
77,Cantine San Marzano,62 Anniversario Primitivo di Manduria Riserva N.V.,4.4,Blend,Red,N.V.,Primitivo di Manduria,Italy,29.16,,10,2,670,19
78,Orin Swift,Machete N.V.,4.4,Blend,Red,N.V.,California,United States,46.49,,10,2,132,36
79,Juan Gil,Jumilla Blue Label N.V.,4.1,Blend,Red,N.V.,Jumilla,Spain,32.99,,10,2,431,32
80,El Enemigo,Cabernet Franc N.V.,4.2,Cabernet Franc,Red,N.V.,Mendoza,Argentina,25.29,,14,2,507,0
81,Castellare,Chianti Classico N.V.,3.8,Chianti,Red,N.V.,Chianti Classico,Italy,25.29,,22,2,224,19
82,Quilt,Cabernet Sauvignon N.V.,4.3,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,29.79,,15,2,587,36
83,G.D. Vajra,Albe Barolo N.V.,3.9,Barolo,Red,N.V.,Barolo,Italy,40.69,,6,2,73,19
84,Silverado,Estate Cabernet Sauvignon N.V.,4.1,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,43.98,,15,2,587,36
85,Honig,Cabernet Sauvignon N.V.,4.2,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,48.38,,15,2,587,36
86,Belle Glos,Dairyman Vineyard Pinot Noir N.V.,4.4,Pinot Noir,Red,N.V.,Russian River Valley,United States,33.99,,57,2,735,36
87,Tommasi,Amarone della Valpolicella Classico 2013,4.3,Valpolicella,Red,2013,Amarone della Valpolicella Classico,Italy,67.99,,86,2,34,19
88,Avignonesi,Vino Nobile di Montepulciano N.V.,3.9,Montepulciano,Red,N.V.,Vino Nobile di Montepulciano,Italy,27.49,,43,2,911,19
89,Sena,Aconcagua Valley N.V.,4.5,Blend,Red,N.V.,Aconcagua Valley,Chile,142.99,,10,2,3,7
90,d'Arenberg,The Dead Arm Shiraz N.V.,4.2,Shiraz,Red,N.V.,McLaren Vale,Australia,54.99,,75,2,503,2
91,Cantine San Marzano,60 Sessantanni Old Vines Primitivo di Manduria 2015,4.5,Blend,Red,2015,Primitivo di Manduria,Italy,29.0,,10,2,670,19
92,Viña Pedrosa,Crianza Ribera del Duero N.V.,3.9,Blend,Red,N.V.,Ribera del Duero,Spain,38.49,,10,2,706,32
93,Pulenta Estate,Gran Cabernet Franc (XI) N.V.,4.4,Cabernet Franc,Red,N.V.,Mendoza,Argentina,47.29,,14,2,507,0
94,Penfolds,St. Henri Shiraz N.V.,4.3,Shiraz,Red,N.V.,South Australia,Australia,109.99,,75,2,807,2
95,El Enemigo,Gran Enemigo N.V.,4.4,Blend,Red,N.V.,Mendoza,Argentina,87.99,,10,2,507,0
96,Cepa 21,Ribera del Duero Tinto N.V.,3.9,Blend,Red,N.V.,Ribera del Duero,Spain,30.79,,10,2,706,32
97,Kanonkop,Pinotage N.V.,4.2,Pinotage,Red,N.V.,Stellenbosch,South Africa,47.29,,58,2,820,31
98,Domaine Mathieu & Camille Lapierre,Morgon N.V.,4.0,Blend,Red,N.V.,Morgon,France,43.99,,10,2,553,12
99,Speri,Vigneto Monte Sant'Urbano Amarone della Valpolicella Classico N.V.,4.3,Valpolicella,Red,N.V.,Amarone della Valpolicella Classico,Italy,65.98,,86,2,34,19
100,Two Hands,Angels' Share Shiraz N.V.,4.1,Shiraz,Red,N.V.,McLaren Vale,Australia,29.69,,75,2,503,2
101,Chappellet,Mountain Cuvée N.V.,4.2,Blend,Red,N.V.,Napa Valley,United States,28.85,,10,2,587,36
102,Punica,Montessu N.V.,3.9,Blend,Red,N.V.,Isola dei Nuraghi,Italy,36.99,,10,2,426,19
103,Ridge Vineyards,Lytton Springs N.V.,4.1,Blend,Red,N.V.,Dry Creek Valley,United States,36.28,,10,2,326,36
104,Grgich Hills,Cabernet Sauvignon N.V.,4.2,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,71.48,,15,2,587,36
105,Château de Beaucastel,Coudoulet de Beaucastel Côtes-du-Rhône N.V.,4.0,Blend,Red,N.V.,Côtes-du-Rhône,France,27.48,,10,2,316,12
106,Pulenta Estate,Gran Corte (VII) N.V.,4.4,Blend,Red,N.V.,Mendoza,Argentina,43.99,,10,2,507,0
107,Pegau,Cuvée Réservée Châteauneuf-du-Pape Rouge N.V.,4.2,Blend,Red,N.V.,Châteauneuf-du-Pape,France,68.27,,10,2,231,12
108,Goldeneye,Anderson Valley Pinot Noir N.V.,4.3,Pinot Noir,Red,N.V.,Anderson Valley,United States,52.79,,57,2,39,36
109,Borgogno,Barolo N.V.,4.0,Barolo,Red,N.V.,Barolo,Italy,79.0,,6,2,73,19
110,Paul Jaboulet Aîné,Hermitage La Chapelle Rouge N.V.,4.3,Blend,Red,N.V.,Hermitage,France,197.98,,10,2,411,12
111,Zonin,Amarone della Valpolicella N.V.,4.1,Valpolicella,Red,N.V.,Amarone della Valpolicella,Italy,49.49,,86,2,33,19
112,Quintessa,Rutherford N.V.,4.6,Blend,Red,N.V.,Rutherford,United States,175.99,,10,2,736,36
113,Beaulieu Vineyard (BV),Napa Valley Cabernet Sauvignon N.V.,3.8,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,26.39,,15,2,587,36
114,Groth,Cabernet Sauvignon N.V.,4.2,Cabernet Sauvignon,Red,N.V.,Oakville,United States,54.98,,15,2,611,36
115,Far Niente,Estate Bottled Cabernet Sauvignon N.V.,4.6,Cabernet Sauvignon,Red,N.V.,Oakville,United States,197.98,,15,2,611,36
116,Isole e Olena,Chianti Classico N.V.,3.9,Chianti,Red,N.V.,Chianti Classico,Italy,26.39,,22,2,224,19
117,Opus One,Overture N.V.,4.4,Blend,Red,N.V.,Napa Valley,United States,129.95,,10,2,587,36
118,Viña Cobos,Bramare Malbec Uco Valley N.V.,4.3,Malbec,Red,N.V.,Uco Valley,Argentina,43.99,,38,2,862,0
119,Quinta do Carmo,Tinto N.V.,3.9,Blend,Red,N.V.,Alentejano,Portugal,27.49,,10,2,9,28
120,Massolino,Barolo N.V.,4.1,Barolo,Red,N.V.,Barolo,Italy,49.49,,6,2,73,19
121,Vietti,Barolo Castiglione N.V.,4.1,Barolo,Red,N.V.,Barolo,Italy,54.99,,6,2,73,19
122,Clos des Papes (Paul Avril),Châteauneuf-du-Pape N.V.,4.3,Blend,Red,N.V.,Châteauneuf-du-Pape,France,109.99,,10,2,231,12
123,Donnafugata,Mille E Una Notte N.V.,4.3,Blend,Red,N.V.,Contessa Entellina,Italy,82.49,,10,2,267,19
124,Carpineto,Vino Nobile di Montepulciano Riserva N.V.,3.9,Montepulciano,Red,N.V.,Vino Nobile di Montepulciano,Italy,27.48,,43,2,911,19
125,Flowers,Pinot Noir N.V.,4.3,Pinot Noir,Red,N.V.,Sonoma Coast,United States,43.98,,57,2,803,36
126,Argiolas,Turriga Isola dei Nuraghi N.V.,4.4,Blend,Red,N.V.,Isola dei Nuraghi,Italy,82.49,,10,2,426,19
127,Ridge Vineyards,Geyserville N.V.,4.2,Blend,Red,N.V.,Alexander Valley,United States,36.28,,10,2,11,36
128,Freemark Abbey,Cabernet Sauvignon N.V.,4.1,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,43.98,,15,2,587,36
129,Stags' Leap,Merlot N.V.,4.0,Merlot,Red,N.V.,Napa Valley,United States,32.98,,41,2,587,36
130,Chacra,Barda Pinot Noir N.V.,3.9,Pinot Noir,Red,N.V.,Patagonia,Argentina,26.39,,57,2,636,0
131,Terrazas de los Andes,Single Vineyard (Las Compuertas) Malbec N.V.,4.0,Malbec,Red,N.V.,Mendoza,Argentina,43.99,,38,2,507,0
132,El Enemigo,Bonarda N.V.,4.2,Blend,Red,N.V.,Mendoza,Argentina,26.39,,10,2,507,0
133,Alta Vista,Terroir Selection Malbec N.V.,3.9,Malbec,Red,N.V.,Uco Valley,Argentina,32.99,,38,2,862,0
134,Alto Moncayo,Veraton Garnacha N.V.,4.2,Blend,Red,N.V.,Campo de Borja,Spain,29.69,,10,2,136,32
135,Château La Conseillante,Pomerol N.V.,4.3,Blend,Red,N.V.,Pomerol,France,252.98,,10,2,661,12
136,Bodega Contador (Benjamín Romeo),Predicador Rioja N.V.,3.9,Rioja,Red,N.V.,Rioja,Spain,35.19,,64,2,710,32
137,BenMarco,Expresivo N.V.,4.2,Blend,Red,N.V.,Lujan de Cuyo,Argentina,31.89,,10,2,476,0
138,Orin Swift,Eight Years In The Desert N.V.,4.4,Blend,Red,N.V.,California,United States,42.0,,10,2,132,36
139,Rombauer Vineyards,Zinfandel N.V.,4.3,Zinfandel,Red,N.V.,California,United States,34.87,,94,2,132,36
140,Antinori,Tenuta Guado al Tasso Il Bruciato Bolgheri 2016,4.1,Blend,Red,2016,Bolgheri,Italy,42.99,,10,2,102,19
141,Penfolds,Bin 407 Cabernet Sauvignon N.V.,4.1,Cabernet Sauvignon,Red,N.V.,South Australia,Australia,71.95,,15,2,807,2
142,Raymond,Reserve Selection Cabernet Sauvignon N.V.,4.0,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,32.99,,15,2,587,36
143,Pulenta Estate,Gran Malbec (X) N.V.,4.3,Malbec,Red,N.V.,Mendoza,Argentina,47.29,,38,2,507,0
144,Seghesio,Old Vine Zinfandel N.V.,4.1,Zinfandel,Red,N.V.,Sonoma County,United States,40.69,,94,2,804,36
145,Atalaya,Alaya Tierra (Old Vines Vieilles Vignes) N.V.,4.4,Blend,Red,N.V.,Almansa,Spain,32.99,,10,2,14,32
146,Dal Forno Romano,Valpolicella Superiore Monte Lodoletta N.V.,4.5,Valpolicella,Red,N.V.,Valpolicella,Italy,99.94,,86,2,879,19
147,Alto Moncayo,Garnacha N.V.,4.3,Blend,Red,N.V.,Campo de Borja,Spain,42.89,,10,2,136,32
148,Stags' Leap,The Investor Red N.V.,4.2,Blend,Red,N.V.,Napa Valley,United States,34.46,,10,2,587,36
149,Beaulieu Vineyard (BV),Georges De Latour Private Reserve Cabernet Sauvignon N.V.,4.4,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,142.99,,15,2,587,36
150,Zenato,Amarone della Valpolicella Classico Riserva (Sergio Zenato) N.V.,4.4,Valpolicella,Red,N.V.,Amarone della Valpolicella Classico,Italy,142.98,,86,2,34,19
151,Ridge Vineyards,Monte Bello N.V.,4.5,Blend,Red,N.V.,Santa Cruz Mountains,United States,219.98,,10,2,774,36
152,Mastroberardino,Taurasi Radici N.V.,4.1,Blend,Red,N.V.,Taurasi,Italy,43.98,,10,2,829,19
153,Tenuta Argentiera,Villa Donoratico Bolgheri N.V.,4.0,Blend,Red,N.V.,Bolgheri,Italy,32.99,,10,2,102,19
154,Tenute Silvio Nardi,Brunello di Montalcino N.V.,4.1,Brunello,Red,N.V.,Brunello di Montalcino,Italy,59.99,,12,2,120,19
155,DAOU,Cabernet Sauvignon 2017,4.1,Cabernet Sauvignon,Red,2017,Paso Robles,United States,25.99,,15,2,634,36
156,Cousiño-Macul,Finis Terrae Cabernet Sauvignon - Merlot N.V.,4.1,Cabernet Sauvignon,Red,N.V.,Maipo Valley,Chile,26.39,,15,2,482,7
157,Luigi Bosca,Malbec 2015,4.1,Malbec,Red,2015,Mendoza,Argentina,26.99,,38,2,507,0
158,Pine Ridge,Napa Valley Cabernet Sauvignon N.V.,4.3,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,54.98,,15,2,587,36
159,Benjamin de Rothschild - Vega Sicilia,Macán Clásico N.V.,4.2,Blend,Red,N.V.,Rioja,Spain,54.99,,10,2,710,32
160,Prunotto,Barbaresco N.V.,3.9,Blend,Red,N.V.,Barbaresco,Italy,43.99,,10,2,68,19
161,EnRoute,Les Pommiers Pinot Noir N.V.,4.4,Pinot Noir,Red,N.V.,Russian River Valley,United States,38.95,,57,2,735,36
162,Isole e Olena,Cepparello Red N.V.,4.3,Blend,Red,N.V.,Toscana,Italy,76.98,,10,2,849,19
163,M. Chapoutier,Domaine de Bila-Haut Occultum Lapidem N.V.,3.8,Blend,Red,N.V.,Côtes du Roussillon Villages 'Latour de France',France,32.98,,10,2,315,12
164,Domaine Serene,Evenstad Reserve Pinot Noir N.V.,4.4,Pinot Noir,Red,N.V.,Willamette Valley,United States,87.98,,57,2,945,36
165,Viña Cobos,Bramare Cabernet Sauvignon N.V.,4.3,Cabernet Sauvignon,Red,N.V.,Lujan de Cuyo,Argentina,41.79,,15,2,476,0
166,Masi,Serego Alighieri Vaio Armaron Amarone della Valpolicella Classico N.V.,4.3,Valpolicella,Red,N.V.,Amarone della Valpolicella,Italy,87.99,,86,2,33,19
167,Donnafugata,Tancredi N.V.,4.0,Blend,Red,N.V.,Terre Siciliane,Italy,38.49,,10,2,835,19
168,R. López de Heredia Viña Tondonia,Viña Bosconia Reserva N.V.,4.0,Blend,Red,N.V.,Rioja Alta,Spain,43.98,,10,2,712,32
169,Stag's Leap Wine Cellars,ARTEMIS Cabernet Sauvignon 2016,4.4,Cabernet Sauvignon,Red,2016,Napa Valley,United States,54.99,,15,2,587,36
170,Kanonkop,Paul Sauer N.V.,4.3,Blend,Red,N.V.,Stellenbosch,South Africa,65.98,,10,2,820,31
171,R. López de Heredia Viña Tondonia,Viña Cubillo N.V.,3.8,Blend,Red,N.V.,Rioja Alta,Spain,27.49,,10,2,712,32
172,Beaulieu Vineyard (BV),Tapestry Reserve Red Blend N.V.,4.2,Blend,Red,N.V.,Napa Valley,United States,39.94,,10,2,587,36
173,Mastroberardino,Taurasi Riserva Radici N.V.,4.2,Blend,Red,N.V.,Taurasi,Italy,65.98,,10,2,829,19
174,Château Fleur Cardinale,Saint-Émilion Grand Cru (Grand Cru Classé) N.V.,4.1,Blend,Red,N.V.,Saint-Émilion Grand Cru,France,51.99,,10,2,756,12
175,E. Guigal,Château d'Ampuis Côte-Rôtie N.V.,4.2,Blend,Red,N.V.,Côte-Rôtie,France,150.0,,10,2,305,12
176,Caymus,Cabernet Sauvignon 2017,4.5,Cabernet Sauvignon,Red,2017,Napa Valley,United States,84.85,,15,2,587,36
177,Tikal,Amorío Malbec N.V.,4.1,Malbec,Red,N.V.,Mendoza,Argentina,31.89,,38,2,507,0
178,Fèlsina,Fontalloro N.V.,4.1,Blend,Red,N.V.,Toscana,Italy,60.49,,10,2,849,19
179,Beringer,Private Reserve Cabernet Sauvignon N.V.,4.4,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,153.99,,15,2,587,36
180,Tenuta Sette Ponti,Oreno Toscana N.V.,4.2,Blend,Red,N.V.,Toscana,Italy,76.43,,10,2,849,19
181,Substance,Cabernet Sauvignon (Cs) 2014,3.8,Cabernet Sauvignon,Red,2014,Columbia Valley,United States,49.99,,15,2,258,36
182,Valenciso,Rioja Reserva N.V.,4.1,Rioja,Red,N.V.,Rioja,Spain,39.59,,64,2,710,32
183,La Poderina,Brunello di Montalcino N.V.,4.1,Brunello,Red,N.V.,Brunello di Montalcino,Italy,43.98,,12,2,120,19
184,Hamilton Russell Vineyards,Pinot Noir N.V.,4.1,Pinot Noir,Red,N.V.,Hemel-en-Aarde Valley,South Africa,49.48,,57,2,410,31
185,Château La Dominique,Saint-Émilion Grand Cru (Grand Cru Classé) N.V.,4.0,Blend,Red,N.V.,Saint-Émilion Grand Cru,France,54.99,,10,2,756,12
186,Paul Jaboulet Aîné,Crozes-Hermitage Domaine de Thalabert N.V.,4.0,Blend,Red,N.V.,Crozes-Hermitage,France,32.98,,10,2,293,12
187,R. López de Heredia Viña Tondonia,Viña Tondonia Reserva 2005,4.1,Blend,Red,2005,Rioja,Spain,43.99,,10,2,710,32
188,Chateau Montelena,The Montelena Estate Cabernet Sauvignon N.V.,4.4,Cabernet Sauvignon,Red,N.V.,Calistoga,United States,164.98,,15,2,133,36
189,Mollydooker,Two Left Feet Red Blend N.V.,4.1,Blend,Red,N.V.,McLaren Vale,Australia,32.99,,10,2,503,2
190,Tenuta Campo al Mare,Bolgheri Rosso N.V.,3.9,Blend,Red,N.V.,Bolgheri,Italy,28.59,,10,2,102,19
191,Ornellaia,Le Volte 2016,3.9,Blend,Red,2016,Toscana,Italy,39.99,,10,2,849,19
192,Banfi,Brunello di Montalcino 2012,4.2,Brunello,Red,2012,Brunello di Montalcino,Italy,69.99,,12,2,120,19
193,Stag's Leap Wine Cellars,FAY Cabernet Sauvignon N.V.,4.4,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,159.99,,15,2,587,36
194,St. Supéry,Cabernet Sauvignon N.V.,4.1,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,36.28,,15,2,587,36
195,Dominio de Atauta,Dominio de Atauta N.V.,4.1,Blend,Red,N.V.,Ribera del Duero,Spain,38.49,,10,2,706,32
196,Turnbull,Cabernet Sauvignon N.V.,4.2,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,44.25,,15,2,587,36
197,Carmelo Patti,Cabernet Sauvignon N.V.,4.1,Cabernet Sauvignon,Red,N.V.,Lujan de Cuyo,Argentina,32.99,,15,2,476,0
198,Inglenook,Cabernet Sauvignon N.V.,4.3,Cabernet Sauvignon,Red,N.V.,Rutherford,United States,65.99,,15,2,736,36
199,Martinet,Martinet Bru Priorat (Garnatxa - Syrah) N.V.,4.1,Syrah,Red,N.V.,Priorat,Spain,32.99,,79,2,671,32
200,William Hill,Napa Valley Cabernet Sauvignon N.V.,3.8,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,39.99,,15,2,587,36
201,Emidio Pepe,Montepulciano d'Abruzzo N.V.,4.2,Montepulciano,Red,N.V.,Montepulciano d'Abruzzo,Italy,131.98,,43,2,536,19
202,Catena Alta,Cabernet Sauvignon N.V.,4.1,Cabernet Sauvignon,Red,N.V.,Mendoza,Argentina,43.99,,15,2,507,0
203,Mollydooker,Carnival of Love Shiraz N.V.,4.4,Shiraz,Red,N.V.,McLaren Vale,Australia,73.69,,75,2,503,2
204,Cristom,Mt. Jefferson Cuvée Pinot Noir N.V.,4.0,Pinot Noir,Red,N.V.,Willamette Valley,United States,38.49,,57,2,945,36
205,Château Bernadotte,Haut-Médoc N.V.,3.7,Blend,Red,N.V.,Haut-Médoc,France,34.99,,10,2,407,12
206,Stag's Leap Wine Cellars,CASK 23 Cabernet Sauvignon N.V.,4.6,Cabernet Sauvignon,Red,N.V.,Napa Valley,United States,299.99,,15,2,587,36
207,Domaine Serene,Yamhill Cuvée Pinot Noir N.V.,4.2,Pinot Noir,Red,N.V.,Willamette Valley,United States,59.39,,57,2,945,36
208,Bouchard Père & Fils,Beaune du Château Premier Cru N.V.,4.0,Blend,Red,N.V.,Beaune Premier Cru,France,43.99,,10,2,89,12
209,Justin,Cabernet Sauvignon 2016,4.1,Cabernet Sauvignon,Red,2016,Paso Robles,United States,29.99,,15,2,634,36
210,Tarapacá,Etiqueta Azul Gran Reserva Red Blend N.V.,4.2,Blend,Red,N.V.,Maipo Valley,Chile,43.99,,10,2,482,7
211,Poliziano,Asinone Vino Nobile di Montepulciano N.V.,4.2,Montepulciano,Red,N.V.,Vino Nobile di Montepulciano,Italy,63.79,,43,2,911,19
212,Penfolds,RWT Shiraz N.V.,4.4,Shiraz,Red,N.V.,Barossa Valley,Australia,142.99,,75,2,76,2
213,Tinto Pesquera,Crianza 2014,4.0,Blend,Red,2014,Ribera del Duero,Spain,31.99,,10,2,706,32
214,Vietti,Barbera d'Alba Tre Vigne N.V.,3.8,Barbera,Red,N.V.,Barbera d'Alba,Italy,27.48,,5,2,69,19
215,Banfi,Brunello di Montalcino 2013,4.2,Brunello,Red,2013,Brunello di Montalcino,Italy,69.99,,12,2,120,19
216,Treana,Red N.V.,4.2,Blend,Red,N.V.,Paso Robles,United States,40.68,,10,2,634,36
217,Dominus,Napanook N.V.,4.1,Blend,Red,N.V.,Napa Valley,United States,74.78,,10,2,587,36
218,Tenuta Il Poggione,Rosso di Montalcino N.V.,3.8,Blend,Red,N.V.,Rosso di Montalcino,Italy,34.99,,10,2,726,19
219,Calera,Pinot Noir N.V.,3.9,Pinot Noir,Red,N.V.,Central Coast,United States,28.59,,57,2,153,36
220,Leviathan,Red N.V.,4.2,Blend,Red,N.V.,California,United States,30.78,,10,2,132,36
221,Fèlsina,Rancia Chianti Classico Riserva N.V.,4.0,Chianti,Red,N.V.,Chianti Classico,Italy,27.48,,22,2,224,19
222,Boekenhoutskloof,The Chocolate Block 2017,4.2,Blend,Red,2017,Franschhoek,South Africa,29.99,,10,2,362,31
223,Dei,Vino Nobile di Montepulciano N.V.,3.9,Montepulciano,Red,N.V.,Vino Nobile di Montepulciano,Italy,32.99,,43,2,911,19
224,Antinori,Pian delle Vigne Rosso di Montalcino N.V.,3.9,Blend,Red,N.V.,Rosso di Montalcino,Italy,32.99,,10,2,726,19
225,Pago de Carraovejas,Tinto 2016,4.4,Blend,Red,2016,Ribera del Duero,Spain,40.0,,10,2,706,32
226,Pahlmeyer,Proprietary Red N.V.,4.6,Blend,Red,N.V.,Napa Valley,United States,197.99,,10,2,587,36
227,Caymus,Cabernet Sauvignon 2011,4.5,Cabernet Sauvignon,Red,2011,Napa Valley,United States,129.0,,15,2,587,36
228,Occhipinti,Il Frappato Sicilia N.V.,4.0,Blend,Red,N.V.,Terre Siciliane,Italy,49.49,,10,2,835,19
229,Beringer,Quantum N.V.,4.1,Blend,Red,N.V.,Napa Valley,United States,36.28,,10,2,587,36
230,Ferrari Carano,Cabernet Sauvignon N.V.,4.0,Cabernet Sauvignon,Red,N.V.,Alexander Valley,United States,25.29,,15,2,11,36
231,Cade,Cabernet Sauvignon Howell Mountain N.V.,4.5,Cabernet Sauvignon,Red,N.V.,Howell Mountain,United States,115.49,,15,2,415,36
232,Álvaro Palacios,Finca Dofí N.V.,4.3,Blend,Red,N.V.,Priorat,Spain,131.98,,10,2,671,32
233,DAOU,Reserve Cabernet Sauvignon N.V.,4.1,Cabernet Sauvignon,Red,N.V.,Paso Robles,United States,43.99,,15,2,634,36
234,Cliff Lede,Stags Leap District Cabernet Sauvignon N.V.,4.3,Cabernet Sauvignon,Red,N.V.,Stags Leap District,United States,71.49,,15,2,818,36
235,Carmelo Patti,Malbec N.V.,3.9,Malbec,Red,N.V.,Lujan de Cuyo,Argentina,32.99,,38,2,476,0
236,Luca,Beso de Dante N.V.,4.2,Blend,Red,N.V.,Mendoza,Argentina,43.99,,10,2,507,0
237,Antinori,Villa Antinori Chianti Classico Riserva 2013,3.9,Chianti,Red,2013,Chianti Classico,Italy,34.99,,22,2,224,19
238,Château Lynch-Bages,Echo de Lynch-Bages Pauillac N.V.,3.9,Blend,Red,N.V.,Pauillac,France,52.78,,10,2,638,12
239,Brigaldara,Amarone della Valpolicella Classico N.V.,4.2,Valpolicella,Red,N.V.,Amarone della Valpolicella Classico,Italy,65.99,,86,2,34,19
240,Artadi,Viñas de Gain Rioja Alavesa N.V.,3.9,Rioja,Red,N.V.,Rioja Alavesa,Spain,25.29,,64,2,711,32
241,Castellare,Toscana I Sodi di San Niccolo N.V.,4.3,Blend,Red,N.V.,Toscana,Italy,76.98,,10,2,849,19
242,Cooper & Thief,Red Blend (Aged in Bourbon Barrels) 2016,4.2,Blend,Red,2016,California,United States,27.99,,10,2,132,36
243,Paolo Scavino,Barolo N.V.,4.0,Barolo,Red,N.V.,Barolo,Italy,47.28,,6,2,73,19
