,winery,wine,location,rating,price
291,Domaine de la Mordoree,La Dame Rousse Tavel Rosé 2014,"France
·
Tavel",3.7,View shops
292,Enderle & Moll,Spätburgunder Rosé N.V.,"Germany
·
Baden",3.7,View shops
293,Luli,Rosé N.V.,"United States
·
Central Coast",3.7,View shops
294,Domaine Bruno Clair,Marsannay Rosé 2017,"France
·
Marsannay",3.7,View shops
295,Grosjean,Prëmetta 2015,"Italy
·
Valle d'Aosta",3.7,View shops
296,Silverado,Sangiovese Rosato 2014,"United States
·
Stags Leap District",3.7,View shops
297,Kuhlman Cellars,Hensell 2016,"United States
·
Texas High Plains",3.7,View shops
298,Bodegas F. Rubio,Herencia Rosado 2016,"Mexico
·
Valle de Guadalupe",3.7,View shops
299,Serge Horiot,En Barmont Rosé des Riceys 2014,"France
·
Rosé des Riceys",3.7,View shops
300,Serge Horiot,En Barmont Rosé des Riceys 2012,"France
·
Rosé des Riceys",3.7,View shops
301,Crios,Rosé of Malbec 2015,"Argentina
·
Lujan de Cuyo",3.6,View shops
302,Château Baudare,Rosé de Saignée Fronton N.V.,"France
·
Fronton",3.6,View shops
303,Trump,Rosé N.V.,"United States
·
Monticello",3.6,View shops
304,Domaine de la Tour du Bon,Bandol Rosé 2011,"France
·
Bandol",3.6,View shops
305,Louis Jadot,Rosé De Marsannay Domaine Clair-Dau 2018,"France
·
Marsannay",3.6,View shops
306,Aldo Viola,Saignée Rosato 2016,"Italy
·
Terre Siciliane",3.6,View shops
307,Venetsanos,Anagallis 2018,"Greece
·
Santorini",3.6,View shops
308,Marisa Cuomo,Costa d'Amalfi Rosato 2017,"Italy
·
Costa d'Amalfi",3.6,View shops
309,Château Musar,Rosé (Gaston Hochar) 2014,"Lebanon
·
Bekaa Valley",3.6,View shops
310,Hauvette,Petra Rosé 2016,"France
·
Les Baux-de-Provence",3.6,View shops
311,Château de l'Aumerade,Côtes de Provence Rosé N.V.,"France
·
Côtes de Provence",3.5,View shops
312,Terre de Mistral,Fanette 2016,"France
·
Méditerranée",3.5,View shops
313,Kracher,Rosé Zweigelt Trocken N.V.,"Austria
·
Burgenland",3.5,View shops
314,JCB (Jean-Charles Boisset),JCB No. 5 Rosé 2015,"France
·
Côtes de Provence",3.5,View shops
315,Blue Valley,Rosé N.V.,"United States
·
Virginia",3.5,View shops
316,Hesketh,Wild at Heart Rosé N.V.,"Australia
·
South Australia",3.5,View shops
317,Domaine de Tamary,Côtes de Provence Rosé 2014,"France
·
Côtes de Provence",3.4,View shops
318,Zurab Topuridze,Chkhaveri Dry Rosé (ჩხავერი ვარდისფერი) 2012,"Georgia
·
Kakheti",3.3,View shops
319,Tsantali,Agioritikos Rosé N.V.,"Greece
·
Macedonia",3.1,View shops
