,winery,wine,location,rating,price
534,Joseph Phelps,Insignia 2015,"United States
·
Napa Valley",4.6,$229
535,Castello dei Rampolla,d'Alceo 2009,"Italy
·
Toscana",4.3,$228.99
536,Roy Estate,Mr. Evans Proprietary Red 2013,"United States
·
Napa Valley",4.4,$228.99
537,Bussola,Amarone della Valpolicella Classico Vigneto Alto TB 2003,"Italy
·
Amarone della Valpolicella Classico",4.7,$226.99
538,Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2006,"France
·
Pessac-Léognan",4.2,$225.99
539,Vega Sicilia,Valbuena 5º 2009,"Spain
·
Ribera del Duero",4.6,$225.99
540,Château Rauzan-Ségla,Margaux (Grand Cru Classé) 2015,"France
·
Margaux",4.3,$225.99
541,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé) 2009,"France
·
Saint-Estèphe",4.3,$225
542,Château La Conseillante,Pomerol 2002,"France
·
Pomerol",4.3,$225
543,The Vineyard House,Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.6,$225
544,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé) 2005,"France
·
Pauillac",4.3,$225
545,Château Pichon Baron,Pauillac (Grand Cru Classé) 2002,"France
·
Pauillac",4.3,$225
546,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé) 2000,"France
·
Pauillac",4.3,$225
547,Château Le Gay,Pomerol 2002,"France
·
Pomerol",4.2,$225
548,Chateau de Fonsalette,Réserve Côtes-du-Rhône 2009,"France
·
Côtes-du-Rhône",4.2,$225
549,Château La Gomerie,Saint-Émilion Grand Cru 1997,"France
·
Saint-Émilion Grand Cru",4.3,$225
550,Cos d'Estournel,Cos d'Estournel 2013,"France
·
Saint-Estèphe",4.2,$225
551,Kapcsandy,State Lane Vineyard Cabernet Sauvignon Grand-Vin 2006,"United States
·
Napa Valley",4.3,$224.99
552,Domaine Allary,Haut-Brion 2009,"France
·
Pessac-Léognan",4.3,$224.99
553,Larkmead,LMV Salon 2014,"United States
·
Napa Valley",4.7,$224.99
554,Château Montrose,La Dame de Montrose Saint-Estèphe 1990,"France
·
Saint-Estèphe",4.7,$224.99
555,Frank Family,Patriarch 2014,"United States
·
Rutherford",4.7,$224.99
556,Roger Sabon,Châteauneuf-du-Pape Le Secret Des Sabon 2012,"France
·
Châteauneuf-du-Pape",4.5,$224.99
557,Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 2009,"France
·
Pauillac",4.4,$224.99
558,Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2000,"France
·
Saint-Julien",4.5,$224.95
559,Peter Michael,Au Paradis Cabernet Sauvignon 2016,"United States
·
Oakville",4.7,$224.95
560,E. Guigal,Ermitage Ex-Voto 2006,"France
·
Hermitage",4.4,$223.99
561,Diamond Creek,Red Rock Terrace Cabernet Sauvignon 2016,"United States
·
Napa Valley",4.5,$223.99
562,The Crane Assembly,G.B. Crane Vineyard Cabernet Sauvignon 2014,"United States
·
St. Helena",4.6,$223.99
563,Pio Cesare,Mosconi Barolo 2015,"Italy
·
Barolo",4.5,$223.99
564,Peter Michael,Les Pavots 2016,"United States
·
Knights Valley",4.6,$223.96
565,Château Troplong Mondot,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2004,"France
·
Saint-Émilion Grand Cru",4.2,$220.99
566,Ornellaia,Bolgheri Superiore 2013,"Italy
·
Bolgheri Superiore",4.5,$220.99
567,Gandona,Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.6,$220
568,Bruno Giacosa,Falletto Barolo 2009,"Italy
·
Barolo",4.3,$219.99
569,Diamond Creek,Gravelly Meadow Cabernet Sauvignon 2012,"United States
·
Napa Valley",4.6,$219.99
570,Purlieu,Teucer Vineyard Cabernet Sauvignon N.V.,"United States
·
Coombsville",4.6,$219.99
571,Roger Sabon,Châteauneuf-du-Pape Le Secret Des Sabon N.V.,"France
·
Châteauneuf-du-Pape",4.4,$219.99
572,Mommessin,La Forge de Tart Morey-Saint-Denis Premier Cru 2014,"France
·
Morey-Saint-Denis Premier Cru",3.9,$219.99
573,Torbreck,RunRig 2002,"Australia
·
Barossa Valley",4.6,$219.99
574,Château La Conseillante,Pomerol 2014,"France
·
Pomerol",4.3,$219.99
575,Geantet-Pansiot,Charmes-Chambertin Grand Cru N.V.,"France
·
Charmes-Chambertin Grand Cru",4.3,$219.99
576,Schrader,Boars' View The Coast Pinot Noir 2012,"United States
·
Sonoma Coast",4.5,$219.99
577,Two Hands,Ares 2006,"Australia
·
Barossa Valley",4.5,$219.99
578,Diamond Creek,Red Rock Terrace Cabernet Sauvignon 2012,"United States
·
Napa Valley",4.6,$219.99
579,Pine Ridge,Fortis Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.8,$219.99
580,Trefethen,HāLo 2014,"United States
·
Oak Knoll District",4.7,$219.99
581,Château Pavie Decesse,Saint-Émilion Grand Cru (Grand Cru Classé) 2000,"France
·
Saint-Émilion Grand Cru",4.4,$219.99
582,Roger Sabon,Châteauneuf-du-Pape Le Secret Des Sabon 2003,"France
·
Châteauneuf-du-Pape",4.3,$219.99
583,Cos d'Estournel,Cos d'Estournel N.V.,"France
·
Saint-Estèphe",4.4,$219.99
584,Dalla Valle,Cabernet Sauvignon 2011,"United States
·
Napa Valley",4.5,$219.99
585,Château Pontet-Canet,Pauillac (Grand Cru Classé) 2000,"France
·
Pauillac",4.3,$219.99
586,Château Montrose,Saint-Estèphe (Grand Cru Classé) 2008,"France
·
Saint-Estèphe",4.2,$219.99
587,Château Pichon Baron,Pauillac (Grand Cru Classé) 2015,"France
·
Pauillac",4.4,$219.99
588,Ornellaia,Bolgheri Superiore 2016,"Italy
·
Bolgheri Superiore",4.5,$219.99
589,TOR,Melanson Vineyard Cabernet Sauvignon N.V.,"United States
·
Napa Valley",4.6,$219.98
590,Domaine Ponsot,Corton Grand Cru Cuvée du Bourdon N.V.,"France
·
Corton Grand Cru",4.3,$219.98
591,Giuseppe Rinaldi,Tre Tine Barolo N.V.,"Italy
·
Barolo",4.4,$219.98
592,Domaine Rostaing,Côte-Rôtie La Landonne N.V.,"France
·
Northern Rhône",4.3,$219.98
593,Ridge Vineyards,Monte Bello N.V.,"United States
·
Santa Cruz Mountains",4.5,$219.98
594,Louis Jadot,Clos Vougeot Grand Cru N.V.,"France
·
Clos Vougeot Grand Cru",4.3,$219.98
595,Domaine Denis Bachelet,Vieilles Vignes Gevrey-Chambertin 1er Cru Les Corbeaux N.V.,"France
·
Gevrey-Chambertin Premier Cru",4.1,$219.98
596,Bruno Giacosa,Falletto Barolo N.V.,"Italy
·
Barolo",4.4,$219.98
597,Dana,Onda Cabernet Sauvignon N.V.,"United States
·
Napa Valley",4.4,$219.98
598,Giuseppe Rinaldi,Tre Tine Barolo 2012,"Italy
·
Barolo",4.4,$219.98
599,Bruno Giacosa,Falletto Barbaresco Rabaja N.V.,"Italy
·
Barbaresco",4.4,$219.98
600,Dana,Onda Cabernet Sauvignon 2015,"United States
·
Napa Valley",4.6,$219.98
601,Mayacamas,Cabernet Sauvignon 2015,"United States
·
Mount Veeder",4.4,$219
602,Château La Gaffelière,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2009,"France
·
Saint-Émilion Grand Cru",4.4,$218.99
603,Château Rauzan-Ségla,Margaux (Grand Cru Classé) 2001,"France
·
Margaux",4.2,$217.99
604,Addax,Cabernet Sauvignon 2016,"United States
·
Napa Valley",4.4,$217.99
605,Château Clerc Milon,Pauillac (Grand Cru Classé) 2009,"France
·
Pauillac",4.2,$217.99
606,Quilceda Creek,Cabernet Sauvignon 2004,"United States
·
Columbia Valley",4.4,$217.97
607,Paul Jaboulet Aîné,Hermitage La Chapelle Rouge 2016,"France
·
Hermitage",4.3,$215.99
608,Tua Rita,Syrah Toscana 2009,"Italy
·
Toscana",4.6,$215.99
609,Château Talbot,Saint-Julien (Grand Cru Classé) 1999,"France
·
Saint-Julien",4.4,$215
610,Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 2003,"France
·
Saint-Julien",4.4,$215
611,Château Latour,Les Forts de Latour Pauillac 2008,"France
·
Pauillac",4.3,$215
612,Artadi,El Carretil Rioja 2014,"Spain
·
Rioja",4.3,$214.99
613,Castello di Neive,Barbaresco Riserva Santo Stefano 2011,"Italy
·
Barbaresco",4.3,$214.99
614,Dominio del Aguila,Gran Reserva Peñas Aladas 2012,"Spain
·
Ribera del Duero",4.4,$214.99
615,Castiglion del Bosco,Millecento Brunello di Montalcino Riserva 2012,"Italy
·
Brunello di Montalcino",4.7,$214.99
616,Le Macchiole,Messorio 2015,"Italy
·
Toscana",4.6,$214.99
617,Banfi,Poggio all'Oro Brunello di Montalcino Riserva 2012,"Italy
·
Brunello di Montalcino",4.5,$213.99
618,Coppo,Barbera d'Asti Riserva della Famiglia 2009,"Italy
·
Barbera d'Asti",4.6,$212.99
619,Bruno Giacosa,Falletto Barolo Le Rocche del Falletto 2009,"Italy
·
Barolo",4.5,$212.99
620,Addax,Cabernet Sauvignon 2015,"United States
·
Napa Valley",4.8,$212.99
621,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé) 2012,"France
·
Saint-Estèphe",4.2,$212.99
622,Stag's Leap Wine Cellars,FAY Cabernet Sauvignon 2009,"United States
·
Napa Valley",4.3,$212.99
623,Staglin,Estate Cabernet Sauvignon 2015,"United States
·
Rutherford",4.6,$212.99
624,Stag's Leap Wine Cellars,S.L.V. Cabernet Sauvignon 2008,"United States
·
Napa Valley",4.4,$212.99
625,Stewart,Nomad 2016,"United States
·
Napa Valley",4.6,$212.99
626,Château Lagrange,Saint-Julien (Grand Cru Classé) 1996,"France
·
Saint-Julien",4.2,$211.99
627,Dancing Hares Vineyard,Red 2015,"United States
·
Napa Valley",4.5,$210.99
628,Vieux Château Certan,Pomerol 2011,"France
·
Pomerol",4.3,$210
629,Ornellaia,Bolgheri Superiore 2015,"Italy
·
Bolgheri Superiore",4.6,$209.99
630,Vieux Château Certan,Pomerol 2012,"France
·
Pomerol",4.3,$209.99
631,Domaine Ponsot,Morey-Saint-Denis Premier Cru Cuvée des Alouettes 2013,"France
·
Morey-Saint-Denis Premier Cru",4.1,$209.99
632,Viña Cobos,Cobos Marchiori Vineyard Malbec 2015,"Argentina
·
Mendoza",4.8,$209.99
633,Castello dei Rampolla,d'Alceo 2014,"Italy
·
Toscana",4.2,$209.99
634,Gaja,Barbaresco 2014,"Italy
·
Barbaresco",4.4,$209.99
635,André Brunel,Les Cailloux Cuvée Centenaire Châteauneuf-du-Pape 2015,"France
·
Châteauneuf-du-Pape",4.3,$209.99
636,Fairchild Estate,Sigaro Cabernet Sauvignon 2010,"United States
·
Napa Valley",4.7,$209.99
637,Joseph Phelps,Backus Vineyard Cabernet Sauvignon 2009,"United States
·
Oakville",4.3,$209.97
638,Muga,Aro 2015,"Spain
·
Rioja",4.4,$208.99
639,Ornellaia,Bolgheri Superiore 2014,"Italy
·
Bolgheri Superiore",4.5,$208.99
640,Numanthia,Termanthia 2005,"Spain
·
Toro",4.6,$208.99
641,Muga,Aro 2016,"Spain
·
Rioja",4.4,$208.99
642,Dugat-Py,Vieilles Vignes Gevrey-Chambertin Cuvée Cœur de Roy N.V.,"France
·
Gevrey-Chambertin",4.2,$208.98
643,Melka,Métisse Jumping Goat Vineyard N.V.,"United States
·
Napa Valley",4.5,$208.98
644,Marchesi di Barolo,Cannubi Barolo 2004,"Italy
·
Barolo",4.2,$207.99
645,Stag's Leap Wine Cellars,S.L.V. Cabernet Sauvignon 2009,"United States
·
Napa Valley",4.2,$207.99
646,Marchesi di Gresy,Barbaresco Camp Gros Martinenga Riserva 2009,"Italy
·
Barbaresco",4.2,$207.99
647,Gaja,Ca'Marcanda Bolgheri 2013,"Italy
·
Bolgheri",4.3,$207.99
648,Château Pichon Baron,Pauillac (Grand Cru Classé) 2006,"France
·
Pauillac",4.3,$206.99
649,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé) 2010,"France
·
Saint-Estèphe",4.4,$206.99
650,Gérard Bertrand,Clos d'Ora 2015,"France
·
Minervois La Livinière",4.5,$206.99
651,Palmaz,Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.6,$205
652,Château Valandraud,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012,"France
·
Saint-Émilion Grand Cru",4.4,$204.99
653,Teso La Monja,Alabaster 2012,"Spain
·
Toro",4.6,$204.99
654,Rudd,Cabernet Sauvignon Samantha's 2015,"United States
·
Oakville",4.5,$204.99
655,Fuligni,Brunello di Montalcino Riserva 2012,"Italy
·
Brunello di Montalcino",4.3,$204.99
656,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé) 2010,"France
·
Pauillac",4.3,$203.99
657,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves) 2016,"France
·
Pessac-Léognan",4.3,$203.99
658,Château La Gaffelière,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,"France
·
Saint-Émilion Grand Cru",4.4,$202.99
659,Arkenstone,NVD Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.4,$201.99
660,Thibault Liger-Belair,Nuits-Saint-Georges Premier Cru 'Les Saint Georges' 2015,"France
·
Nuits-Saint-Georges Premier Cru",4.0,$201.99
661,La Sirena,Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.5,$200.99
662,Shirvington,Shiraz 2002,"Australia
·
McLaren Vale",4.4,$200
663,Nicolas Potel,Charmes-Chambertin Grand Cru 2005,"France
·
Charmes-Chambertin Grand Cru",4.2,$200
664,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé) 2007,"France
·
Saint-Estèphe",4.1,$200
665,Checkerboard Vineyards,Red 2010,"United States
·
North Coast",4.7,$199.99
666,Kongsgaard,Syrah 2006,"United States
·
Napa Valley",4.5,$199.99
667,Fairchild Estate,G.III Cabernet Sauvignon 2010,"United States
·
Napa Valley",4.8,$199.99
668,Château La Providence,Pomerol 2010,"France
·
Pomerol",4.5,$199.99
669,Cos d'Estournel,Cos d'Estournel 1985,"France
·
Saint-Estèphe",4.5,$199.99
670,Penfolds,RWT Shiraz 2016,"Australia
·
Barossa Valley",4.4,$199.99
671,Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 2011,"France
·
Saint-Julien",4.2,$199.99
672,Ovid,Experiment 2014,"United States
·
Napa Valley",4.7,$199.99
673,Louis Jadot,Gevrey-Chambertin Premier Cru Clos Saint-Jacques 2014,"France
·
Gevrey-Chambertin Premier Cru",4.4,$199.99
674,Valdicava,Brunello di Montalcino 2010,"Italy
·
Brunello di Montalcino",4.5,$199.99
675,Caymus,Special Selection Cabernet Sauvignon 2015,"United States
·
Napa Valley",4.7,$199.99
676,Quintarelli Giuseppe,Veneto Rosso del Bepi 2010,"Italy
·
Veneto",4.4,$199.99
677,Dugat-Py,Vieilles Vignes Gevrey-Chambertin Cuvée Cœur de Roy 2011,"France
·
Gevrey-Chambertin",4.0,$199.99
678,Peter Michael,Les Pavots 2000,"United States
·
Knights Valley",4.6,$199.99
679,Domaine Christian Clerget,Échézeaux Grand Cru 2012,"France
·
Échezeaux Grand Cru",4.4,$199.99
680,Brovia,Brea Vigna Ca'Mia Barolo 2009,"Italy
·
Barolo",4.2,$199.99
681,Brovia,Villero Barolo 2009,"Italy
·
Barolo",4.0,$199.99
682,Château Lynch-Bages,Pauillac (Grand Cru Classé) 2011,"France
·
Pauillac",4.3,$199.99
683,Mascarello Giuseppe e Figlio,Barolo Monprivato 2010,"Italy
·
Barolo",4.5,$199.99
684,Larkmead,Dr. Olmo 2013,"United States
·
Napa Valley",4.6,$199.99
685,Castiglion del Bosco,Brunello di Montalcino Riserva 2010,"Italy
·
Brunello di Montalcino",4.6,$199.99
686,Catena Zapata,Nicolas Catena Zapata 1999,"Argentina
·
Mendoza",4.6,$199.99
687,Gaja,Pieve Santa Restituta Rennina Brunello di Montalcino 1997,"Italy
·
Brunello di Montalcino",4.6,$199.99
688,Château l'Eglise-Clinet,Pomerol 2008,"France
·
Pomerol",4.2,$199.99
689,Clos Saint Jean,Châteauneuf-du-Pape Deus Ex Machina 2012,"France
·
Châteauneuf-du-Pape",4.5,$199.99
690,Dunn,Howell Mountain Cabernet Sauvignon 2013,"United States
·
Howell Mountain",4.5,$199.99
691,Fèlsina,Colonia Chianti Classico Gran Selezione 2015,"Italy
·
Chianti Classico",4.5,$199.99
692,Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2004,"France
·
Pessac-Léognan",4.1,$199.99
693,Fontodi,Flaccianello della Pieve 2015,"Italy
·
Colli della Toscana Centrale",4.4,$199.99
694,Merryvale,Profile 2015,"United States
·
Napa Valley",4.3,$199.99
695,Ornellaia,Bolgheri Superiore 2011,"Italy
·
Bolgheri Superiore",4.6,$199.99
696,Valdicava,Brunello di Montalcino 2007,"Italy
·
Brunello di Montalcino",4.3,$199.99
697,Louis Jadot,Gevrey-Chambertin Premier Cru Clos Saint-Jacques 2013,"France
·
Gevrey-Chambertin Premier Cru",4.0,$199.99
698,Belle Glos,Taylor Lane Vineyard Pinot Noir 2011,"United States
·
Sonoma Coast",4.5,$199.99
699,Far Niente,Estate Bottled Cabernet Sauvignon 2016,"United States
·
Oakville",4.6,$199.99
700,Larkmead,Dr. Olmo 2014,"United States
·
Napa Valley",4.6,$199.99
701,Château Belair-Monange,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,"France
·
Saint-Émilion Grand Cru",4.2,$199.99
702,Belle Glos,Taylor Lane Vineyard Pinot Noir 2011,"United States
·
Sonoma Coast",4.5,$199.99
703,Catena Zapata,Nicolas Catena Zapata 2013,"Argentina
·
Mendoza",4.2,$199.99
704,Castello di Ama,L'Apparita 2003,"Italy
·
Toscana",4.4,$199.99
705,Château Branaire-Ducru,Saint-Julien (Grand Cru Classé) 1982,"France
·
Saint-Julien",4.4,$199.99
706,Robert Foley Vineyards,Claret 2007,"United States
·
Napa Valley",4.3,$199.99
707,Cayuse Vineyards,Cailloux Vineyard Syrah 2010,"United States
·
Walla Walla Valley",4.2,$199.99
708,Kongsgaard,Syrah 2012,"United States
·
Napa Valley",4.3,$199.99
709,Pierre Damoy,Chambertin Clos de Bèze Grand Cru 2011,"France
·
Chambertin-Clos de Bèze Grand Cru",4.2,$199.99
710,Château La Conseillante,Pomerol 2000,"France
·
Pomerol",4.4,$199.99
711,Castello di Ama,Vigneto La Casuccia Chianti Classico 2004,"Italy
·
Chianti Classico",4.3,$199.99
712,Château Pichon Baron,Pauillac (Grand Cru Classé) 2014,"France
·
Pauillac",4.3,$199.99
713,Memento Mori,Cabernet Sauvignon 2016,"United States
·
Napa Valley",4.6,$199.99
714,Château Péby Faugères,Saint-Émilion Grand Cru (Grand Cru Classé) 2010,"France
·
Saint-Émilion Grand Cru",4.4,$199.99
715,Domaine Ponsot,Morey-Saint-Denis Premier Cru Cuvée des Alouettes 2015,"France
·
Morey-Saint-Denis Premier Cru",4.1,$199.99
716,Paul Jaboulet Aîné,Hermitage La Chapelle Rouge 1995,"France
·
Hermitage",4.3,$199.99
717,Fairchild Estate,Sigaro Cabernet Sauvignon 2008,"United States
·
Napa Valley",4.8,$199.99
718,Robert Foley Vineyards,Claret 2013,"United States
·
Napa Valley",4.4,$199.99
719,Gaja,Pieve Santa Restituta Rennina Brunello di Montalcino 2010,"Italy
·
Brunello di Montalcino",4.5,$199.99
720,Cayuse Vineyards,Cailloux Vineyard Syrah 2009,"United States
·
Walla Walla Valley",4.5,$199.99
721,Allegrini,Amarone della Valpolicella Classico 2006,"Italy
·
Amarone della Valpolicella Classico",4.3,$199.99
722,Saxum,James Berry Vineyard 2013,"United States
·
Paso Robles",4.7,$199.99
723,Clos Fourtet,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,"France
·
Saint-Émilion Grand Cru",4.4,$199.99
724,Dominus,Dominus (Christian Moueix) 2011,"United States
·
Napa Valley",4.4,$199.99
725,Hourglass,Estate Cabernet Sauvignon 2012,"United States
·
Napa Valley",4.7,$199.99
726,Château Lynch-Bages,Pauillac (Grand Cru Classé) 2005,"France
·
Pauillac",4.5,$199.99
727,Château Pape Clément,Pessac-Léognan (Grand Cru Classé de Graves) 2015,"France
·
Pessac-Léognan",4.4,$199.99
728,Salvioni,Brunello di Montalcino 2011,"Italy
·
Brunello di Montalcino",4.5,$199.99
729,Château Belair-Monange,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,"France
·
Saint-Émilion Grand Cru",4.0,$199.95
730,Heitz Cellar,Martha's Vineyard Cabernet Sauvignon 2013,"United States
·
Oakville",4.4,$199.95
731,Château Léoville Barton,Saint-Julien (Grand Cru Classé) 2016,"France
·
Saint-Julien",4.3,$199.95
732,Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2010,"France
·
Saint-Julien",4.4,$199.95
733,Morlet Family Vineyards,Cabernet Sauvignon Coeur De Vallée 2013,"United States
·
Oakville",4.5,$199.95
734,Gaja,Pieve Santa Restituta Sugarille Brunello di Montalcino 2013,"Italy
·
Brunello di Montalcino",4.5,$199.95
735,Faiveley,Corton Clos des Cortons Faiveley Grand Cru (Monopole) 2015,"France
·
Corton Grand Cru",4.3,$199.93
736,Ridge Vineyards,Monte Bello 2016,"United States
·
Santa Cruz Mountains",4.4,$199.93
737,Louis Jadot,Clos Vougeot Grand Cru 2016,"France
·
Clos Vougeot Grand Cru",4.1,$199.91
738,Viña Cobos,Cobos Marchiori Vineyard Malbec 2013,"Argentina
·
Mendoza",4.7,$199.90
739,Corison,Kronos Vineyard Cabernet Sauvignon 2015,"United States
·
Napa Valley",4.6,$199
740,Cos d'Estournel,Cos d'Estournel 2012,"France
·
Saint-Estèphe",4.3,$198.99
741,Pahlmeyer,Proprietary Red N.V.,"United States
·
Napa Valley",4.6,$197.99
742,Geantet-Pansiot,Charmes-Chambertin Grand Cru 2012,"France
·
Charmes-Chambertin Grand Cru",4.4,$197.99
743,Horsepower,Sur Echalas Vineyard Grenache N.V.,"United States
·
Walla Walla Valley",4.2,$197.98
744,Lewis Cellars,Reserve Cabernet Sauvignon N.V.,"United States
·
Napa Valley",4.5,$197.98
745,Far Niente,Estate Bottled Cabernet Sauvignon N.V.,"United States
·
Oakville",4.6,$197.98
746,Horsepower,The Tribe Vineyard Syrah N.V.,"United States
·
Walla Walla Valley",4.1,$197.98
747,Newton,Cabernet Sauvignon N.V.,"United States
·
Mount Veeder",4.3,$197.98
748,Newton,Cabernet Sauvignon N.V.,"United States
·
Spring Mountain District",4.3,$197.98
749,Paul Jaboulet Aîné,Hermitage La Chapelle Rouge N.V.,"France
·
Hermitage",4.3,$197.98
750,Château Poujeaux,Moulis-en-Médoc 1986,"France
·
Moulis-en-Médoc",4.0,$196.99
751,Lewis Cellars,Reserve Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.6,$195.99
752,Château Hosanna,Pomerol 2011,"France
·
Pomerol",4.3,$195.99
753,Château Rauzan-Ségla,Margaux (Grand Cru Classé) 2010,"France
·
Margaux",4.3,$195
754,Château Brane-Cantenac,Margaux (Grand Cru Classé) 2000,"France
·
Margaux",4.3,$195
755,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé) 2008,"France
·
Saint-Estèphe",4.1,$195
756,Bevan Cellars,Tench Vineyard - EE Red 2016,"United States
·
Oakville",4.6,$195
757,Château Léoville Barton,Saint-Julien (Grand Cru Classé) 2004,"France
·
Saint-Julien",4.3,$195
758,Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 2002,"France
·
Pauillac",4.3,$195
759,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé) 1996,"France
·
Saint-Estèphe",4.3,$195
760,Michael Mondavi,M Cabernet Sauvignon 2010,"United States
·
Napa Valley",4.2,$194.99
761,Château Clerc Milon,Pauillac (Grand Cru Classé) 2016,"France
·
Pauillac",4.0,$194.99
762,Gandona,Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.7,$194.99
763,Le Macchiole,Scrio 2015,"Italy
·
Toscana",4.4,$194.99
764,Pahlmeyer,Proprietary Red 2015,"United States
·
Napa Valley",4.6,$194.99
765,Domaine Lécheneaut,Nuits-Saint-Georges Premier Cru 'Les Damodes' 2015,"France
·
Nuits-Saint-Georges 1er Cru 'Les Damodes'",4.1,$194.99
766,Two Hands,Ares 2013,"Australia
·
Barossa Valley",4.3,$194.99
767,Larkmead,LMV Salon 2016,"United States
·
Napa Valley",4.6,$194.99
768,Gaja,Ca'Marcanda Bolgheri 2015,"Italy
·
Bolgheri",4.2,$194.99
769,Bruno Giacosa,Falletto Barbaresco Asili 2015,"Italy
·
Barbaresco",4.4,$194.99
770,Ornellaia,Bolgheri Superiore 2008,"Italy
·
Bolgheri Superiore",4.6,$194.95
771,Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2016,"France
·
Saint-Julien",4.3,$193.99
772,Clos l'Eglise,Pomerol 2016,"France
·
Pomerol",4.2,$193.99
773,Uccelliera,Brunello di Montalcino Riserva 2012,"Italy
·
Toscana",4.5,$192.99
774,Oddero,Barolo Vignarionda Riserva 2008,"Italy
·
Barolo",4.6,$192.99
775,Aloft,Cabernet Sauvignon N.V.,"United States
·
Howell Mountain",4.5,$192.49
776,Purlieu,Missouri Hopper Vineyard Cabernet Sauvignon N.V.,"United States
·
Coombsville",4.6,$192.49
777,The Hess Collection,The Lion Red Blend N.V.,"United States
·
Mount Veeder",4.5,$192.48
778,Avignonesi,Desiderio Merlot 2013,"Italy
·
Cortona",4.1,$191.99
779,Stag's Leap Wine Cellars,FAY Cabernet Sauvignon 2011,"United States
·
Napa Valley",4.4,$191.99
780,Boroli,Barolo La Brunella 2013,"Italy
·
Barolo",4.0,$191.99
781,Masi,Mazzano Amarone Della Valpolicella Classico 2011,"Italy
·
Amarone della Valpolicella Classico",4.5,$191.99
782,Castello di Querceto,Colli Della Toscana Centrale Cignale 2011,"Italy
·
Colli della Toscana Centrale",4.2,$191.99
783,Secret Door,Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.5,$191.99
784,Château Gruaud Larose,Saint-Julien (Grand Cru Classé) 2010,"France
·
Saint-Julien",4.3,$190.99
785,Château Talbot,Saint-Julien (Grand Cru Classé) 2003,"France
·
Saint-Julien",4.2,$190.99
786,Château La Conseillante,Pomerol 2006,"France
·
Pomerol",4.4,$190.99
787,Domaine de Chevalier,Pessac-Léognan (Grand Cru Classé de Graves) 1975,"France
·
Pessac-Léognan",3.8,$190
788,Château Brane-Cantenac,Margaux (Grand Cru Classé) 2010,"France
·
Margaux",4.3,$189.99
789,Episode,Red Blend 2012,"United States
·
Napa Valley",4.4,$189.99
790,Clos Fourtet,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,"France
·
Saint-Émilion Grand Cru",4.1,$189.99
791,Spottswoode,Cabernet Sauvignon 2014,"United States
·
St. Helena",4.5,$189.99
792,Château Léoville Barton,Saint-Julien (Grand Cru Classé) 2008,"France
·
Saint-Julien",4.2,$189.99
793,Sinegal,Reserve Cabernet Sauvignon 2016,"United States
·
St. Helena",4.6,$189.99
794,Ramey,Cabernet Sauvignon Pedregal Vineyard 2012,"United States
·
Oakville",4.4,$189.99
795,Château Pontet-Canet,Pauillac (Grand Cru Classé) 2004,"France
·
Pauillac",4.3,$189.99
796,Signorello Estate,Padrone Proprietary Red 2012,"United States
·
Napa Valley",4.6,$189.99
797,Mauro,Terreus Paraje de Cueva Baja 2016,"Spain
·
Castilla y León",4.6,$189.99
798,Checkerboard Vineyards,Kings Row Red 2009,"United States
·
Napa Valley",4.3,$189.99
799,Ramey,Cabernet Sauvignon Pedregal Vineyard 2013,"United States
·
Oakville",4.4,$189.99
