,winery,wine,location,rating,price
268,Antinori,Tenuta Tignanello 'Solaia' 2012,"Italy
·
Toscana",4.6,$299.99
269,Vineyard 29,Estate Cabernet Sauvignon 2011,"United States
·
Napa Valley",4.7,$299.99
270,Tua Rita,Redigaffi Toscana 2002,"Italy
·
Toscana",4.3,$299.99
271,Marcassin,Pinot Noir 2011,"United States
·
Sonoma Coast",4.6,$299.99
272,Cos d'Estournel,Cos d'Estournel 2003,"France
·
Saint-Estèphe",4.4,$299.99
273,Stag's Leap Wine Cellars,CASK 23 Cabernet Sauvignon N.V.,"United States
·
Napa Valley",4.6,$299.99
274,Clos Rougeard,Saumur Champigny 2010,"France
·
Saumur-Champigny",4.5,$299.99
275,Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 2010,"France
·
Saint-Julien",4.6,$299.95
276,Paul Hobbs,Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon 2015,"United States
·
St. Helena",4.7,$299
277,Antinori,Tenuta Tignanello 'Solaia' 2015,"Italy
·
Toscana",4.7,$299
278,Château Ducru-Beaucaillou,Saint-Julien (Grand Cru Classé) 2016,"France
·
Saint-Julien",4.5,$299
279,Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 1989,"France
·
Saint-Julien",4.5,$299
280,Jacopo Biondi-Santi,Schidione 2011,"Italy
·
Toscana",4.3,$298.99
281,Lail Vineyards,J. Daniel Cuvée Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.6,$296.99
282,Cos d'Estournel,Cos d'Estournel 2002,"France
·
Saint-Estèphe",4.4,$295
283,Antinori,Tenuta Guado al Tasso Bolgheri Superiore 2001,"Italy
·
Bolgheri Superiore",4.3,$295
284,Antinori,Tenuta Tignanello 'Solaia' 2011,"Italy
·
Toscana",4.6,$295
285,Château Cheval Blanc,Le Petit Cheval Saint-Émilion Grand Cru 2012,"France
·
Saint-Émilion Grand Cru",4.1,$295
286,M. Chapoutier,Ermitage Le Pavillon 2014,"France
·
Hermitage",4.4,$294.99
287,Robert Groffier,Les Hauts-Doix Chambolle-Musigny 1er Cru 2016,"France
·
Chambolle-Musigny 1er Cru 'Les Hauts Doix'",4.2,$294.99
288,Sine Qua Non,Dirt Vernacular 2016,"United States
·
Central Coast",4.6,$294.96
289,Signorello Estate,Cabernet Sauvignon 2012,"United States
·
Napa Valley",4.4,$293.99
290,Lucien le Moine,Clos de Vougeot Grand Cru 2013,"France
·
Clos Vougeot Grand Cru",4.5,$292.99
291,Château Pavie Decesse,Saint-Émilion Grand Cru (Grand Cru Classé) 2006,"France
·
Saint-Émilion Grand Cru",4.3,$292.99
292,La Mondotte,Saint-Emilion Grand Cru (Premier Grand Cru Classé) 2014,"France
·
Saint-Émilion Grand Cru",4.2,$292.99
293,Lucien le Moine,Echezeaux Grand Cru 2014,"France
·
Échezeaux Grand Cru",4.4,$292.99
294,Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 2014,"France
·
Saint-Julien",4.4,$292.99
295,Viña Cobos,Cobos Chañares Vineyard Malbec 2014,"Argentina
·
Tunuyán",4.6,$290
296,Domaine Jean-Louis Chave,L'Hermitage 2007,"France
·
Hermitage",4.5,$289.99
297,Gaja,Sperss Langhe 2015,"Italy
·
Langhe",4.5,$289.99
298,Château Ducru-Beaucaillou,Saint-Julien (Grand Cru Classé) 2005,"France
·
Saint-Julien",4.5,$289.99
299,Larkmead,Solari 2014,"United States
·
Napa Valley",4.7,$289.99
300,Château Canon,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,"France
·
Saint-Émilion Grand Cru",4.4,$289.99
301,Gaja,Conteisa Langhe 2014,"Italy
·
Langhe",4.2,$289.98
302,Paul Hobbs,Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon 2011,"United States
·
St. Helena",4.7,$289
303,Château Pavie,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2001,"France
·
Saint-Émilion Grand Cru",4.5,$289
304,Château Cheval Blanc,Le Petit Cheval Saint-Émilion Grand Cru 2014,"France
·
Saint-Émilion Grand Cru",4.3,$287.99
305,Realm,Farella Vineyard 2016,"United States
·
Coombsville",4.8,$287.99
306,Emidio Pepe,Montepulciano d'Abruzzo 2007,"Italy
·
Montepulciano d'Abruzzo",4.2,$285.99
307,Château Ducru-Beaucaillou,Saint-Julien (Grand Cru Classé) 1985,"France
·
Saint-Julien",4.3,$285
308,Château Ducru-Beaucaillou,Saint-Julien (Grand Cru Classé) 1988,"France
·
Saint-Julien",4.3,$285
309,Château Beychevelle,Saint-Julien (Grand Cru Classé) 2000,"France
·
Saint-Julien",4.3,$285
310,Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 1996,"France
·
Saint-Julien",4.4,$285
311,Jim Barry,The Armagh Shiraz 2013,"Australia
·
Clare Valley",4.5,$284.99
312,Château Montrose,Saint-Estèphe (Grand Cru Classé) 2016,"France
·
Saint-Estèphe",4.5,$284.99
313,Continuum,Proprietary Red N.V.,"United States
·
Oakville",4.6,$280.48
314,Château Margaux,Pavillon Rouge du Château Margaux 2011,"France
·
Margaux",4.3,$280
315,Château Ducru-Beaucaillou,Saint-Julien (Grand Cru Classé) 1986,"France
·
Saint-Julien",4.4,$280
316,Domaine Dujac,Gevrey Chambertin 1er Cru 'Aux Combottes' 2006,"France
·
Gevrey-Chambertin 1er Cru 'Aux Combottes'",4.4,$279.99
317,Shafer,Hillside Select Cabernet Sauvignon 2014,"United States
·
Stags Leap District",4.6,$279.99
318,Paul Hobbs,Beckstoffer Las Piedras Vineyard Cabernet Sauvignon 2015,"United States
·
St. Helena",4.8,$279.99
319,Domaine d'Eugénie,Clos de Vougeot Grand Cru 2011,"France
·
Clos Vougeot Grand Cru",4.3,$279.99
320,Staglin,Estate Cabernet Sauvignon 2014,"United States
·
Rutherford",4.7,$279.99
321,Paul Hobbs,Beckstoffer Las Piedras Vineyard Cabernet Sauvignon 2011,"United States
·
St. Helena",4.5,$279.99
322,Lucien le Moine,Clos de Vougeot Grand Cru 2011,"France
·
Clos Vougeot Grand Cru",4.5,$279.99
323,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves) 2009,"France
·
Pessac-Léognan",4.5,$279.99
324,Château Trotanoy,Pomerol 2012,"France
·
Pomerol",4.4,$279.99
325,Delas,La Landonne Côte-Rôtie 2012,"France
·
Côte-Rôtie",4.4,$279.99
326,Shafer,Hillside Select Cabernet Sauvignon 2011,"United States
·
Stags Leap District",4.6,$279.99
327,Château Pontet-Canet,Pauillac (Grand Cru Classé) 2009,"France
·
Pauillac",4.6,$279.99
328,Château Pontet-Canet,Pauillac (Grand Cru Classé) 2010,"France
·
Pauillac",4.6,$279.95
329,Dominus,Dominus (Christian Moueix) 2016,"United States
·
Napa Valley",4.5,$279.95
330,Accendo Cellars,Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.5,$277.99
331,Gaja,Conteisa Langhe 2013,"Italy
·
Langhe",4.4,$275.99
332,Quilceda Creek,Cabernet Sauvignon 2016,"United States
·
Columbia Valley",4.7,$275.99
333,Château Lafite Rothschild,Carruades de Lafite Pauillac 2000,"France
·
Pauillac",4.4,$275.99
334,Corison,Kronos Vineyard Cabernet Sauvignon 2006,"United States
·
Napa Valley",4.2,$275
335,Château La Conseillante,Pomerol 2015,"France
·
Pomerol",4.3,$275
336,Marcassin,Pinot Noir 2012,"United States
·
Sonoma Coast",4.6,$274.99
337,Gaja,Pieve Santa Restituta Sugarille Brunello di Montalcino 2004,"Italy
·
Brunello di Montalcino",4.5,$274.99
338,Terroir Al Límit Soc. Lda,Les Manyes 2012,"Spain
·
Priorat",4.3,$274.99
339,Fuligni,Brunello di Montalcino Riserva 2013,"Italy
·
Brunello di Montalcino",4.2,$274.99
340,Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 2005,"France
·
Pauillac",4.4,$274.99
341,Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2009,"France
·
Saint-Julien",4.6,$274.99
342,Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 2015,"France
·
Pauillac",4.4,$274.99
343,Staglin,Estate Cabernet Sauvignon 2013,"United States
·
Rutherford",4.6,$274.99
344,Mas Doix,1902 Centenary Carignan Priorat 2012,"Spain
·
Priorat",4.6,$274.99
345,Giuseppe Rinaldi,Brunate - Le Coste Barolo 2005,"Italy
·
Barolo",4.5,$274.98
346,Dominus,Dominus (Christian Moueix) N.V.,"United States
·
Napa Valley",4.5,$274.98
347,Peter Michael,Les Pavots N.V.,"United States
·
Knights Valley",4.6,$274.98
348,Shafer,Hillside Select Cabernet Sauvignon 2015,"United States
·
Stags Leap District",4.6,$272.99
349,Damilano,Barolo Riserva 2009,"Italy
·
Barolo",3.7,$271.99
350,Château Pichon Baron,Pauillac (Grand Cru Classé) 2010,"France
·
Pauillac",4.5,$271.99
351,Château Haut-Bailly,Pessac-Léognan 2015,"France
·
Pessac-Léognan",4.2,$270.99
352,Sandrone,Barolo Le Vigne 2010,"Italy
·
Barolo",4.4,$269.99
353,Gaja,Darmagi Langhe 2015,"Italy
·
Langhe",4.3,$269.99
354,Dominus,Dominus (Christian Moueix) 2015,"United States
·
Napa Valley",4.6,$269.99
355,Stag's Leap Wine Cellars,CASK 23 Cabernet Sauvignon 2015,"United States
·
Napa Valley",4.7,$269.99
356,Peter Michael,Les Pavots 2014,"United States
·
Knights Valley",4.6,$269.99
357,David Arthur,Elevation 1147 2015,"United States
·
Napa Valley",4.5,$269.99
358,Château Pavie,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2006,"France
·
Saint-Émilion Grand Cru",4.5,$269.99
359,Château l'Arrosee,Saint-Émilion Grand Cru (Grand Cru Classé) 1990,"France
·
Saint-Émilion Grand Cru",4.1,$269.99
360,Joseph Phelps,Insignia 2013,"United States
·
Napa Valley",4.6,$269.99
361,Poggio di Sotto,Brunello di Montalcino 2011,"Italy
·
Brunello di Montalcino",4.5,$269.99
362,Paul Hobbs,Beckstoffer Las Piedras Vineyard Cabernet Sauvignon 2013,"United States
·
St. Helena",4.6,$269.99
363,Chappellet,Pritchard Hill Cabernet Sauvignon 2016,"United States
·
Napa Valley",4.6,$269.95
364,M. Chapoutier,Ermitage Le Pavillon 2007,"France
·
Hermitage",4.4,$266.99
365,Lucien le Moine,Charmes-Chambertin Grand Cru 2011,"France
·
Charmes-Chambertin Grand Cru",4.5,$265.99
366,Château Pichon Baron,Pauillac (Grand Cru Classé) 1998,"France
·
Pauillac",4.4,$265
367,Dalla Valle,Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.4,$265
368,Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 2007,"France
·
Saint-Julien",4.4,$265
369,Tua Rita,Per Sempre Syrah Toscana 2016,"Italy
·
Toscana",4.5,$264.99
370,Giuseppe Rinaldi,Brunate Barolo 2012,"Italy
·
Barolo",4.5,$263.99
371,Giuseppe Rinaldi,Brunate Barolo N.V.,"Italy
·
Barolo",4.5,$263.99
372,TOR,Beckstoffer To Kalon Cabernet Sauvignon 2016,"United States
·
Napa Valley",4.7,$263.99
373,Giuseppe Rinaldi,Brunate - Le Coste Barolo N.V.,"Italy
·
Barolo",4.5,$263.99
374,Joseph Phelps,Insignia N.V.,"United States
·
Napa Valley",4.6,$263.99
375,Giuseppe Rinaldi,Brunate - Le Coste Barolo 2003,"Italy
·
Barolo",4.6,$263.99
376,TOR,Beckstoffer To Kalon Cabernet Sauvignon N.V.,"United States
·
Napa Valley",4.6,$263.99
377,Macauley,Beckstoffer To Kalon Cabernet Sauvignon N.V.,"United States
·
Oakville",4.6,$263.98
378,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves) 2015,"France
·
Pessac-Léognan",4.3,$260.99
379,Château Le Gay,Pomerol 2010,"France
·
Pomerol",4.4,$260
380,Château Beychevelle,Saint-Julien (Grand Cru Classé) 2005,"France
·
Saint-Julien",4.4,$259.99
381,Château La Fleur-Pétrus,Pomerol 2016,"France
·
Pomerol",4.4,$259.99
382,Quilceda Creek,Cabernet Sauvignon 2014,"United States
·
Columbia Valley",4.7,$259.99
383,The Crane Assembly,G.B. Crane Vineyard Cabernet Sauvignon 2013,"United States
·
St. Helena",4.7,$259.99
384,Château Léoville Barton,Saint-Julien (Grand Cru Classé) 2010,"France
·
Saint-Julien",4.6,$259.99
385,Joseph Phelps,Insignia 2010,"United States
·
Napa Valley",4.6,$259.99
386,Mockingbird,Red 2014,"United States
·
Napa Valley",4.5,$259.99
387,Château Figeac,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,"France
·
Saint-Émilion Grand Cru",4.5,$259.99
388,Bruno Giacosa,Falletto Barolo 2012,"Italy
·
Barolo",4.3,$259
389,Amuse Bouche,Proprietary Red 2014,"United States
·
Napa Valley",4.5,$257.99
390,Clos l'Eglise,Pomerol 2010,"France
·
Pomerol",4.4,$257.99
391,Emidio Pepe,Montepulciano d'Abruzzo 2008,"Italy
·
Montepulciano d'Abruzzo",4.1,$257.99
392,Rocche dei Manzoni,Vigna Madonna Assunta La Villa Barolo Riserva 2006,"Italy
·
Barolo",4.4,$255.99
393,Bruno Giacosa,Falletto Barolo 2014,"Italy
·
Barolo",4.4,$255.99
394,Fisher Vineyards,Coach Insignia Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.5,$255.99
395,Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 2008,"France
·
Pauillac",4.2,$255.99
396,Rocche dei Manzoni,Vigna Madonna Assunta La Villa Barolo Riserva 2004,"Italy
·
Barolo",4.5,$255.99
397,Château Pichon Baron,Pauillac (Grand Cru Classé) 2005,"France
·
Pauillac",4.5,$255
398,Château Ducru-Beaucaillou,Saint-Julien (Grand Cru Classé) 2001,"France
·
Saint-Julien",4.4,$255
399,Château Rauzan-Ségla,Margaux (Grand Cru Classé) 2005,"France
·
Margaux",4.4,$255
400,Continuum,Proprietary Red 2015,"United States
·
Oakville",4.6,$254.99
401,Heitz Cellar,Martha's Vineyard Cabernet Sauvignon 2009,"United States
·
Oakville",4.5,$254.99
402,Château La Conseillante,Pomerol 2016,"France
·
Pomerol",4.5,$254.99
403,Numanthia,Termanthia 2013,"Spain
·
Toro",4.5,$254.99
404,Cos d'Estournel,Cos d'Estournel 2014,"France
·
Saint-Estèphe",4.3,$254.99
405,Château Canon-La-Gaffelière,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,"France
·
Saint-Émilion Grand Cru",4.4,$252.99
406,Lail Vineyards,J. Daniel Cuvée Cabernet Sauvignon 2016,"United States
·
Napa Valley",4.7,$252.99
407,Chappellet,Pritchard Hill Cabernet Sauvignon N.V.,"United States
·
Napa Valley",4.6,$252.99
408,Faiveley,Corton Clos des Cortons Faiveley Grand Cru (Monopole) N.V.,"France
·
Corton Grand Cru",4.1,$252.99
409,Château La Conseillante,Pomerol N.V.,"France
·
Pomerol",4.3,$252.98
410,Château La Conseillante,Pomerol 2005,"France
·
Pomerol",4.4,$252.98
411,Diamond Creek,Gravelly Meadow Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.5,$251.99
412,Louis Jadot,Clos Vougeot Grand Cru 2015,"France
·
Clos Vougeot Grand Cru",4.3,$250.99
413,Scarpa,Tettineive Barbaresco 1988,"Italy
·
Barbaresco",4.1,$250
414,Pio Cesare,Barolo 1961,"Italy
·
Barolo",3.9,$250
415,Morlet Family Vineyards,Cabernet Sauvignon Passionnément 2012,"United States
·
Oakville",4.6,$250
416,Château Valandraud,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1995,"France
·
Saint-Émilion Grand Cru",4.3,$250
417,Cos d'Estournel,Cos d'Estournel 2005,"France
·
Saint-Estèphe",4.6,$250
418,Castello di Ama,L'Apparita 1990,"Italy
·
Toscana",4.1,$250
419,Bodega Contador (Benjamín Romeo),Contador Rioja 2008,"Spain
·
Rioja",4.5,$250
420,Penfolds,Bin 169 Cabernet Sauvignon 2009,"Australia
·
Coonawarra",4.3,$249.99
421,Scarecrow,M. Etain 2017,"United States
·
Rutherford",4.7,$249.99
422,Numanthia,Termanthia 2012,"Spain
·
Toro",4.6,$249.99
423,Grace Family Vineyards,Blank Vineyards Cabernet Sauvignon 2012,"United States
·
Napa Valley",4.5,$249.99
424,Château Troplong Mondot,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1988,"France
·
Saint-Émilion Grand Cru",4.1,$249.99
425,Château Lynch-Bages,Pauillac (Grand Cru Classé) 2014,"France
·
Pauillac",4.2,$249.99
426,Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 2010,"France
·
Pauillac",4.5,$249.99
427,Quilceda Creek,Cabernet Sauvignon 2015,"United States
·
Columbia Valley",4.5,$249.99
428,Ornellaia,Bolgheri Superiore 2012,"Italy
·
Bolgheri Superiore",4.6,$249.99
429,Delas,Les Bessards Hermitage 2012,"France
·
Hermitage",4.4,$249.99
430,Diamond Creek,Volcanic Hill Cabernet Sauvignon 2015,"United States
·
Napa Valley",4.6,$249.99
431,Château Pape Clément,Pessac-Léognan (Grand Cru Classé de Graves) 2009,"France
·
Pessac-Léognan",4.5,$249.99
432,Casanova di Neri,Cerretalto Brunello di Montalcino 2013,"Italy
·
Brunello di Montalcino",4.5,$249.99
433,Ornellaia,Il Carisma 2015,"Italy
·
Toscana",4.6,$249.99
434,Cos d'Estournel,Cos d'Estournel 2004,"France
·
Saint-Estèphe",4.3,$249.99
435,Cos d'Estournel,Cos d'Estournel 2016,"France
·
Saint-Estèphe",4.6,$249.99
436,Paul Hobbs,Beckstoffer Las Piedras Vineyard Cabernet Sauvignon 2010,"United States
·
St. Helena",4.7,$249.99
437,Dominus,Dominus (Christian Moueix) 1999,"United States
·
Napa Valley",4.5,$249.99
438,Mollydooker,Velvet Glove Shiraz 2010,"Australia
·
McLaren Vale",4.7,$249.99
439,Clarendon Hills,Astralis 2005,"Australia
·
McLaren Vale",4.4,$249.99
440,Marquis Philips,Integrity 2001,"Australia
·
McLaren Vale",4.5,$249.99
441,Domaine G. Roumier,Chambolle-Musigny 2014,"France
·
Chambolle-Musigny",4.3,$249.99
442,Ornellaia,Bolgheri Superiore 2010,"Italy
·
Bolgheri Superiore",4.6,$249.99
443,Ao Yun (敖云葡萄园),Shangri-La (敖云) 2014,,3.9,$249.99
444,Leonetti,Reserve 2013,"United States
·
Walla Walla Valley",4.5,$249.99
445,Heitz Cellar,Martha's Vineyard Cabernet Sauvignon 2012,"United States
·
Oakville",4.5,$249.99
446,Joseph Phelps,Insignia 2014,"United States
·
Napa Valley",4.6,$249.99
447,Amuse Bouche,Proprietary Red 2013,"United States
·
Napa Valley",4.5,$249.99
448,Quilceda Creek,Cabernet Sauvignon 2013,"United States
·
Columbia Valley",4.6,$249.99
449,Delas,Les Bessards Hermitage 2011,"France
·
Hermitage",4.5,$249.99
450,Cardinale,Red 2010,"United States
·
Napa Valley",4.5,$249.99
451,Ornellaia,La Tensione 2016,"Italy
·
Bolgheri",4.5,$249.99
452,Château Clos de Sarpe,Saint-Émilion Grand Cru (Grand Cru Classé) 2001,"France
·
Saint-Émilion Grand Cru",4.2,$249.99
453,Château Beychevelle,Saint-Julien (Grand Cru Classé) 2006,"France
·
Saint-Julien",4.3,$249.99
454,Domaine G. Roumier,Morey-Saint-Denis Premier Cru Clos de La Bussière 2015,"France
·
Morey-Saint-Denis Premier Cru",4.4,$249.99
455,Gaja,Sperss Langhe 2014,"Italy
·
Langhe",4.3,$249.99
456,Artadi,Viña El Pison 2007,"Spain
·
Rioja Alavesa",4.4,$249.98
457,Tenuta San Guido,Sassicaia 2016,"Italy
·
Bolgheri Sassicaia",4.7,$249.98
458,Gaja,Barbaresco 2016,"Italy
·
Barbaresco",4.5,$249.95
459,Continuum,Proprietary Red 2016,"United States
·
Oakville",4.6,$249.95
460,Spottswoode,Cabernet Sauvignon 2016,"United States
·
St. Helena",4.6,$249.95
461,Vineyard 29,Aida Estate Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.4,$249.95
462,Château Montrose,Saint-Estèphe (Grand Cru Classé) 2014,"France
·
Saint-Estèphe",4.4,$248.99
463,Groth,Cabernet Sauvignon 2007,"United States
·
Oakville",4.3,$247.99
464,Spring Mountain Vineyard,Cabernet Sauvignon 1988,"United States
·
Napa Valley",4.6,$247.99
465,Peter Michael,Au Paradis Cabernet Sauvignon N.V.,"United States
·
Oakville",4.6,$247.48
466,Joseph Phelps,Insignia 2016,"United States
·
Napa Valley",4.6,$246.56
467,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé) 2005,"France
·
Saint-Estèphe",4.3,$245.99
468,Château Pichon Baron,Pauillac (Grand Cru Classé) 1999,"France
·
Pauillac",4.4,$245
469,Domaine de Chevalier,Pessac-Léognan (Grand Cru Classé de Graves) 2000,"France
·
Pessac-Léognan",4.3,$245
470,Château Valandraud,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,"France
·
Saint-Émilion Grand Cru",4.5,$245
471,Buccella,Cuvée Katrina Eileen Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.5,$245
472,Brand,Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.3,$241.99
473,Domaine Denis Mortet,Gevrey-Chambertin 1er Cru Lavaux St-Jacques N.V.,"France
·
Gevrey-Chambertin Premier Cru",4.3,$241.99
474,Brand,Cabernet Sauvignon N.V.,"United States
·
Napa Valley",4.5,$241.99
475,Casa Ferreirinha,Reserva Especial Douro 2007,"Portugal
·
Douro",4.7,$241.99
476,Amici,Beckstoffer Missouri Hopper Vineyard Cabernet Sauvignon N.V.,"United States
·
Oakville",4.7,$241.98
477,Bacio Divino,Janzen Beckstoffer To Kalon Vineyard Cabernet Sauvignon N.V.,"United States
·
Oakville",4.5,$241.98
478,Château Pavie,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2007,"France
·
Saint-Émilion Grand Cru",4.4,$240.99
479,Bussola,Amarone della Valpolicella Classico Vigneto Alto TB 2009,"Italy
·
Amarone della Valpolicella Classico",4.7,$240.99
480,Vieux Château Certan,Pomerol 2014,"France
·
Pomerol",4.5,$240
481,Château Ducru-Beaucaillou,Saint-Julien (Grand Cru Classé) 2015,"France
·
Saint-Julien",4.6,$240
482,Robert Foley Vineyards,Claret 2010,"United States
·
Napa Valley",4.6,$240
483,Mullineux,Iron Syrah 2013,"South Africa
·
Swartland",4.4,$240
484,Château Ducru-Beaucaillou,Saint-Julien (Grand Cru Classé) 2008,"France
·
Saint-Julien",4.4,$240
485,Château Pichon Baron,Pauillac (Grand Cru Classé) 2003,"France
·
Pauillac",4.4,$240
486,Domaine François Lamarche,Clos de Vougeot Grand Cru 2014,"France
·
Clos Vougeot Grand Cru",4.3,$239.99
487,Château Troplong Mondot,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,"France
·
Saint-Émilion Grand Cru",4.4,$239.99
488,Rocca di Frassinello,Baffonero Maremma Toscana 2015,"Italy
·
Maremma Toscana",4.6,$239.99
489,Castello dei Rampolla,d'Alceo 2012,"Italy
·
Toscana",4.2,$239.99
490,Château Troplong Mondot,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,"France
·
Saint-Émilion Grand Cru",4.4,$239.99
491,Continuum,Proprietary Red 2013,"United States
·
Oakville",4.5,$239.99
492,Spottswoode,Cabernet Sauvignon 2015,"United States
·
St. Helena",4.4,$239.99
493,Bruno Giacosa,Falletto Barolo Le Rocche del Falletto 2015,"Italy
·
Barolo",4.5,$239.99
494,Gallica,Cabernet Sauvignon 2012,"United States
·
Oakville",4.5,$239.99
495,Méo-Camuzet,Clos de Vougeot Grand Cru 2013,"France
·
Clos Vougeot Grand Cru",4.2,$239.98
496,Château Rauzan-Ségla,Margaux (Grand Cru Classé) 1986,"France
·
Margaux",4.4,$239.90
497,Château Canon-La-Gaffelière,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2009,"France
·
Saint-Émilion Grand Cru",4.3,$238.99
498,Merry Edwards,Klopp Ranch Pinot Noir 2013,"United States
·
Russian River Valley",4.4,$236.99
499,Stag's Leap Wine Cellars,CASK 23 Cabernet Sauvignon 2016,"United States
·
Napa Valley",4.6,$236.99
500,Domaine François Lamarche,Clos de Vougeot Grand Cru 2013,"France
·
Clos Vougeot Grand Cru",4.2,$235.99
501,Cos d'Estournel,Cos d'Estournel 2008,"France
·
Saint-Estèphe",4.4,$235
502,Château Le Gay,Pomerol 2009,"France
·
Pomerol",4.3,$235
503,Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2003,"France
·
Saint-Julien",4.4,$235
504,Biondi-Santi,Brunello di Montalcino 2013,"Italy
·
Brunello di Montalcino",4.4,$234.99
505,Biondi-Santi,Brunello di Montalcino 2012,"Italy
·
Brunello di Montalcino",4.5,$234.99
506,Cade,Reserve Cabernet Sauvignon 2016,"United States
·
Howell Mountain",4.8,$234.99
507,Damilano,Barolo Riserva Cannubi 1752 2010,"Italy
·
Barolo",4.6,$234.99
508,Faiveley,Corton Clos des Cortons Faiveley Grand Cru (Monopole) 2013,"France
·
Corton Grand Cru",4.1,$234.99
509,Paolo Scavino,Rocche dell'Annunziata Barolo Riserva 2013,"Italy
·
Barolo",4.4,$233.99
510,Groth,Cabernet Sauvignon 2008,"United States
·
Oakville",4.2,$231.99
511,Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2015,"France
·
Pessac-Léognan",4.3,$231.99
512,Clos Fourtet,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,"France
·
Saint-Émilion Grand Cru",4.2,$231.99
513,Seven Stones,Cabernet Sauvignon N.V.,"United States
·
Napa Valley",4.6,$230.98
514,Dana,Onda Cabernet Sauvignon 2012,"United States
·
Napa Valley",4.3,$229.99
515,Joseph Phelps,Insignia 1995,"United States
·
Napa Valley",4.6,$229.99
516,Artadi,El Carretil Rioja 2016,"Spain
·
Rioja",4.3,$229.99
517,Blankiet,Rive Droite (Paradise Hills Vineyard) 2012,"United States
·
Napa Valley",4.6,$229.99
518,Argiolas,Turriga Isola dei Nuraghi 2008,"Italy
·
Isola dei Nuraghi",4.4,$229.99
519,Valdicava,Brunello di Montalcino 2006,"Italy
·
Brunello di Montalcino",4.4,$229.99
520,Domaine G. Roumier,Morey-Saint-Denis Premier Cru Clos de La Bussière 2014,"France
·
Morey-Saint-Denis Premier Cru",4.4,$229.99
521,Valdicava,Brunello di Montalcino 2005,"Italy
·
Brunello di Montalcino",4.3,$229.99
522,Valdicava,Brunello di Montalcino 2004,"Italy
·
Brunello di Montalcino",4.4,$229.99
523,Peter Michael,Les Pavots 2011,"United States
·
Knights Valley",4.5,$229.99
524,Domaine Ponsot,Morey-Saint-Denis Premier Cru Cuvée des Alouettes 2016,"France
·
Morey-Saint-Denis Premier Cru",4.2,$229.99
525,Chappellet,Pritchard Hill Cabernet Sauvignon 2015,"United States
·
Napa Valley",4.6,$229.99
526,Amuse Bouche,Proprietary Red 2010,"United States
·
Napa Valley",4.5,$229.98
527,Méo-Camuzet,Clos de Vougeot Grand Cru 2012,"France
·
Clos Vougeot Grand Cru",4.4,$229.98
528,Dominus,Dominus (Christian Moueix) 2014,"United States
·
Napa Valley",4.6,$229.95
529,Bevan Cellars,Tench Vineyard Cabernet Sauvignon 2016,"United States
·
Oakville",4.6,$229.95
530,Château Pichon Baron,Pauillac (Grand Cru Classé) 2016,"France
·
Pauillac",4.4,$229.95
531,Château Lynch-Bages,Pauillac (Grand Cru Classé) 2010,"France
·
Pauillac",4.4,$229.95
532,Diamond Creek,Red Rock Terrace Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.6,$229
533,Joseph Phelps,Insignia 2004,"United States
·
Napa Valley",4.7,$229
