,winery,wine,location,rating,price
0,Domaine Roulot,Meursault 1er Cru 'Clos des Bouchères' Monopole 2015,"France
·
Meursault 1er Cru 'Les Bouchères'",4.5,$449.99
1,Domaine Michel Niellon,Chevalier-Montrachet Grand Cru 2011,"France
·
Chevalier-Montrachet Grand Cru",4.7,$449.99
2,Louis Latour,Chevalier-Montrachet Grand Cru Les Demoiselles N.V.,"France
·
Chevalier-Montrachet Grand Cru",4.3,$439.99
3,Domaine Jean-Louis Chave,Selection Hermitage Blanche 2013,"France
·
Hermitage",4.2,$429.99
4,Château-Grillet,Blanc 2012,"France
·
Château-Grillet",4.3,$399.99
5,E. Guigal,Ermitage Ex-Voto Blanc 2010,"France
·
Hermitage",4.3,$399.99
6,Louis Latour,Bâtard-Montrachet Grand Cru 2015,"France
·
Bâtard-Montrachet Grand Cru",4.4,$368.99
7,Bouchard Père & Fils,Chevalier-Montrachet Grand Cru Blanc N.V.,"France
·
Chevalier-Montrachet Grand Cru",4.4,$362.98
8,M. Chapoutier,Ermitage de l'Orée 2014,"France
·
Hermitage",4.3,$355.99
9,Domaine Jean-Louis Chave,Selection Hermitage Blanche 2002,"France
·
Hermitage",3.9,$350
10,Château-Grillet,Blanc 2001,"France
·
Château-Grillet",4.1,$350
11,Château-Grillet,Blanc 1998,"France
·
Château-Grillet",4.4,$350
12,Château La Mission Haut-Brion,Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves) 1985,"France
·
Pessac-Léognan",4.2,$350
13,Raveneau,Chablis Premier Cru 'Montée de Tonnerre' 2013,"France
·
Chablis 1er Cru 'Montee de Tonnerre'",4.4,$349.99
14,Bonneau du Martray,Corton-Charlemagne Grand Cru 2016,"France
·
Corton-Charlemagne Grand Cru",4.6,$349.99
15,Olivier Leflaive,Bâtard-Montrachet Grand Cru 2010,"France
·
Bâtard-Montrachet Grand Cru",4.4,$349.98
16,Gaja,Gaia & Rey Langhe 2016,"Italy
·
Langhe",4.5,$299.99
17,Gaja,Gaia & Rey Langhe 2017,"Italy
·
Langhe",4.5,$277.90
18,Rafael Palacios,Sorte O Soro Val do Bibei 2016,"Spain
·
Valdeorras",4.6,$266.99
19,Querciabella,Toscana Batar 2013,"Italy
·
Toscana",4.3,$255.99
20,Château Pape Clément,Pessac-Léognan Blanc 2012,"France
·
Pessac-Léognan",4.0,$251.99
21,Trimbach,Riesling Alsace Cuvée Frédéric Emile 2001,"France
·
Alsace",4.1,$250
22,Château Pape Clément,Pessac-Léognan Blanc 2011,"France
·
Pessac-Léognan",4.3,$248.99
23,Château Pape Clément,Pessac-Léognan Blanc 2015,"France
·
Pessac-Léognan",4.3,$230.99
24,Domaine Leflaive,Meursault 1er cru sous le Dos d'Ane 2015,"France
·
Meursault Premier Cru",4.2,$229.99
25,Morlet Family Vineyards,La Proportion Dorée 2014,"United States
·
Sonoma County",4.6,$229.97
26,Trimbach,Riesling Alsace Cuvée Frédéric Emile 1990,"France
·
Alsace",4.5,$225
27,Château de Meursault,Meursault Premier Cru Les Charmes Dessus 2016,"France
·
Meursault Premier Cru",4.4,$223.99
28,Château d'Yquem,Y 2017,"France
·
Bordeaux Supérieur",4.5,$210
29,Louis Latour,Corton-Charlemagne Grand Cru 2016,"France
·
Corton-Charlemagne Grand Cru",4.5,$207.99
30,Domaine Jacques Prieur,Puligny-Montrachet Les Combettes Premier Cru 2016,"France
·
Puligny-Montrachet Premier Cru",4.6,$207.99
31,Domaine Henri Boillot,Corton-Charlemagne Grand Cru 2015,"France
·
Corton-Charlemagne Grand Cru",4.2,$199.99
32,Domaine Leflaive,Puligny-Montrachet 1er Cru 'Clavoillon' 2014,"France
·
Puligny-Montrachet 1er Cru 'Clavaillon'",4.3,$199.99
33,Aubert,Chardonnay Larry Hyde & Sons 2017,"United States
·
Los Carneros",4.8,$199.99
34,Domaine Leflaive,Puligny-Montrachet 1er Cru 'Clavoillon' 2013,"France
·
Puligny-Montrachet 1er Cru 'Clavaillon'",4.4,$199.99
35,Didier Dagueneau (Louis-Benjamin Dagueneau),Silex 2016,"France
·
Pouilly-Fumé",4.3,$199.99
36,Marcassin,Three Sisters Vineyard Chardonnay 2009,"United States
·
Sonoma Coast",4.5,$199
37,Domaine du Pavillon,Corton-Charlemagne Grand Cru 2014,"France
·
Corton-Charlemagne Grand Cru",4.2,$196.99
38,Château Smith Haut-Lafitte,Pessac-Léognan Blanc 2016,"France
·
Pessac-Léognan",4.2,$194.99
39,Louis Latour,Corton-Charlemagne Grand Cru 2017,"France
·
Corton-Charlemagne Grand Cru",4.4,$191.99
40,Joseph Drouhin,Beaune 1er Cru 'Clos des Mouches' Blanc 2017,"France
·
Beaune 1er Cru 'Le Clos des Mouches'",4.3,$189.99
41,Domaine Laroche,Chablis Grand Cru Les Blanchots Reserve de l'Obédience 2017,"France
·
Chablis Grand Cru 'Blanchot'",4.2,$189
42,Gaja,Alteni di Brassica Langhe 2013,"Italy
·
Langhe",4.3,$186.99
43,Gaja,Alteni di Brassica Langhe 2016,"Italy
·
Langhe",4.2,$186.99
44,Domaine Leflaive,Puligny-Montrachet 2017,"France
·
Puligny-Montrachet",4.3,$182.99
45,Comte Senard,Corton-Charlemagne Grand Cru Blanc 2015,"France
·
Corton-Charlemagne Grand Cru",4.7,$180.99
46,Jean-Claude Ramonet,Chassagne-Montrachet Premier Cru 'Morgeot' Blanc 2016,"France
·
Chassagne-Montrachet 1er Cru 'Morgeot'",4.6,$179.99
47,Lail Vineyards,Georgia Sauvignon Blanc 2015,"United States
·
Napa Valley",4.4,$175.99
48,Bouchard Père & Fils,Corton-Charlemagne Grand Cru Blanc N.V.,"France
·
Corton-Charlemagne Grand Cru",4.3,$175.98
49,Pierre-Yves Colin-Morey,Chassagne-Montrachet Premier Cru Abbaye de Morgeot 2015,"France
·
Chassagne-Montrachet 1er Cru 'Abbaye de Morgeot'",4.5,$175
50,Château Smith Haut-Lafitte,Pessac-Léognan Blanc 2014,"France
·
Pessac-Léognan",4.1,$175
51,Bonneau du Martray,Corton-Charlemagne Grand Cru 2013,"France
·
Corton-Charlemagne Grand Cru",4.4,$169.99
52,Lucien le Moine,Meursault 1er Cru Genevrieres 2011,"France
·
Meursault Premier Cru",4.4,$167.99
53,Château Smith Haut-Lafitte,Pessac-Léognan Blanc 2010,"France
·
Pessac-Léognan",4.4,$167.99
54,Domaine Leflaive,Meursault 1er cru sous le Dos d'Ane 2016,"France
·
Meursault Premier Cru",4.3,$159.99
55,Domaine Long Depaquit,Chablis Grand Cru 'Moutonne' (Monopole) 2017,"France
·
Chablis Grand Cru 'La Moutonne'",4.6,$159.99
56,Domaine Henri Boillot,Puligny-Montrachet 1er Cru 'Clos de La Mouchère' (Monopole) 2013,"France
·
Puligny-Montrachet 1er Cru 'Clos de la Mouchère'",4.5,$159.99
57,Domaine Follin-Arbelet,Corton-Charlemagne Grand Cru 2011,"France
·
Corton-Charlemagne Grand Cru",4.6,$159.99
58,Dr. Loosen,Riesling Erdener Prälat Alte Reben Dry 2013,"Germany
·
Mosel",4.5,$159.99
59,Château de Meursault,Meursault Premier Cru Les Charmes Dessus 2014,"France
·
Meursault Premier Cru",4.3,$157.99
60,Château Haut-Brion,La Clarté de Haut-Brion Pessac-Léognan Blanc (Les Plantiers du Haut-Brion) 2009,"France
·
Pessac-Léognan",4.1,$155
61,Joseph Drouhin,Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche 2017,"France
·
Chassagne-Montrachet Premier Cru",4.4,$154.99
62,Vincent Dauvissat,La Forest Chablís 1er Cru N.V.,"France
·
Chablis Premier Cru",4.2,$153.98
63,Vincent Dauvissat,La Forest Chablís 1er Cru 2017,"France
·
Chablis Premier Cru",4.2,$153.98
64,Yves Boyer-Martenot,Meursault 1er Cru 'Perrières' 2016,"France
·
Meursault 1er Cru 'Perrières'",4.3,$150
65,Domaine Dublère,Corton-Charlemagne Grand Cru 2015,"France
·
Corton-Charlemagne Grand Cru",4.3,$149.99
66,Domaine Long Depaquit,Chablis Grand Cru 'Moutonne' (Monopole) 2015,"France
·
Chablis Grand Cru 'La Moutonne'",4.3,$149.99
67,Louis Latour,Corton-Charlemagne Grand Cru 2015,"France
·
Corton-Charlemagne Grand Cru",4.5,$149.99
68,Didier Dagueneau (Louis-Benjamin Dagueneau),Buisson Renard 2016,"France
·
Pouilly-Fumé",4.3,$149.99
69,Marc Colin,Chassagne-Montrachet 1er Cru Les Champs Gain 2015,"France
·
Chassagne-Montrachet Premier Cru",4.5,$148.99
70,Bouchard Père & Fils,Corton-Charlemagne Grand Cru Blanc 2016,"France
·
Corton-Charlemagne Grand Cru",4.5,$148.99
71,Château La Nerthe,Clos de Beauvenir Châteauneuf-du-Pape 2013,"France
·
Châteauneuf-du-Pape",4.4,$147.99
72,Olivier Leflaive,Meursault 1er Cru Poruzots 2015,"France
·
Meursault Premier Cru",4.3,$146.99
73,Didier Dagueneau (Louis-Benjamin Dagueneau),Silex 2015,"France
·
Pouilly-Fumé",4.4,$145.99
74,Kongsgaard,Chardonnay 2017,"United States
·
Napa Valley",4.4,$145.99
75,Gaja,Alteni di Brassica Langhe 2017,"Italy
·
Langhe",4.2,$144.99
76,Domaine Georges Vernay,Les Chaillées de L'Enfer Condrieu 2017,"France
·
Condrieu",4.5,$144.99
77,Vincent Dauvissat,Séchet Chablís Premier Cru N.V.,"France
·
Chablis Premier Cru",4.1,$142.98
78,Vincent Dauvissat,Vaíllons Chablís 1er Cru N.V.,"France
·
Chablis 1er Cru 'Vaillons'",4.2,$142.98
79,Joseph Drouhin,Puligny-Montrachet Premier Cru Folatières 2016,"France
·
Puligny-Montrachet Premier Cru",4.4,$140.99
80,Domaine William Fèvre,Chablis Grand Cru Les Clos 2017,"France
·
Chablis Grand Cru 'Les Clos'",4.3,$139.99
81,Domaine Michel Niellon,Chassagne-Montrachet 1er Cru 'Clos de la Maltroie' 2015,"France
·
Chassagne-Montrachet 1er Cru 'La Maltroie'",4.2,$139.99
82,Peter Michael,Belle Côte Chardonnay 2015,"United States
·
Knights Valley",4.4,$139.99
83,Domaine Long Depaquit,Chablis Grand Cru 'Moutonne' (Monopole) 2016,"France
·
Chablis Grand Cru 'La Moutonne'",4.2,$139.99
84,Didier Dagueneau (Louis-Benjamin Dagueneau),Silex 2012,"France
·
Pouilly-Fumé",4.4,$139.99
85,Château de Meursault,Meursault du Château 2016,"France
·
Meursault",4.2,$138.99
86,de Ladoucette,Baron de L Pouilly-Fumé 2017,"France
·
Pouilly-Fumé",4.3,$138.99
87,Joseph Drouhin,Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche 2016,"France
·
Chassagne-Montrachet Premier Cru",4.4,$135.99
88,Domaine de Chevalier,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2014,"France
·
Pessac-Léognan",4.2,$135
89,Matrot,Les Chalumeaux Puligny-Montrachet 1er Cru 2015,"France
·
Puligny-Montrachet Premier Cru",4.4,$134.99
90,Broglia,Vecchia Annata 2009,"Italy
·
Gavi",4.2,$131.99
91,Pierre Labet - François Labet,Meursault 'Les Tillets' 2015,"France
·
Meursault",3.7,$130.99
92,J. Rochioli,River Block Chardonnay 2014,"United States
·
Russian River Valley",4.4,$129.99
93,Faiveley,Puligny-Montrachet 1er Cru 'Champ Gain' 2016,"France
·
Puligny-Montrachet 1er Cru 'Champ Gain'",4.3,$129.99
94,Domaine Marc Morey & Fils,Chassagne-Montrachet 1er Cru 'Les Chenevottes' 2014,"France
·
Chassagne-Montrachet 1er Cru 'Les Chenevottes'",4.3,$129.99
95,Emidio Pepe,Trebbiano d'Abruzzo 2015,"Italy
·
Trebbiano d'Abruzzo",4.1,$129.99
96,Sadie Family,Palladius 2017,"South Africa
·
Swartland",4.3,$129.99
97,Joseph Drouhin,Puligny-Montrachet Premier Cru Folatières 2017,"France
·
Puligny-Montrachet Premier Cru",4.1,$129.99
98,Peter Michael,La Carriere Chardonnay 2014,"United States
·
Knights Valley",4.4,$129.99
99,Philippe Pacalet,Puligny-Montrachet 2013,"France
·
Puligny-Montrachet",4.4,$129.99
100,Philippe Pacalet,Puligny-Montrachet 2013,"France
·
Puligny-Montrachet",4.4,$129.99
101,Philippe Pacalet,Chassagne-Montrachet 2015,"France
·
Chassagne-Montrachet",4.4,$129.99
102,E. Guigal,Condrieu La Doriane 2017,"France
·
Condrieu",4.3,$129.99
103,M. Chapoutier,Chante-Alouette Hermitage Blanc 2015,"France
·
Hermitage",4.3,$129.98
104,E. Guigal,Condrieu La Doriane 2013,"France
·
Condrieu",4.3,$128.99
105,Château Haut-Brion,La Clarté de Haut-Brion Pessac-Léognan Blanc (Les Plantiers du Haut-Brion) 2012,"France
·
Pessac-Léognan",4.1,$126.99
106,Dönnhoff,Niederhäuser Hermannshöhle Riesling Auslese 2017,"Germany
·
Nahe",4.3,$126.99
107,Capensis,Chardonnay 2015,"South Africa
·
Western Cape",4.4,$126.99
108,Domaine Laroche,Chablis Grand Cru 'Les Clos' 2012,"France
·
Chablis Grand Cru 'Les Clos'",4.3,$125.99
109,Kistler,McCrea Vineyard Chardonnay 2017,"United States
·
Sonoma Mountain",4.5,$125
110,Domaine Marc Morey & Fils,Chassagne-Montrachet 1er Cru 'En Virondot' 2016,"France
·
Chassagne-Montrachet 1er Cru 'En Virondot'",4.2,$124.99
111,Château de Puligny Montrachet,Les Folatières Puligny-Montrachet 1er Cru 2014,"France
·
Puligny-Montrachet Premier Cru",4.3,$124.99
112,Domaine Laroche,Chablis Grand Cru 'Les Clos' 2015,"France
·
Chablis Grand Cru 'Les Clos'",4.4,$123.99
113,Dönnhoff,Hermannshöhle Riesling GG 2017,"Germany
·
Nahe",4.0,$120
114,Joseph Drouhin,Chassagne-Montrachet Premier Cru 'Embazées' 2016,"France
·
Chassagne-Montrachet 1er Cru 'Les Embazées'",4.1,$119.99
115,La Scolca,Gavi dei Gavi D'Antan 2006,"Italy
·
Gavi",4.3,$119.99
116,Domaine de la Janasse,Châteauneuf-du-Pape Prestige 2015,"France
·
Châteauneuf-du-Pape",4.3,$119.99
117,Domaine Jobard-Morey,Meursault-Poruzot Premier Cru 2015,"France
·
Meursault Premier Cru",4.3,$119.99
118,Domaine Leflaive,Bourgogne Blanc 2015,"France
·
Bourgogne",3.9,$119.99
119,Château Musar,Blanc (Gaston Hochar) 2007,"Lebanon
·
Bekaa Valley",3.9,$119.99
120,Domaine Pattes Loup,Chablis 1er Cru 'Butteaux' 2014,"France
·
Chablis 1er Cru 'Butteaux'",4.1,$119.99
121,Bouchard Père & Fils,Meursault 1er Cru 'Genevrières' Blanc 2016,"France
·
Meursault 1er Cru 'Genevrières'",4.2,$119.99
122,Domaine William Fèvre,Chablis Grand Cru 'Les Preuses' 2016,"France
·
Chablis Grand Cru 'Preuses'",4.4,$119.99
123,Château de Puligny Montrachet,Les Folatières Puligny-Montrachet 1er Cru 2015,"France
·
Puligny-Montrachet Premier Cru",4.3,$119.99
124,Signorello Estate,Chardonnay Hope's Cuvée 2016,"United States
·
Napa Valley",4.1,$119.99
125,Domaine Borgeot,Puligny-Montrachet 'Les Grands Champs' 2016,"France
·
Puligny-Montrachet",4.1,$119
126,Domaine Michel Niellon,Chassagne-Montrachet 1er Cru 'Clos de la Maltroie' N.V.,"France
·
Chassagne-Montrachet 1er Cru 'La Maltroie'",4.3,$116.95
127,Domaine Laroche,Chablis Grand Cru 'Les Clos' 2016,"France
·
Chablis Grand Cru 'Les Clos'",4.2,$115.99
128,Emidio Pepe,Pecorino Colli Aprutini 2016,"Italy
·
Colli Aprutini",4.2,$115.99
129,Domaine Laroche,Chablis Grand Cru 'Les Blanchots' 2017,"France
·
Chablis Grand Cru 'Blanchot'",4.2,$115
130,Jean-Louis Chavy,Puligny-Montrachet 1er Cru 'Les Folatières' 2015,"France
·
Puligny-Montrachet 1er Cru 'Les Folatières'",4.3,$114.99
131,Nicolas Joly,Clos de la Coulée de Serrant 2016,"France
·
Savennières-Coulée-de-Serrant",4.2,$114.99
132,Amiot Guy,Chassagne-Montrachet 1er Cru 'Cailleret' 2015,"France
·
Chassagne-Montrachet 1er Cru 'Cailleret'",4.2,$114.99
133,Domaine William Fèvre,Chablis Grand Cru Bougros 2017,"France
·
Chablis Grand Cru 'Bougros'",4.0,$114.99
134,Didier Dagueneau (Louis-Benjamin Dagueneau),Pur Sang 2015,"France
·
Pouilly-Fumé",4.4,$114.99
135,Philippe Colin,Chassagne-Montrachet Premier Cru 'Les Chenevottes' 2017,"France
·
Chassagne-Montrachet 1er Cru 'Les Chenevottes'",4.5,$114.99
136,Robert Weil,Kiedrich Gräfenberg Riesling Trocken GG 2017,"Germany
·
Rheingau",4.0,$113.99
137,Domäne Wachau,Riesling Smaragd Achleiten 1996,"Austria
·
Wachau",4.1,$111.99
138,Alheit Vineyards,Magnetic North Mountain Makstok 2017,"South Africa
·
Cape South Coast",4.5,$111.99
139,DeMorgenzon,The Divas Chenin Blanc 2013,"South Africa
·
Stellenbosch",4.2,$111.99
140,Alheit Vineyards,La Colline Vineyard Semillon 2017,"South Africa
·
Stellenbosch",4.3,$111.99
141,Matrot,Les Chalumeaux Puligny-Montrachet 1er Cru 2016,"France
·
Puligny-Montrachet Premier Cru",4.1,$111.99
142,Alheit Vineyards,Radio Lazarus 2017,"South Africa
·
Stellenbosch",4.2,$111.99
143,Shibumi Knoll Vineyards,Chardonnay 2013,"United States
·
Russian River Valley",4.6,$110.99
144,Pierre-Yves Colin-Morey,Saint-Aubin Premier Cru En Remilly 2015,"France
·
Saint-Aubin Premier Cru",4.3,$110
145,Jean-Claude Ramonet,Chassagne-Montrachet Premier Cru 'Boudriotte' Blanc 2011,"France
·
Chassagne-Montrachet 1er Cru 'La Boudriotte'",4.2,$109.99
146,Eisele Vineyard,Sauvignon Blanc 2017,"United States
·
Napa Valley",4.3,$109.99
147,Kongsgaard,Chardonnay 2009,"United States
·
Napa Valley",4.2,$109.99
148,Domaine Marc Morey & Fils,Chassagne-Montrachet 1er Cru 'Les Cailleret' 2015,"France
·
Chassagne-Montrachet 1er Cru 'Cailleret'",4.3,$109.99
149,Querciabella,Toscana Batar 2015,"Italy
·
Toscana",4.2,$109.99
150,Domaine de la Vougeraie,Vougeot 1er Cru 'Le Clos Blanc de Vougeot' (Monopole) 2015,"France
·
Vougeot 1er Cru 'Le Clos Blanc'",4.5,$109.99
151,Remoissenet Père & Fils,Puligny-Montrachet 2016,"France
·
Puligny-Montrachet",4.3,$109.99
152,Thomas Morey,Chassagne-Montrachet 1er Cru 'Les Embazées' 2017,"France
·
Chassagne-Montrachet 1er Cru 'Les Embazées'",4.3,$109.99
153,Didier Dagueneau (Louis-Benjamin Dagueneau),Pur Sang 2016,"France
·
Pouilly-Fumé",4.2,$109.99
154,Leroy,Bourgogne Blanc 2016,"France
·
Bourgogne",4.0,$109.99
155,Domaine Weinbach,Clos des Capucins Cuvée Sainte Catherine Riesling Alsace Grand Cru Schlossberg 2015,"France
·
Alsace Grand Cru 'Schlossberg'",4.3,$109.99
156,Domaine Zind Humbrecht,Riesling Alsace Grand Cru Brand 2017,"France
·
Alsace Grand Cru 'Brand'",4.3,$109.99
157,Bouchard Père & Fils,Meursault 1er Cru 'Genevrières' Blanc N.V.,"France
·
Meursault 1er Cru 'Genevrières'",4.2,$109.98
158,Domaine de Chevalier,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2015,"France
·
Pessac-Léognan",4.2,$109.98
159,Domaine de Chevalier,Pessac-Léognan Blanc (Grand Cru Classé de Graves) N.V.,"France
·
Pessac-Léognan",4.1,$109.98
160,Domaine Alain Chavy,Puligny-Montrachet 1er Cru 'Champ Gain' N.V.,"France
·
Puligny-Montrachet 1er Cru 'Champ Gain'",4.3,$109.98
161,Domaine Alain Chavy,Puligny-Montrachet 1er Cru 'Les Clavoillons' N.V.,"France
·
Puligny-Montrachet 1er Cru 'Clavaillon'",4.2,$109.98
162,Francois Carillon,Puligny-Montrachet 1er Cru 'Les Combettes' N.V.,"France
·
Puligny-Montrachet 1er Cru 'Les Combettes'",4.3,$109.98
163,Peter Michael,Mon Plaisir Chardonnay N.V.,"United States
·
Knights Valley",4.5,$109.98
164,Catena Zapata,Adrianna Vineyard White Bones Chardonnay N.V.,"Argentina
·
Mendoza",4.3,$109.98
165,Weingut Bründlmayer,Riesling Reserve Zöbinger Heiligenstein Alte Reben 2003,"Austria
·
Kamptal",4.0,$107.99
166,Weingut Bründlmayer,Riesling Reserve Zöbinger Heiligenstein Alte Reben 2016,"Austria
·
Kamptal",4.0,$107.99
167,M. Chapoutier,Condrieu Invitare 2016,"France
·
Condrieu",4.0,$106.99
168,Marc Colin,Puligny-Montrachet Le Trézin 2016,"France
·
Puligny-Montrachet",4.2,$106.99
169,Domaine du Pavillon,Meursault Premier Cru 'Les Charmes' 2017,"France
·
Meursault 1er Cru 'Charmes'",4.1,$106.99
170,Errazuriz,Las Pizarras Chardonnay 2017,"Chile
·
Aconcagua Costa",4.0,$105.99
171,Alheit Vineyards,Huilkrans 2017,"South Africa
·
Western Cape",4.4,$105.99
172,Domaine de Chevalier,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2009,"France
·
Pessac-Léognan",4.3,$105
173,Peter Michael,La Carriere Chardonnay 2017,"United States
·
Knights Valley",4.4,$104.99
174,Gaja,Rossj-Bass Langhe 2018,"Italy
·
Langhe",4.4,$104.99
175,Bouchard Père & Fils,Meursault 1er Cru 'Genevrières' Blanc 2012,"France
·
Meursault 1er Cru 'Genevrières'",4.2,$104.99
176,Amiot Guy,Chassagne-Montrachet 1er Cru 'Les Vergers' 2015,"France
·
Chassagne-Montrachet 1er Cru 'Les Vergers'",4.4,$104.99
177,Domaine Marc Morey & Fils,Chassagne-Montrachet 1er Cru 'En Virondot' 2015,"France
·
Chassagne-Montrachet 1er Cru 'En Virondot'",4.3,$104.99
178,Philippe Colin,Chassagne-Montrachet Premier Cru 'Les Chaumees' 2016,"France
·
Chassagne-Montrachet 1er Cru 'Les Chaumes'",4.6,$104.99
179,Catena Zapata,Adrianna Vineyard White Bones Chardonnay 2017,"Argentina
·
Mendoza",4.4,$102.99
180,Domaine Leflaive,Leflaive & Associes Rully 1er Cru 2017,"France
·
Rully Premier Cru",4.4,$102.99
181,Amiot Guy,Chassagne-Montrachet 1er Cru 'Les Champgains' 2014,"France
·
Chassagne-Montrachet Premier Cru",4.4,$101.99
182,Château Musar,Blanc (Gaston Hochar) 2006,"Lebanon
·
Bekaa Valley",3.8,$101.99
183,Amiot Guy,Chassagne-Montrachet 1er Cru 'Les Champgains' 2015,"France
·
Chassagne-Montrachet Premier Cru",4.2,$101.99
184,M. Chapoutier,Saint-Joseph Les Granits Blanc 2015,"France
·
Saint-Joseph",4.1,$99.99
185,Domaine du Pavillon,Meursault Premier Cru 'Les Charmes' 2016,"France
·
Meursault 1er Cru 'Charmes'",4.3,$99.99
186,Camille Giroud,Chassagne-Montrachet 1er Cru 'Les Vergers' 2015,"France
·
Chassagne-Montrachet 1er Cru 'Les Vergers'",4.4,$99.99
187,Kistler,McCrea Vineyard Chardonnay 2011,"United States
·
Sonoma Mountain",4.4,$99.99
188,Evening Land,Summum Seven Springs Vineyard Chardonnay 2016,"United States
·
Eola-Amity Hills",4.3,$99.99
189,Ramey,Chardonnay Hudson Vineyard 2007,"United States
·
Napa Valley",4.1,$99.99
190,Roagna,Derthona Montemarzino N.V.,"Italy
·
Piemonte",4.0,$99.99
191,Domaine Dujac,Morey-Saint-Denis Blanc 2012,"France
·
Morey-Saint-Denis",3.9,$99.99
192,Jean-Luc Colombo,Condrieu Amour du Dieu 2014,"France
·
Condrieu",3.9,$99.99
193,Clos Dubreuil,Chardonnay 2015,"France
·
Bordeaux",4.2,$99.99
194,Vincent Girardin,Les Vieilles Vignes Puligny-Montrachet 2016,"France
·
Puligny-Montrachet",4.3,$99.99
195,Kalin Cellars,Cuvée LV Chardonnay 1995,"United States
·
Sonoma County",4.1,$99.99
196,Domaine William Fèvre,Chablis Grand Cru Bougros 2013,"France
·
Chablis Grand Cru 'Bougros'",4.2,$99.99
197,Matrot,La Quintessence Puligny Montrachet 1er Cru 2014,"France
·
Puligny-Montrachet Premier Cru",4.2,$99.99
198,Château de Beaucastel,Châteauneuf-du-Pape Blanc 2017,"France
·
Châteauneuf-du-Pape",4.3,$99.99
199,Jean-Marc Brocard,Chablis Grand Cru 'Les Clos' 2013,"France
·
Chablis Grand Cru 'Les Clos'",4.1,$99.99
200,Jean-Marc Brocard,Chablis Grand Cru 'Les Clos' 2013,"France
·
Chablis Grand Cru 'Les Clos'",4.1,$99.99
201,Merry Edwards,Olivet Lane Chardonnay 2016,"United States
·
Russian River Valley",4.3,$98.99
202,Paul Hobbs,Ross Station Estate Chardonnay 2014,"United States
·
Russian River Valley",4.4,$97.99
203,J.M. Boillot,Puligny-Montrachet 2017,"France
·
Puligny-Montrachet",4.4,$97.99
204,Paul Hobbs,Ross Station Estate Chardonnay 2013,"United States
·
Russian River Valley",4.4,$97.99
205,Paul Hobbs,Ross Station Estate Chardonnay 2015,"United States
·
Russian River Valley",4.2,$97.99
206,Weingut Bründlmayer,Riesling Reserve Zöbinger Heiligenstein Alte Reben 2014,"Austria
·
Kamptal",4.0,$96.99
207,Hugel,Grossi Laüe Pinot Gris 2011,"France
·
Alsace",4.0,$95.99
208,Hugel,Riesling Grossi Laüe 2013,"France
·
Alsace",4.2,$95.99
209,Albert Bichot,Château Gris Les Terrasses Monopole Nuits-Saint-Georges 2015,"France
·
Nuits-Saint-Georges",4.3,$95.99
210,Jean-Louis Chavy,Puligny-Montrachet 2017,"France
·
Puligny-Montrachet",4.3,$95
211,Domaine Blain-Gagnard,Chassagne-Montrachet Premier Cru 'La Boudriotte' Blanc 2017,"France
·
Chassagne-Montrachet 1er Cru 'La Boudriotte'",3.8,$95
212,Château Malartic-Lagravière,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2015,"France
·
Pessac-Léognan",4.1,$95
213,Morlet Family Vineyards,Chardonnay Ma Douce 2014,"United States
·
Sonoma Coast",4.3,$95
214,Château Fuissé,Pouilly-Fuissé Le Clos Monopole 2017,"France
·
Pouilly-Fuissé",4.4,$94.99
215,Domaine Dubreuil-Fontaine,Corton-Charlemagne Grand Cru 2014,"France
·
Corton-Charlemagne Grand Cru",4.0,$94.99
216,Paul Hobbs,Richard Dinner Vineyard Chardonnay 2014,"United States
·
Sonoma Mountain",4.4,$94.99
217,Rémi Jobard,Meursault 'Sous La Velle' 2017,"France
·
Meursault",4.2,$94.99
218,Remelluri,Rioja Blanco 2016,"Spain
·
Rioja",4.3,$94.99
219,Louis Latour,Puligny-Montrachet 1er Cru Sous le Puits N.V.,"France
·
Puligny-Montrachet Premier Cru",4.1,$93.49
220,Domaine Laroche,Chablis Grand Cru 'Les Blanchots' 2013,"France
·
Chablis Grand Cru 'Blanchot'",4.2,$91.99
221,Francois Carillon,Puligny-Montrachet 2016,"France
·
Puligny-Montrachet",4.2,$91.99
222,Louis Latour,Chassagne-Montrachet 1er Cru Morgeot Blanc 2012,"France
·
Chassagne-Montrachet Premier Cru",3.9,$90.99
223,Château Musar,Blanc (Gaston Hochar) 2000,"Lebanon
·
Bekaa Valley",4.0,$90.99
224,Dr. Loosen,Wehlener Sonnenuhr Alte Reben Riesling Dry GG 2013,"Germany
·
Mosel",4.0,$90.99
225,Dr. Loosen,Riesling Ürziger Würzgarten Alte Reben GG 2013,"Germany
·
Mosel",3.9,$90.99
226,Chartron et Trébuchet,Chassagne-Montrachet 1er Cru 'Les Embazées' 2015,"France
·
Chassagne-Montrachet 1er Cru 'Les Embazées'",4.1,$90
227,Signorello Estate,Chardonnay Hope's Cuvée 2015,"United States
·
Napa Valley",4.4,$89.99
