,winery,wine,location,rating,price
1363,La Chablisienne,Chablis 1er Cru 'Fourchaume' 2017,"France
·
Chablis 1er Cru 'Fourchaume'",4.0,$37.99
1364,Markus Huber,Ried Alte Setzen Erste Lage Grüner Veltliner 2012,"Austria
·
Traisental",3.7,$37.99
1365,Kuleto Estate,Chardonnay 2013,"United States
·
Napa Valley",3.9,$37.99
1366,Passopisciaro,Passobianco 2016,"Italy
·
Terre Siciliane",4.1,$37.99
1367,Giesen,The August 1888 Sauvignon Blanc 2013,"New Zealand
·
Marlborough",3.8,$37.99
1368,Roland Lavantureux,Chablis Vauprin 2015,"France
·
Chablis",4.0,$37.99
1369,Beringer,Private Reserve Chardonnay 2017,"United States
·
Napa Valley",4.0,$37.99
1370,La Vizcaína,La del Vivo (Lomas de Valtuille) 2015,"Spain
·
Bierzo",3.8,$37.99
1371,Château de la Mulonniere,L'Effet Papillon Savennieres 2014,"France
·
Savennières",3.8,$37.99
1372,DeLille Cellars,Chaleur Blanc 2016,"United States
·
Columbia Valley",4.2,$37.99
1373,Beringer,Private Reserve Chardonnay 2016,"United States
·
Napa Valley",4.1,$37.99
1374,Domaine Huet,Vouvray Le Mont Sec 2017,"France
·
Vouvray",4.2,$37.99
1375,Domaine Huet,Clos du Bourg Vouvray Demi-Sec 2015,"France
·
Vouvray",4.1,$37.99
1376,Castello di Ama,Al Poggio Chardonnay di Toscana 2017,"Italy
·
Toscana",3.9,$37.99
1377,Umani Ronchi,Plenio Verdicchio dei Castelli di Jesi Classico Riserva 2014,"Italy
·
Verdicchio dei Castelli di Jesi",3.9,$37.99
1378,COS,Zibbibo in Pithos 2017,"Italy
·
Terre Siciliane",3.9,$37.99
1379,Christian Moreau Pere & Fils,Chablis 2018,"France
·
Chablis",4.0,$37.99
1380,Rijckaert,Les Sarres Savagnin Côtes du Jura 2016,"France
·
Côtes du Jura",3.8,$37.99
1381,Staglin,Salus Estate Chardonnay 2015,"United States
·
Rutherford",4.2,$37.99
1382,Nikolaihof,Federspiel Grüner Veltliner 2015,"Austria
·
Wachau",3.8,$37.99
1383,Château Fuissé,Pouilly-Fuissé Tête de Cru 2017,"France
·
Pouilly-Fuissé",4.3,$37.95
1384,Giant Steps,Chardonnay 2018,"Australia
·
Yarra Valley",3.7,$37.94
1385,Château Carbonnieux,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2017,"France
·
Pessac-Léognan",3.9,$37.75
1386,Ramey,Russian River Valley Chardonnay 2016,"United States
·
Russian River Valley",4.2,$37.49
1387,Lail Vineyards,Blueprint Sauvignon Blanc 2017,"United States
·
Napa Valley",4.1,$37.49
1388,Domaine Huet,Vouvray Le Haut-Lieu Demi-Sec 2017,"France
·
Vouvray",4.2,$37.49
1389,Henry Fuchs,Hagel Riesling N.V.,"France
·
Alsace",3.9,$37.39
1390,Alzinger,Federspiel Dürnsteiner Riesling 2018,"Austria
·
Wachau",3.8,$37.39
1391,Alzinger,Federspiel Dürnsteiner Riesling N.V.,"Austria
·
Wachau",3.7,$37.39
1392,Alban Vineyards,Viognier 2012,"United States
·
Central Coast",3.8,$37
1393,Argyros,Aidani 2016,"Greece
·
Santorini",3.9,$36.99
1394,Château de Chamirey,Mercurey Blanc 2016,"France
·
Mercurey",4.0,$36.99
1395,Sorentberg,Rotschiefer Riesling 2016,"Germany
·
Mosel",4.0,$36.99
1396,Vie di Romans,Ciampagnis Chardonnay 2017,"Italy
·
Friuli Isonzo",4.1,$36.99
1397,Tormaresca,Chardonnay Castel del Monte Pietrabianca 2016,"Italy
·
Castel del Monte",4.0,$36.99
1398,Ravines,Argetsinger Vineyards Dry Riesling 2015,"United States
·
Finger Lakes",3.8,$36.99
1399,Domaine Billard Père & Fils,Saint-Aubin 1er Cru 'Vignes Moingeon' N.V.,"France
·
Saint-Aubin 1er Cru 'Vignes Moingeon'",4.0,$36.99
1400,Hendry,Barrel Fermented Chardonnay 2016,"United States
·
Napa Valley",3.8,$36.99
1401,Vie di Romans,Flors di Uis 2014,"Italy
·
Friuli Isonzo",4.0,$36.99
1402,Grosset,Springvale Riesling 2017,"Australia
·
Clare Valley",3.9,$36.99
1403,Beringer,Luminus Chardonnay 2015,"United States
·
Oak Knoll District",4.0,$36.99
1404,Algueira,Cortezada 2017,"Spain
·
Ribeira Sacra",3.9,$36.99
1405,Pewsey Vale,The Contours (Museum Reserve) Riesling 2013,"Australia
·
Eden Valley",3.7,$36.99
1406,Leeuwin Estate,Prelude Vineyards Chardonnay 2017,"Australia
·
Margaret River",3.8,$36.99
1407,Matrot,Saint-Romain 2016,"France
·
Saint-Romain",3.8,$36.99
1408,Bertani,Soave-Bertani (Cav Giov. Batt. Bertani) (Vintage Edition) Soave 2015,"Italy
·
Soave Classico",3.9,$36.99
1409,Tablas Creek Vineyard,Côtes de Tablas Blanc 2017,"United States
·
Paso Robles",3.9,$36.99
1410,Patrick Piuze,Terroir de Courgis Chablis 2018,"France
·
Chablis",3.9,$36.99
1411,Marco Felluga,Russiz Superiore Friulano Collio 2017,"Italy
·
Collio",3.9,$36.99
1412,Domaine la Barbotaine,Sancerre Blanc 2017,"France
·
Sancerre",4.1,$36.99
1413,Shaw + Smith,M3 Chardonnay 2016,"Australia
·
Adelaide Hills",3.9,$36.99
1414,Millton,Te Arai Vineyard Chenin Blanc 2017,"New Zealand
·
Gisborne",4.1,$36.99
1415,Alvar de Dios,Vagüera El Maderal 2014,"Spain
·
Toro",3.9,$36.99
1416,Lioco,Estero Chardonnay 2013,"United States
·
Russian River Valley",4.2,$36.99
1417,Domaine d'Alzipratu,Pumonte Blanc 2015,"France
·
Vin de Corse",4.1,$36.99
1418,Hans Wirsching,Iphöfer Kalb Silvaner 2017,"Germany
·
Franken",3.7,$36.99
1419,Alzinger,Federspiel Dürnsteiner Riesling 2017,"Austria
·
Wachau",3.7,$36.99
1420,Glen Carlou,Quartz Stone Chardonnay 2016,"South Africa
·
Paarl",4.1,$36.99
1421,Francine et Olivier Savary,Sélection Vieilles Vignes Chablis 2016,"France
·
Chablis",3.9,$36.99
1422,Sixto,Frenchman Hills Chardonnay 2015,"United States
·
Columbia Valley",3.8,$36.99
1423,Château Loudenne,Bordeaux Blanc 2016,"France
·
Bordeaux",3.6,$36.99
1424,Beaumont,Hope Marguerite 2017,"South Africa
·
Bot River",4.1,$36.99
1425,Davis Estates,Hungry Blonde Chardonnay 2015,"United States
·
Napa Valley",4.0,$36.99
1426,Patrick Piuze,Terroirs de Chichée Chablis 2018,"France
·
Chablis",4.1,$36.99
1427,Domaine Frantz Chagnoleau,Prélude Saint-Véran 2017,"France
·
Saint-Véran",3.8,$36.99
1428,Tablas Creek Vineyard,Côtes de Tablas Blanc N.V.,"United States
·
Paso Robles",3.9,$36.99
1429,Sartarelli,Balciana 2014,"Italy
·
Verdicchio dei Castelli di Jesi",4.1,$36.99
1430,Domaine Ostertag,Vignoble d'E Riesling 2015,"France
·
Alsace",3.9,$36.99
1431,Maxville,Sauvignon Blanc 2015,"United States
·
Napa Valley",3.6,$36.99
1432,Stewart,Chardonnay 2016,"United States
·
Sonoma Mountain",4.1,$36.99
1433,Grosset,Alea Riesling 2018,"Australia
·
Clare Valley",3.9,$36.99
1434,Domaine Vacheron,Sancerre Blanc 2018,"France
·
Sancerre",4.0,$36.99
1435,Domaine du Colombier,Chablis 2017,"France
·
Chablis",4.0,$36.99
1436,Auvigue,Solutré Pouilly-Fuissé 2017,"France
·
Pouilly-Fuissé",4.1,$36.99
1437,Pievalta,San Paolo Verdicchio dei Castelli di Jesi Riserva Classico 2015,"Italy
·
Verdicchio dei Castelli di Jesi Riserva",3.8,$36.99
1438,RoseRock,Chardonnay 2015,"United States
·
Eola-Amity Hills",3.6,$36.95
1439,Rombauer Vineyards,Chardonnay 2018,"United States
·
Los Carneros",4.3,$36.95
1440,RoseRock,Chardonnay 2016,"United States
·
Eola-Amity Hills",4.0,$36.95
1441,Joseph Drouhin,Pouilly-Fuissé N.V.,"France
·
Pouilly-Fuissé",3.9,$36.29
1442,Pascal et Nicolas Reverdy,Les Anges Lots Vieilles Vignes Sancerre 2016,"France
·
Sancerre",4.2,$36.29
1443,Pascal et Nicolas Reverdy,Les Anges Lots Vieilles Vignes Sancerre N.V.,"France
·
Sancerre",3.9,$36.29
1444,Walt,Chardonnay N.V.,"United States
·
Sonoma Coast",4.1,$36.29
1445,Orin Swift,Blank Stare Sauvignon Blanc N.V.,"United States
·
Russian River Valley",4.1,$36.28
1446,Chartron et Trébuchet,Pouilly-Fuissé 2016,"France
·
Pouilly-Fuissé",4.1,$36
1447,Milan Nestarec,Killer Thurgau 2015,"Czech Republic
·
Morava",3.9,$36
1448,Peter Lauer,Faß 12 Ayler Kupp Unterstenberg Riesling 2017,"Germany
·
Mosel",4.3,$36
1449,Willi Schaefer,Graacher Himmelreich Riesling Kabinett 2018,"Germany
·
Mosel",3.9,$36
1450,Willi Schaefer,Graacher Domprobst Riesling Kabinett 2018,"Germany
·
Mosel",3.9,$36
1451,Calera,Viognier Mt. Harlan 2014,"United States
·
Mount Harlan",3.9,$35.99
1452,La Caña,Navia Albarino 2016,"Spain
·
Rías Baixas",4.3,$35.99
1453,Walter Scott,La Combe Verte Chardonnay 2017,"United States
·
Willamette Valley",3.9,$35.99
1454,Henri Bourgeois,Sancerre La Côte Des Monts Damnés 2018,"France
·
Sancerre",4.0,$35.99
1455,Lackner Tinnacher,Gelber Muskateller 2017,"Austria
·
Südsteiermark",3.4,$35.99
1456,Brewer-Clifton,Sta. Rita Hills Chardonnay 2017,"United States
·
Sta. Rita Hills",4.1,$35.99
1457,Patrick Javillier,Cuvée Oligocène Bourgogne 2017,"France
·
Bourgogne",4.0,$35.99
1458,Peter Dipoli,Voglar Sauvignon 2015,"Italy
·
Südtirol - Alto Adige",4.0,$35.99
1459,Rémy Pannier,Sancerre 2017,"France
·
Sancerre",4.1,$35.99
1460,Champalou,Le Portail Vouvray 2014,"France
·
Vouvray",4.2,$35.99
1461,Domaine Drouhin,Arthur Chardonnay 2014,"United States
·
Dundee Hills",4.0,$35.99
1462,Hewitson,Gun Metal Riesling 2015,"Australia
·
Eden Valley",3.3,$35.99
1463,Schieferkopf,Gewürztraminer 2014,"France
·
Alsace",3.7,$35.99
1464,Dr. Loosen,Wehlener Sonnenuhr Riesling Spätlese 2017,"Germany
·
Mosel",3.9,$35.99
1465,Ehlers Estate,Sauvignon Blanc 2017,"United States
·
St. Helena",4.1,$35.99
1466,Alois Lageder,Haberle Pinot Bianco 2017,"Italy
·
Südtirol - Alto Adige",3.6,$35.99
1467,Adelsheim,Staking Claim Chardonnay 2016,"United States
·
Chehalem Mountains",4.0,$35.99
1468,Francois Villard,Viognier Les Contours de Deponcins 2016,"France
·
Vin de France",3.9,$35.99
1469,Domaine William Fèvre,Chablis 2018,"France
·
Chablis",3.9,$35.99
1470,Domaine Pierre Martin,Les Monts Damnés Sancerre 2015,"France
·
Sancerre",3.9,$35.99
1471,Leeuwin Estate,Prelude Vineyards Chardonnay 2016,"Australia
·
Margaret River",3.9,$35.99
1472,Louis Latour,Pernand-Vergelesses 1er Cru En Caradeux 2014,"France
·
Pernand-Vergelesses Premier Cru",4.1,$35.99
1473,Sattlerhof,Gamlitzer Sauvignon Blanc 2017,"Austria
·
Südsteiermark",3.9,$35.99
1474,Vie di Romans,Dessimis Pinot Grigio 2017,"Italy
·
Friuli Isonzo",4.1,$35.99
1475,Vie di Romans,Dessimis Pinot Grigio 2017,"Italy
·
Friuli Isonzo",4.1,$35.99
1476,Château Fuissé,Saint-Véran 2015,"France
·
Saint-Véran",3.8,$35.99
1477,A. Christmann,Gimmeldingen Riesling 2018,"Germany
·
Pfalz",3.6,$35.99
1478,Albert Bichot,Montagny Premier Cru 2015,"France
·
Montagny Premier Cru",4.0,$35.99
1479,Jean Noël Gagnard,Caroline Lestime Sous Eguisons Hautes-Côtes de Beaune 2016,"France
·
Bourgogne Hautes-Côtes de Beaune",3.9,$35.99
1480,Bodega Contador (Benjamín Romeo),Predicador Blanco 2012,"Spain
·
Rioja",3.8,$35.99
1481,Château Rahoul,Graves Blanc 2015,"France
·
Graves",4.0,$35.99
1482,Orin Swift,Blank Stare Sauvignon Blanc 2016,"United States
·
Russian River Valley",4.0,$35.99
1483,Stadlmann,Tagelsteiner Rotgipfler 2016,"Austria
·
Thermenregion",3.8,$35.99
1484,Terroir Al Límit Soc. Lda,Historic Blanco 2017,"Spain
·
Priorat",3.8,$35.99
1485,Joh. Jos. Prüm,Graacher Himmelreich Riesling Kabinett 2018,"Germany
·
Graach",4.2,$35.99
1486,Leeuwin Estate,Prelude Vineyards Chardonnay 2015,"Australia
·
Margaret River",3.8,$35.99
1487,DAOU,Reserve Chardonnay 2016,"United States
·
Paso Robles",4.1,$35.99
1488,Tommasi,Le Rosse Pinot Grigio 2017,"Italy
·
delle Venezie",3.7,$35.99
1489,Jean-Marc Brocard,Chablis Premier Cru 'Vau de Vey' 2018,"France
·
Chablis 1er Cru 'Vau de Vey'",3.9,$35.99
1490,Casal Figueira,António Branco 2017,"Portugal
·
Lisboa",3.8,$35.99
1491,Etienne Sauzet,Bourgogne Chardonnay 2016,"France
·
Bourgogne",3.7,$35.99
1492,Terre del Principe,Le Sèrole Pallagrello Bianco 2017,"Italy
·
Terre del Volturno",3.9,$35.99
1493,Dog Point,Section 94 Sauvignon Blanc 2017,"New Zealand
·
Marlborough",4.0,$35.99
1494,Pacherhof,Pinot Grigio 2018,"Italy
·
Südtirol - Alto Adige",4.1,$35.99
1495,DeMorgenzon,Reserve Chardonnay 2017,"South Africa
·
Stellenbosch",4.1,$35.88
1496,WindVane,Chardonnay N.V.,"United States
·
Los Carneros",3.9,$35.18
1497,Stéphanie et Vincent Michelet,Chablis 2015,"France
·
Chablis",3.7,$35
1498,Castellucci Miano,Shiarà Catarratto Bianco N.V.,"Italy
·
Sicilia",3.8,$35
1499,Habit,Sauvignon Blanc (McGinley Vineyard) 2017,"United States
·
Happy Canyon of Santa Barbara",4.3,$35
1500,Koerner,Rolle Gullyveiw Vineyard Vermentino 2018,"Australia
·
Clare Valley",4.1,$35
1501,Clos Floridène,Graves Blanc 2016,"France
·
Graves",3.8,$35
1502,Patrick Piuze,Terroir de Fyé Chablis 2018,"France
·
Chablis",3.9,$35
1503,Domaine Berthelemot,Monthelie 2013,"France
·
Monthélie",3.8,$34.99
1504,Rall,White 2016,"South Africa
·
Coastal Region",4.0,$34.99
1505,Philippe Foreau,Vouvray Sec 2012,"France
·
Vouvray",3.6,$34.99
1506,Dog Point,Chardonnay 2015,"New Zealand
·
Marlborough",4.0,$34.99
1507,Henry Natter,Sancerre Blanc 2018,"France
·
Sancerre",3.8,$34.99
1508,Tajinaste,Paisaje de las Islas Malvasia Aromatica - Marmajuelo 2017,"Spain
·
Islas Canarias",4.0,$34.99
1509,Movia,Rebula - Ribolla 2017,"Slovenia
·
Goriška Brda",3.9,$34.99
1510,Ziata,Sauvignon Blanc 2016,"United States
·
Napa Valley",4.0,$34.99
1511,Domaine Vocoret et Fils,Chablis 2016,"France
·
Chablis",3.6,$34.99
1512,Stags' Leap,Viognier 2017,"United States
·
Napa Valley",4.0,$34.99
1513,Grgich Hills,Blue Beret Chardonnay 2016,"United States
·
Napa Valley",4.1,$34.99
1514,Foxen,Tinaquaic Vineyard Chardonnay 2012,"United States
·
Santa Maria Valley",4.1,$34.99
1515,Leeuwin Estate,Prelude Vineyards Chardonnay 2011,"Australia
·
Margaret River",3.8,$34.99
1516,Chanson,Chablis 2016,"France
·
Chablis",3.8,$34.99
1517,Stags' Leap,Chardonnay 2016,"United States
·
Napa Valley",4.1,$34.99
1518,Joh. Jos. Prüm,Graacher Himmelreich Riesling Kabinett 2017,"Germany
·
Graach",4.1,$34.99
1519,Domaine Weinbach,Muscat Alsace Réserve 2015,"France
·
Alsace",3.5,$34.99
1520,Fritsch,Grüner Veltliner Schlossberg 1 2016,"Austria
·
Wagram",4.2,$34.99
1521,Domaine Anderson,Chardonnay 2014,"United States
·
Anderson Valley",3.7,$34.99
1522,Cloudy Bay,Chardonnay 2017,"New Zealand
·
Marlborough",3.9,$34.99
1523,Constantia Glen,Two Blanc 2016,"South Africa
·
Constantia",4.1,$34.99
1524,Domaines Schlumberger,Pinot Gris Alsace Grand Cru 'Spiegel' 2015,"France
·
Alsace Grand Cru",3.8,$34.99
1525,Les Héritiers du Comte Lafon,Clos du Four Mâcon-Milly-Lamartine 2008,"France
·
Mâcon-Milly-Lamartine",3.6,$34.99
1526,COS,Ramì Blanco N.V.,"Italy
·
Terre Siciliane",3.8,$34.99
1527,Sandhi,Sta. Rita Hills Chardonnay 2015,"United States
·
Sta. Rita Hills",4.0,$34.99
1528,Domaine Vocoret et Fils,Les Vaillons Chablis 1er Cru 2015,"France
·
Chablis 1er Cru 'Vaillons'",3.7,$34.99
1529,Galerie,Naissance Sauvignon Blanc 2016,"United States
·
Napa Valley",4.0,$34.99
1530,Domaine Zind Humbrecht,Zind 2016,"France
·
Vin de France",3.8,$34.99
1531,Langlois-Chateau,Chateau de Fontaine-Audon Sancerre 2017,"France
·
Sancerre",3.8,$34.99
1532,Tyler,Chardonnay 2016,"United States
·
Santa Barbara County",4.0,$34.99
1533,Joseph Burrier (Château de Beauregard),Pouilly-Fuissé 2016,"France
·
Pouilly-Fuissé",4.0,$34.99
1534,Ktima Gerovassiliou (Κτήμα Γεροβασιλείου),Malagousia Single Vineyard 2018,"Greece
·
Epanomi",4.2,$34.99
1535,Frankland Estate,Netley Road Vineyard Riesling 2014,"Australia
·
Frankland River",4.0,$34.99
1536,Sonoma-Cutrer,Sonoma Coast Chardonnay 2016,"United States
·
Sonoma Coast",4.2,$34.99
1537,Seguinot-Bordet,Chablis 1er Cru Fourchaume 2018,"France
·
Chablis 1er Cru 'Fourchaume'",3.8,$34.99
1538,Fritz,Chardonnay 2016,"United States
·
Russian River Valley",4.1,$34.99
1539,Langlois-Chateau,Chateau de Fontaine-Audon Sancerre 2018,"France
·
Sancerre",3.9,$34.99
1540,EnRoute,Brumaire Chardonnay N.V.,"United States
·
Russian River Valley",4.3,$34.99
1541,Pas de l'Escalette,Les Clapas Hérault 2013,"France
·
Hérault",3.8,$34.99
1542,Oceano Wines,Chardonnay 2016,"United States
·
San Luis Obispo County",4.1,$34.99
1543,Hendry,Barrel Fermented Chardonnay 2015,"United States
·
Napa Valley",4.0,$34.99
1544,Domaine Zind Humbrecht,Zind 2011,"France
·
Vin de France",3.8,$34.99
1545,Moss Wood,Ribbon Vale Vineyard Semillon - Sauvignon Blanc 2017,"Australia
·
Margaret River",3.8,$34.99
1546,Pala,Entemari 2013,"Italy
·
Isola dei Nuraghi",3.9,$34.99
1547,Domaine Sébastien Dampt,Chablis 1er Cru 'Les Vaillons' 2017,"France
·
Chablis 1er Cru 'Vaillons'",4.0,$34.99
1548,Viña Cobos,Bramare Marchiori Vineyard Chardonnay 2016,"Argentina
·
Perdriel",4.3,$34.99
1549,Schloss Gobelsburg,Zöbing Riesling 2016,"Austria
·
Kamptal",3.5,$34.99
1550,Flam,Blanc 2017,"Israel
·
Judean Hills",3.9,$34.99
1551,Rupert & Rothschild,Baroness Nadine 2016,"South Africa
·
Western Cape",4.1,$34.99
1552,Marimar Estate,Don Miguel Vineyard Acero Unoaked Chardonnay 2017,"United States
·
Russian River Valley",4.2,$34.99
1553,Vie di Romans,Piere Sauvignon Blanc 2017,"Italy
·
Friuli Isonzo",4.2,$34.99
1554,Talbott,Sleepy Hollow Vineyard Chardonnay 2013,"United States
·
Santa Lucia Highlands",3.9,$34.99
1555,B.R. Cohn,Chardonnay Sangiacomo Vineyard 2016,"United States
·
Los Carneros",4.0,$34.99
1556,Jordan,Chardonnay N.V.,"United States
·
Russian River Valley",4.0,$34.99
1557,Elena Walch,Pinot Bianco Alto Adige Kristallberg 2017,"Italy
·
Südtirol - Alto Adige",3.7,$34.99
1558,G.D. Vajra,Riesling (Petracine) Langhe 2018,"Italy
·
Langhe",3.8,$34.99
1559,Château Smith Haut-Lafitte,Les Hauts de Smith Pessac-Leognan Blanc 2016,"France
·
Pessac-Léognan",3.9,$34.99
1560,Alphonse Mellot,La Moussière Sancerre Blanc 2018,"France
·
Sancerre",4.1,$34.99
1561,Luca,Chardonnay (G Lot) 2016,"Argentina
·
Tupungato",4.1,$34.99
1562,Sixto,Uncovered Chardonnay 2015,"United States
·
Washington",3.8,$34.99
1563,Pieropan,Soave 2016,"Italy
·
Soave",3.8,$34.99
1564,Henry Pellé,Les Blanchais Menetou-Salon Morogues 2013,"France
·
Menetou-Salon",4.0,$34.99
1565,Red Car,Chardonnay 2013,"United States
·
Sonoma Coast",4.0,$34.99
1566,Meyer-Fonné,Resérve Gewürztraminer 2016,"France
·
Alsace",3.9,$34.99
1567,Dierberg,Chardonnay 2016,"United States
·
Santa Maria Valley",3.8,$34.99
1568,Julien Brocard,La Boissonneuse Chablis 2018,"France
·
Chablis",4.0,$34.99
1569,Weingut Bründlmayer,Riesling Heiligenstein 2016,"Austria
·
Kamptal",3.8,$34.99
1570,Luca,Chardonnay (G Lot) 2017,"Argentina
·
Tupungato",4.3,$34.99
1571,Tramin,Stoan 2017,"Italy
·
Südtirol - Alto Adige",4.2,$34.99
1572,FEL,Chardonnay 2017,"United States
·
Anderson Valley",3.9,$34.99
1573,Kooyong,Clonale Chardonnay 2016,"Australia
·
Mornington Peninsula",3.7,$34.99
1574,Château de Puligny Montrachet,Bourgogne Clos du Château 2016,"France
·
Bourgogne",4.0,$34.99
1575,FEL,Chardonnay 2017,"United States
·
Anderson Valley",3.9,$34.99
1576,Vie di Romans,Chardonnay 2017,"Italy
·
Friuli Isonzo",4.2,$34.99
1577,Livio Felluga,Sauvignon 2018,"Italy
·
Colli Orientali del Friuli",4.0,$34.99
1578,Planeta,Eruzione 1614 Carricante 2017,"Italy
·
Terre Siciliane",4.0,$34.99
1579,ValCerasa - Alice Bonaccorsi,Etna Bianco 2015,"Italy
·
Etna",3.8,$34.99
1580,Château Montus,Blanc Sec Pacherenc du Vic-Bilh 2014,"France
·
Pacherenc du Vic-Bilh",3.7,$34.99
1581,Seresin,Sauvignon Blanc 2012,"New Zealand
·
Marlborough",4.0,$34.99
1582,Cono Sur,20 Barrels Limited Edition Chardonnay 2017,"Chile
·
Casablanca Valley",4.0,$34.99
1583,Domaine de la Réserve d'O,La Réserve d’O Blanc 2017,"France
·
Saint-Guilhem-le-Desert",4.2,$34.99
1584,Argyle,Nuthouse Chardonnay 2013,"United States
·
Willamette Valley",3.8,$34.99
1585,Brewer-Clifton,Sta. Rita Hills Chardonnay 2016,"United States
·
Sta. Rita Hills",3.9,$34.99
1586,Walter Hansel,The North Slope Vineyard Chardonnay 2015,"United States
·
Russian River Valley",4.1,$34.99
1587,Peju,Persephone Vineyard Chardonnay 2016,"United States
·
Napa Valley",4.0,$34.99
1588,Sauvion,Sancerre 2017,"France
·
Sancerre",4.2,$34.99
1589,Weingut Knoll,Ried Kreutles Loibner Grüner Veltliner Smaragd 2016,"Austria
·
Wachau",4.0,$34.99
1590,Jordan,Chardonnay 2017,"United States
·
Russian River Valley",4.0,$34.99
1591,S.A. Prüm,Wehlener Sonnenuhr Riesling Kabinett 2016,"Germany
·
Mosel",3.9,$34.99
1592,Frog's Leap,Chardonnay 2016,"United States
·
Napa Valley",3.8,$34.99
1593,Newton,Chardonnay Unfiltered 2016,"United States
·
Napa Valley",4.1,$34.99
1594,Gary Farrell,Russian River Selection Chardonnay 2017,"United States
·
Russian River Valley",4.3,$34.99
1595,Ramey,Russian River Valley Chardonnay 2015,"United States
·
Russian River Valley",4.2,$34.99
1596,Clos du Val,Chardonnay 2017,"United States
·
Los Carneros",3.8,$34.99
1597,de Ladoucette,Pouilly-Fumé 2018,"France
·
Pouilly-Fumé",4.0,$34.98
1598,Bodega Contador (Benjamín Romeo),Predicador Blanco 2017,"Spain
·
Rioja",4.0,$34.95
1599,ZD Wines,Chardonnay 2017,"United States
·
California",4.2,$34.95
1600,Ladera,Sauvignon Blanc 2016,"United States
·
Napa Valley",3.7,$34.95
1601,Giovanni Rosso,Etna Bianco N.V.,"Italy
·
Etna",3.9,$34.95
1602,Henry Pellé,Les Blanchais Menetou-Salon Morogues 2017,"France
·
Menetou-Salon",3.6,$34.95
1603,Lucien Crochet,La Croix du Roy Sancerre Blanc 2017,"France
·
Sancerre",3.9,$34.94
1604,Beringer,Private Reserve Chardonnay 2018,"United States
·
Napa Valley",4.0,$34.94
1605,Domaine Jean Dauvissat,Chablis 2017,"France
·
Chablis",3.8,$34
1606,Mount Nelson,Sauvignon Blanc 2017,"New Zealand
·
Marlborough",3.9,$34
1607,Domaine Oudin,Chablis 2017,"France
·
Chablis",3.8,$34
1608,Domaine Jean Dauvissat,Chablis 2016,"France
·
Chablis",3.7,$34
1609,Hanzell,Sebella Chardonnay 2018,"United States
·
Sonoma County",4.2,$33.99
1610,Foxen,Block UU Bien Nacido Vineyard Chardonnay 2013,"United States
·
Santa Maria Valley",3.9,$33.99
1611,Foxen,Block UU Bien Nacido Vineyard Chardonnay 2014,"United States
·
Santa Maria Valley",4.1,$33.99
1612,Christian Moreau Pere & Fils,Chablis 2016,"France
·
Chablis",3.9,$33.99
1613,Fulvia Tombolini,Verdicchio dei Castelli di Jesi Riserva Classico 2014,"Italy
·
Verdicchio dei Castelli di Jesi Riserva",4.0,$33.99
1614,Wieninger,Nussberg Grüner Veltliner 2017,"Austria
·
Wien",3.3,$33.99
1615,Château Latour-Martillac,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2016,"France
·
Pessac-Léognan",3.8,$33.99
1616,Domaine Laroche,Saint Martin Chablis 2018,"France
·
Chablis",3.7,$33.99
1617,Terre degli Svevi,Re Manfredi Basilicata Bianco 2017,"Italy
·
Basilicata",3.8,$33.99
1618,Etude,Pinot Gris 2016,"United States
·
Los Carneros",3.8,$33.99
1619,François Plouzeau - Domaine de La Garrelière,Cendrillon 2016,"France
·
Touraine",3.9,$33.99
1620,Ghost Block,Morgaenlee Vineyard Sauvignon Blanc 2016,"United States
·
Yountville",3.6,$33.99
1621,Zuc di Volpe,Pinot Bianco 2015,"Italy
·
Colli Orientali del Friuli",3.6,$33.99
1622,Merry Edwards,Sauvignon Blanc 2017,"United States
·
Russian River Valley",4.4,$33.99
1623,Nizas,Les Terres Noires Blanc 2015,"France
·
Languedoc",3.7,$33.99
1624,Jean Baptiste Souillard,Roussanne 2016,"France
·
Vin de France",3.5,$33.99
1625,Jean Baptiste Souillard,Roussanne 2016,"France
·
Vin de France",3.5,$33.99
1626,Domaine de la Cadette,La Châtelaine Bourgogne Vézelay 2017,"France
·
Bourgogne Vézelay",3.9,$33.99
1627,Botanica,Chenin Blanc 2017,"South Africa
·
Citrusdal Mountain",4.1,$33.99
1628,Orin Swift,Mannequin 2016,"United States
·
California",4.0,$33.99
1629,Recanati,Chardonnay Reserve 2016,"Israel
·
Upper Galilee",3.3,$33.99
1630,Mischief and Mayhem,Bourgogne Chardonnay 2015,"France
·
Bourgogne",3.6,$33.99
1631,Willamette Valley Vineyards,Estate Chardonnay 2016,"United States
·
Willamette Valley",4.3,$33.99
1632,Albert Boxler,Pinot Blanc 2016,"France
·
Alsace",3.7,$33.99
1633,Terre degli Svevi,Re Manfredi Basilicata Bianco 2018,"Italy
·
Basilicata",3.8,$33.99
1634,Berthet Bondet,Balanoz Côtes du Jura 2016,"France
·
Côtes du Jura",3.6,$33.99
1635,Colosi,Secca del Capo 2018,"Italy
·
Salina",4.2,$33.99
1636,La Toledana,Gavi 2017,"Italy
·
Gavi",3.8,$33.99
1637,Domaine André Neveu,Le Grand Fricambault Silex Sancerre 2018,"France
·
Sancerre",4.0,$33.99
