,winery,wine,location,rating,price
599,Pierre Morlet,Grande Réserve Rosé Brut Champagne Premier Cru N.V.,"France
·
Champagne Premier Cru",4.2,$44.99
600,Bourdaire Gallois,Tradition Brut Champagne N.V.,"France
·
Champagne",3.8,$44.99
601,Charles Orban,Carte Noire Brut Champagne N.V.,"France
·
Champagne",4.2,$44.99
602,Gatinois,Brut Tradition Champagne Grand Cru 'Aÿ' N.V.,"France
·
Champagne Grand Cru 'Aÿ'",3.9,$44.99
603,La Crema,Brut Rosé N.V.,"United States
·
Russian River Valley",4.0,$44.99
604,Berlucchi,‘61 Franciacorta Rosé N.V.,"Italy
·
Franciacorta",3.8,$44.99
605,Schramsberg,Brut Rosé 2015,"United States
·
North Coast",4.2,$44.99
606,Guy Larmandier,Brut Champagne Premier Cru N.V.,"France
·
Champagne Premier Cru",3.9,$44.99
607,Trouillard,Chardonnay Brut Champagne N.V.,"France
·
Champagne",3.5,$44.99
608,Nicolas Feuillatte,Réserve Exclusive Rosé Champagne N.V.,"France
·
Champagne",3.9,$44.99
609,Billecart-Salmon,Brut Champagne N.V.,"France
·
Champagne",4.2,$44.99
610,La Caravelle,Cuvée Niña Brut Champagne N.V.,"France
·
Champagne",3.8,$44.99
611,J-M Sélèque,Brut Rosé Champagne N.V.,"France
·
Champagne",3.9,$44.99
612,Laurent-Perrier,Harmony Demi-Sec Champagne N.V.,"France
·
Champagne",4.0,$44.94
613,Aubry,Brut Champagne Premier Cru N.V.,"France
·
Champagne Premier Cru",3.9,$44.94
614,Tribaut Schloesser,Brut Origine Champagne N.V.,"France
·
Champagne",3.8,$43.99
615,Berlucchi,‘61 Franciacorta Brut N.V.,"Italy
·
Lombardia",3.7,$43.99
616,Barone Pizzini,Franciacorta Nature Edizione 2009,"Italy
·
Franciacorta",3.6,$43.99
617,Laherte Freres,Ultradition Blanc de Blancs Brut Champagne N.V.,"France
·
Champagne",3.8,$43.99
618,Sumarroca,Cava Yà Cuvée 23 Brut Reserva 2013,"Spain
·
Cava",3.9,$42.99
619,Pol Roger,Réserve Brut Champagne N.V.,"France
·
Champagne",4.2,$42.99
620,Billecart-Salmon,Brut Réserve Champagne N.V.,"France
·
Champagne",4.2,$42.99
621,Lanson,White Label Champagne N.V.,"France
·
Champagne",3.9,$42.98
622,Cloutier,Cuvée Grande Reserve Brut Champagne N.V.,"France
·
Champagne",4.2,$42.89
623,Le Mesnil,Blanc de Blancs Vintage Brut Champagne Grand Cru N.V.,"France
·
Champagne Grand Cru",4.0,$42
624,Ruggeri,Cartizze N.V.,"Italy
·
Conegliano-Valdobbiadene Prosecco",3.8,$41.99
625,Charles de Cazanove,Balahu Brut Champagne Premier Cru N.V.,"France
·
Champagne Premier Cru",3.9,$41.99
626,Nino Franco,Primo Franco Valdobbiadene Prosecco Superiore (Amabile) 2016,"Italy
·
Conegliano-Valdobbiadene Prosecco",3.9,$41.99
627,Iron Horse,Wedding Cuvée 2014,"United States
·
Green Valley of Russian River Valley",4.2,$41.99
628,Perrier-Jouët,Grand Brut Champagne N.V.,"France
·
Champagne Grand Cru",4.1,$41.99
629,Laurent-Perrier,La Cuvée Brut Champagne N.V.,"France
·
Champagne",4.0,$41.79
630,Santa Margherita,Prosecco Valdobbiadene Rive di Refrontolo Superiore Brut N.V.,"Italy
·
Conegliano-Valdobbiadene Prosecco",3.7,$40.99
631,Famille Moutard,Champ Persin Côte des Bar Cépage Chardonnay Champagne N.V.,"France
·
Champagne",3.9,$40.99
632,Encry,Blanc de Blancs Grande Cuvée Brut Champagne Grand Cru 'Le Mesnil-sur-Oger' N.V.,"France
·
Champagne Grand Cru 'Le Mesnil-sur-Oger'",4.1,$40.99
633,Alfred Gratien,Brut Rosé Champagne N.V.,"France
·
Champagne",3.9,$40.49
634,Paul Laurent,Cuvée du Fondateur Brut Rosé Champagne N.V.,"France
·
Champagne",3.5,$40
635,Piper-Heidsieck,Cuvée 1785 Brut Champagne N.V.,"France
·
Champagne",3.9,$39.99
636,Monthuys Père & Fils,Réserve Brut Champagne N.V.,"France
·
Champagne",3.6,$39.99
637,Charles Ellner,Rosé Brut Champagne N.V.,"France
·
Champagne",3.8,$39.99
638,J-M Sélèque,Tradition Brut Champagne N.V.,"France
·
Champagne",3.9,$39.99
639,Buena Vista,La Victoire Brut Champagne N.V.,"France
·
Champagne",4.3,$39.99
640,Veuve A. Devaux,Grande Réserve Brut Champagne N.V.,"France
·
Champagne",3.8,$39.99
641,Bellavista,Franciacorta Brut N.V.,"Italy
·
Franciacorta",4.0,$39.99
642,Gosset,Brut Excellence Aÿ Champagne N.V.,"France
·
Champagne",3.9,$39.99
643,Pommery,Royal Brut Champagne N.V.,"France
·
Champagne",3.9,$39.99
644,Jean Laurent,Blanc de Noirs Brut Champagne N.V.,"France
·
Champagne",4.0,$39.99
645,G.H. Mumm,Grand Cordon Brut Champagne N.V.,"France
·
Champagne",3.9,$39.99
646,Casa Valduga,130 Brut Espumante N.V.,"Brazil
·
Vale dos Vinhedos",4.0,$39.99
647,François Daudret,Brut Champagne N.V.,"France
·
Champagne",3.1,$39.99
648,Malard,Rosé Brut Champagne N.V.,"France
·
Champagne",3.6,$39.99
649,Terrazze dell Etna,Rosé Brut N.V.,"Italy
·
Terre Siciliane",3.8,$39.99
650,Quartz Reef,Methode Traditionnelle Rosé N.V.,"New Zealand
·
Central Otago",3.7,$39.99
651,Argyle,Brut Rosé 2014,"United States
·
Dundee Hills",3.9,$39.99
652,Emmolo,Emmolo No. 2 Méthode Traditionnelle N.V.,"United States
·
Napa Valley",4.0,$39.99
653,Duval-Leroy,Brut Champagne N.V.,"France
·
Champagne",3.7,$39.99
654,R.H. Coutier,Cuvée Tradition Brut Champagne Grand Cru 'Ambonnay' N.V.,"France
·
Champagne Grand Cru 'Ambonnay'",4.1,$39.99
655,Piper-Heidsieck,Cuvée Brut Champagne N.V.,"France
·
Champagne",3.9,$39.99
656,Zenato,Lugana Metodo Classico Brut 2014,"Italy
·
Lugana",3.9,$39.99
657,Besserat de Bellefon,Grande Tradition Brut Champagne N.V.,"France
·
Champagne",3.7,$39.99
658,Thierry Triolet,Carte Noire Brut N.V.,"France
·
Champagne",3.7,$39.99
659,Canard-Duchêne,Cuvée Léonie Brut Champagne N.V.,"France
·
Champagne",3.8,$39.99
660,J. Lassalle,Preference Brut Champagne Premier Cru N.V.,"France
·
Champagne Premier Cru",4.0,$39.99
661,Barnaut,Blanc de Noirs Brut Champagne Grand Cru 'Bouzy' N.V.,"France
·
Champagne Grand Cru 'Bouzy'",4.2,$39.99
662,Barnaut,Rosé Authentique Brut Champagne Grand Cru 'Bouzy' N.V.,"France
·
Champagne Grand Cru 'Bouzy'",4.1,$39.99
663,Montaudon,Grande Rosé N.V.,"France
·
Champagne",3.9,$39.99
664,Jacquart,Brut Mosaïque Rosé Champagne N.V.,"France
·
Champagne",3.9,$39.99
665,Voirin-Jumel,Blanc de Noirs Brut Champagne Premier Cru N.V.,"France
·
Champagne Premier Cru",3.8,$39.99
666,Baron Albert,Tradition Brut Champagne N.V.,"France
·
Champagne",3.5,$39.99
667,J.M. Gobillard & Fils,Tradition Brut Champagne N.V.,"France
·
Champagne",3.9,$39.99
668,Pommery,Brut Rosé Champagne N.V.,"France
·
Champagne",3.9,$39.99
669,G.H. Mumm,Grand Cru Brut Champagne N.V.,"France
·
Champagne",3.9,$39.99
670,Louis Roederer,Brut Champagne (Vintage) N.V.,"France
·
Champagne",4.3,$39.99
671,Laurent-Perrier,Brut Champagne N.V.,"France
·
Champagne",4.0,$39.98
672,Palmer & Co.,Brut Réserve Champagne N.V.,"France
·
Champagne",3.8,$39.94
673,Lanson,Black Label Champagne Brut N.V.,"France
·
Champagne",3.8,$39.93
674,Voirin-Jumel,Blanc de Blancs Brut Champagne Grand Cru N.V.,"France
·
Champagne Grand Cru",3.9,$39.90
675,Laurent-Perrier,Demi-Sec Champagne N.V.,"France
·
Champagne",4.0,$39.83
676,Louis Roederer,Brut Premier Champagne N.V.,"France
·
Champagne Premier Cru",4.2,$39.82
677,Oudinot,Cuvée Rosé Brut Champagne N.V.,"France
·
Champagne",3.7,$39.59
678,Canard-Duchêne,Authentic Rosé Brut Champagne N.V.,"France
·
Champagne",3.8,$39.58
679,Nino Franco,Primo Franco Valdobbiadene Prosecco Superiore (Amabile) 2017,"Italy
·
Conegliano-Valdobbiadene Prosecco",3.9,$38.99
680,Bisol,Cartizze Valdobbiadene Superiore Dry N.V.,"Italy
·
Conegliano-Valdobbiadene Prosecco",4.0,$38.99
681,Barone Pizzini,Franciacorta Nature Edizione 2014,"Italy
·
Franciacorta",3.8,$38.99
682,Canard-Duchêne,Authentic Brut Champagne N.V.,"France
·
Champagne",3.7,$38.99
683,Taittinger,Cuvée Prestige Brut Champagne N.V.,"France
·
Champagne",4.1,$38.99
684,Schramsberg,Brut Rosé N.V.,"United States
·
North Coast",4.2,$38.99
685,Juvé & Camps,Cava Reserva Blanc de Noirs Pinot Noir 2012,"Spain
·
Cava",3.8,$38.99
686,Ferrari,Perlé 2013,"Italy
·
Trento",4.0,$38.99
687,Ca' del Bosco,Franciacorta Cuvée Prestige N.V.,"Italy
·
Franciacorta",4.1,$38.99
688,Collet,Rosé Brut Champagne N.V.,"France
·
Champagne",3.7,$38.95
689,Banfi,Cuvée Aurora Alta Langa Rosé 2014,"Italy
·
Alta Langa",3.7,$37.99
690,Chapuy,L'Esprit de Chapuy Blanc de Blancs Brut Champagne Grand Cru N.V.,"France
·
Champagne Grand Cru",3.9,$37.99
691,Iron Horse,Classic Vintage Brut 2013,"United States
·
Green Valley of Russian River Valley",4.1,$37.99
692,Vincent Careme,L'Ancestrale Vouvray 2014,"France
·
Vouvray",3.8,$37.99
693,Nino Franco,Valdobbiadene Vigneto Della Riva Di San Floriano 2017,"Italy
·
Conegliano-Valdobbiadene Prosecco",3.6,$37.99
694,Duval-Leroy,Réserve Brut Champagne N.V.,"France
·
Champagne",3.7,$37.99
695,Albert Boxler,Crémant d'Alsace 2014,"France
·
Crémant d'Alsace",4.1,$37.99
696,J Vineyards,Vintage Brut N.V.,"United States
·
Russian River Valley",4.1,$37.99
697,Királyudvar,Tokaji Pezsgő Henye Brut 2013,"Hungary
·
Tokaj",3.7,$37.99
698,Ruggeri,Giustino B. Valdobbiadene Prosecco Superiore 2017,"Italy
·
Conegliano-Valdobbiadene Prosecco",4.0,$37.99
699,Schramsberg,Brut Rosé 2016,"United States
·
North Coast",4.2,$37.94
700,Karanika,Karanika Brut Rosé 2017,"Greece
·
Amyndeon",3.9,$36.99
701,Louis Dumont,Brut Rosé Champagne N.V.,"France
·
Champagne",3.7,$36.99
702,Karanika,Karanika Brut Cuveé Spéciale 2017,"Greece
·
Amyndeon",3.8,$36.99
703,Terrazze dell Etna,Cuvée Brut N.V.,"Italy
·
Terre Siciliane",3.9,$36.99
704,Bellavista,Alma Cuvée Brut N.V.,"Italy
·
Franciacorta",3.9,$36.99
705,Canard-Duchêne,Brut Champagne N.V.,"France
·
Champagne",3.8,$36.99
706,Charles Ellner,Carte Blanche Brut Champagne N.V.,"France
·
Champagne",3.7,$36.99
707,Enrico Gatti,Franciacorta Brut N.V.,"Italy
·
Franciacorta",3.7,$36.99
708,Charles Clément,Pinot Noir Brut Champagne N.V.,"France
·
Champagne",4.1,$36.99
709,Monogram,Franciacorta Cuvée Blanc de Blancs Brut N.V.,"Italy
·
Franciacorta",3.6,$36.99
710,J Vineyards,Brut Rosé N.V.,"United States
·
Russian River Valley",4.1,$36.94
711,Long Meadow Ranch,Farmstead Brut N.V.,"United States
·
Sonoma County",4.0,$35.99
712,Pojer e Sandri,Zero Infinito 2018,"Italy
·
Südtirol - Alto Adige",3.9,$35.99
713,Baumard,Crémant de Loire Brut Rosé N.V.,"France
·
Crémant de Loire",3.7,$35.99
714,Château de Bligny,Grande Réserve Brut Champagne N.V.,"France
·
Champagne",3.9,$35.99
715,Argyle,Brut Rosé 2015,"United States
·
Dundee Hills",4.0,$35.99
716,Chakana,Ayni Nature Sparkling N.V.,"Argentina
·
Mendoza",3.8,$35
717,Yarden,Blanc de Blancs Brut 2011,"Israel
·
Galilee",3.9,$34.99
718,Ruggeri,Giustino B. Valdobbiadene Prosecco Superiore 2015,"Italy
·
Conegliano-Valdobbiadene Prosecco",4.0,$34.99
719,Luc Belaire,Brut (Rare) N.V.,"France
·
Bourgogne",3.8,$34.99
720,Bellavista,Alma Gran Cuvée Brut N.V.,"Italy
·
Franciacorta",3.9,$34.99
721,Schramsberg,Crémant Demi-Sec 2015,"United States
·
Napa Valley",4.1,$34.99
722,Lo Sparviere,Franciacorta Satèn N.V.,"Italy
·
Franciacorta",3.8,$34.99
723,Recaredo,Terrers Brut Nature Gran Reserva 2013,"Spain
·
Cava",3.9,$34.99
724,Lo Sparviere,Franciacorta Cuvée No. 7 N.V.,"Italy
·
Franciacorta",3.6,$34.99
725,Villa Sandi,Cartizze Vigna La Rivetta N.V.,"Italy
·
Prosecco",4.0,$34.99
726,Nicolas Feuillatte,Réserve Exclusive Brut Champagne N.V.,"France
·
Champagne",3.8,$34.99
727,Loimer,Extra Brut N.V.,"Austria
·
Niederösterreich",3.8,$34.99
728,Montaudon,Brut Champagne N.V.,"France
·
Champagne",3.9,$34.99
729,Chandon,Étoile Rosé N.V.,"United States
·
Sonoma County",4.1,$34.99
730,Domaine Carneros,Brut Rosé (Cuvée de la Pompadour) N.V.,"United States
·
Los Carneros",4.1,$34.99
731,Louis de Sacy,Brut Champagne Grand Cru 'Verzy' N.V.,"France
·
Champagne Grand Cru 'Verzy'",3.9,$34.95
732,Taittinger,Brut La Francaise Champagne N.V.,"France
·
Champagne",4.2,$34.95
733,Schramsberg,Blanc de Noirs Brut 2015,"United States
·
North Coast",4.2,$34.94
734,Roland Champion,Cuvée d'Aramis Brut Champagne Grand Cru 'Chouilly' N.V.,"France
·
Champagne Grand Cru 'Chouilly'",3.8,$34.50
735,Chavy-Chouet,Blanc de Blancs Crémant de Bourgogne Brut N.V.,"France
·
Crémant de Bourgogne",3.9,$34.50
736,Altemasi,Método Classico Brut N.V.,"Italy
·
Trento",3.5,$33.99
737,Nino Franco,Valdobbiadene Vigneto Della Riva Di San Floriano 2016,"Italy
·
Conegliano-Valdobbiadene Prosecco",3.8,$33.99
738,Barone Pizzini,Franciacorta Nature Edizione 2012,"Italy
·
Franciacorta",3.9,$33.99
739,Schramsberg,Blanc de Blancs Brut 2015,"United States
·
North Coast",4.1,$33.99
740,Gramona,Cava Imperial Gran Reserva Brut 2013,"Spain
·
Catalunya",4.0,$32.99
741,Gauthier-Christophe,Réserve Brut Champagne Grand Cru 'Chouilly' N.V.,"France
·
Champagne Grand Cru 'Chouilly'",3.9,$32.99
742,Charles Clément,Tradition Brut Champagne N.V.,"France
·
Champagne",3.8,$32.99
743,Gramona,Cava Imperial Gran Reserva Brut 2014,"Spain
·
Catalunya",4.0,$32.99
744,Lieb Cellars,Estate Sparkling Pinot Blanc N.V.,"United States
·
Long Island",4.0,$32.99
745,J. Lassalle,Brut Champagne Premier Cru N.V.,"France
·
Champagne Premier Cru",4.1,$32.99
746,Gramona,Cava Imperial Gran Reserva Brut N.V.,"Spain
·
Catalunya",4.0,$32.99
747,Oudinot,Cuvée Brut Champagne N.V.,"France
·
Champagne",3.7,$32.99
748,Ayala,Brut Majeur Aÿ Champagne N.V.,"France
·
Champagne",3.8,$32.99
749,G.H. Mumm,(Cordon Rouge) Brut Champagne N.V.,"France
·
Champagne",3.9,$32.98
750,Voirin-Jumel,Tradition Brut Champagne Grand Cru 'Cramant' N.V.,"France
·
Champagne Grand Cru 'Cramant'",3.9,$32.98
751,Nicolas Feuillatte,Brut Champagne N.V.,"France
·
Champagne",3.7,$32.94
752,Domaine Carneros,Brut N.V.,"United States
·
Los Carneros",4.0,$32.94
753,Loimer,Brut Rosé (Reserve) N.V.,"Austria
·
Niederösterreich",3.8,$31.99
754,Schlumberger,Grüner Veltliner Brut N.V.,"Austria
·
Wien",3.8,$31.99
755,Mirabella,Franciacorta Brut N.V.,"Italy
·
Franciacorta",3.5,$31.99
756,Gloria Ferrer,Anniversary Cuvée 2010,"United States
·
Los Carneros",4.1,$31.99
757,Aneri,3 Valdobbiadene Prosecco Superiore Brut N.V.,"Italy
·
Conegliano-Valdobbiadene Prosecco",3.5,$31.99
758,Miguel Torres,Santa Digna Estelado Sparkling Rosé N.V.,"Chile
·
Central Valley",3.6,$31.99
759,Henriot,Souverain Brut Champagne N.V.,"France
·
Champagne",4.0,$31.99
760,J. de Telmont,Grande Réserve Brut Champagne N.V.,"France
·
Champagne",3.8,$31.48
761,Marcel Martin,Crémant de Loire Brut (Tête de Cuvée) N.V.,"France
·
Crémant de Loire",3.4,$30.99
762,Santo,Demi-Sec Sparkling Rosé N.V.,"Greece
·
Macedonia",3.7,$30.99
763,Ployez-Jacquemart,Marie Weiss Brut Champagne N.V.,"France
·
Champagne",3.6,$30.99
764,Lusenti,Emiliana Malvasia 2017,"Italy
·
Colli Piacentini",3.5,$30.99
765,Calmel & Joseph,Crémant de Limoux Brut N.V.,"France
·
Crémant de Limoux",3.9,$30.99
766,Veuve Ambal,Cuvée Marie Ambal Crémant de Bourgogne N.V.,"France
·
Crémant de Bourgogne",3.7,$30.99
767,Domaine des Aubuisieres - Bernard Fouquet,Vouvray Brut N.V.,"France
·
Vouvray",3.7,$30.79
768,Tanzanite,Brut N.V.,"South Africa
·
Robertson",4.0,$30
769,Tanzanite,Brut Rosé N.V.,"South Africa
·
Robertson",3.8,$30
770,Colmant,Brut Chardonnay N.V.,"South Africa
·
Franschhoek",3.9,$30
771,Rebuli,Cartizze N.V.,"Italy
·
Prosecco",4.1,$30
772,Bressia,Sylvestra Brut Nature Rosé 2016,"Argentina
·
Mendoza",3.9,$30
773,Backsberg,Methode Cap Classique Brut N.V.,"South Africa
·
Elgin",3.6,$30
774,Huguet de Can Feixes,Corpinnat Brut Nature 2010,"Spain
·
Penedès",4.0,$29.99
775,Calmel & Joseph,Blanquette de Limoux Brut N.V.,"France
·
Blanquette de Limoux",4.0,$29.99
776,Barone Pizzini,Animante Franciacorta Brut N.V.,"Italy
·
Franciacorta",3.8,$29.99
777,Contadi Castaldi,Franciacorta Brut N.V.,"Italy
·
Franciacorta",3.7,$29.99
778,Farnese,Fantini Gran Cuvée Rosé N.V.,"Italy
·
Aglianico del Vulture",3.8,$29.99
779,Camille Braun,Crémant d'Alsace Brut Rosé N.V.,"France
·
Crémant d'Alsace",4.0,$29.99
780,Schramsberg,Blanc de Blancs Brut 2016,"United States
·
North Coast",4.1,$29.99
781,Yarden,Blanc de Blancs Brut 2010,"Israel
·
Galilee",3.7,$29.99
782,Domaine Overnoy Crinquand,Crémant du Jura Rosé N.V.,"France
·
Crémant du Jura",3.7,$29.99
783,Ronco Calino,Franciacorta Brut N.V.,"Italy
·
Franciacorta",3.8,$29.99
784,G.D. Vajra,N.S. Della Neve N.V.,"Italy
·
Langhe",3.9,$29.99
785,Ferrari,Rosé N.V.,"Italy
·
Trento",3.8,$29.99
786,Bott-Geyl,Paul-Edouard Crémant d'Alsace Extra Brut N.V.,"France
·
Crémant d'Alsace",3.7,$29.99
787,Domaine Huet,Vouvray Pétillant Cuvée Brut 2014,"France
·
Vouvray",3.8,$29.99
788,Muga,Conde de Haro Brut 2016,"Spain
·
Cava",3.9,$29.99
789,La Mesma,Gavi Brut N.V.,"Italy
·
Gavi",3.7,$29.99
790,Michel Gahier,Crémant du Jura N.V.,"France
·
Crémant du Jura",3.7,$29.99
791,Gustave Lorentz,Crémant D'Alsace Brut N.V.,"France
·
Crémant d'Alsace",3.8,$29.99
792,Nicolas Feuillatte,Réserve Brut Champagne N.V.,"France
·
Champagne",3.8,$29.99
793,La Maison du Champagne,Aubert et Fils Brut Champagne N.V.,"France
·
Champagne",3.6,$29.99
794,Contratto,Millesimato Pas Dosé 2013,"Italy
·
Vino d'Italia",3.8,$29.99
795,André et Michel Quenard,Crémant de Savoie Extra Brut N.V.,"France
·
Savoie",3.6,$29.99
796,Cave de Turckheim,Crémant d'Alsace Mayerling Rosé N.V.,"France
·
Alsace",3.3,$29.99
797,H. Blin,Brut Rosé Champagne N.V.,"France
·
Champagne",3.5,$29.99
798,Sparkling Pointe,Brut N.V.,"United States
·
North Fork of Long Island",3.9,$29.99
799,Conte Vistarino,Pinot Nero Brut Rosè N.V.,"Italy
·
Lombardia",3.7,$29.99
800,Moët & Chandon,Impérial Brut Champagne N.V.,"France
·
Champagne",4.1,$29.99
801,Schramsberg,Blanc de Blancs Brut N.V.,"United States
·
North Coast",4.1,$29.99
802,Huguet de Can Feixes,Cava Gran Reserva Brut Nature 2009,"Spain
·
Cava",3.8,$29.99
803,La Taille Aux Loups,Brut Tradition N.V.,"France
·
Montlouis-sur-Loire",3.6,$29.99
804,Vollereaux,Brut Réserve Champagne N.V.,"France
·
Champagne",3.8,$29.99
805,Schramsberg,Blanc de Noirs Brut N.V.,"United States
·
North Coast",4.1,$29.99
806,Luc Belaire,Gold Brut N.V.,"France
·
Bourgogne",3.8,$29.98
807,Magic Door,La Cle de La Femme Brut Champagne N.V.,"France
·
Champagne",4.0,$29.98
808,Heidsieck & Co. Monopole,Blue Top Brut Champagne N.V.,"France
·
Champagne",3.7,$29.96
809,Charles de Cazanove,Brut Classique Champagne N.V.,"France
·
Champagne",3.4,$29.95
810,Haute Couture,Blanc N.V.,"France
·
Pays d'Oc",3.4,$29.94
811,Luc Belaire,Luxe (Rare) N.V.,"France
·
Bourgogne",3.8,$29.94
812,Albert Mann,Crémant d'Alsace Brut N.V.,"France
·
Crémant d'Alsace",3.7,$29.69
813,Azienda Agricola Pisoni,Brut Rosé N.V.,"Italy
·
Trentino",3.8,$28.99
814,Canella,Prosecco Superiore di Conegliano Valdobbiadene Millesimato Brut N.V.,"Italy
·
Conegliano-Valdobbiadene Prosecco",3.7,$28.99
815,Bottega,Gold Rosé N.V.,"Italy
·
Oltrepò Pavese",3.7,$28.99
816,Casa Bianchi,Traditional Method Brut N.V.,"Argentina
·
Mendoza",3.2,$28.99
817,Bottega,Gold N.V.,"Italy
·
Veneto",3.7,$28.99
818,Prosper Maufoux,Crémant de Bourgogne Brut Rosé N.V.,"France
·
Crémant de Bourgogne",4.0,$28.99
819,Domaine Huet,Vouvray Pétillant Cuvée Brut 2013,"France
·
Vouvray",3.9,$28.99
820,Boschendal,Brut (Chardonnay - Pinot Noir) N.V.,"South Africa
·
Western Cape",3.7,$28.99
821,Vignoble Laculle,Brut Premier Champagne N.V.,"France
·
Champagne Premier Cru",3.8,$28.95
822,Volage,Crémant de Loire Rosé Brut Sauvage N.V.,"France
·
Crémant de Loire",4.1,$28.95
823,Mestres,Coquet Gran Reserva Brut Nature 2013,"Spain
·
Cava",3.9,$28.59
824,Mestres,Coquet Gran Reserva Brut Nature N.V.,"Spain
·
Cava",3.9,$28.59
825,Domaine de Montbourgeau,Cremant du Jura Brut N.V.,"France
·
Crémant du Jura",3.7,$28
826,Sensi,18K Prosecco Brut 2018,"Italy
·
Prosecco",3.7,$27.99
827,Camille Braun,Crémant d'Alsace Brut N.V.,"France
·
Crémant d'Alsace",3.8,$27.99
828,Fantinel,One & Only Brut Prosecco 2017,"Italy
·
Prosecco",4.0,$27.99
829,Santo,Sparkling Brut N.V.,"Greece
·
Santorini",3.6,$27.99
830,Mirabella,Franciacorta Rosé N.V.,"Italy
·
Franciacorta",3.8,$27.99
831,Gustave Lorentz,Crémant d'Alsace Brut Rosé N.V.,"France
·
Crémant d'Alsace",3.9,$27.99
832,Badoz,Crémant de Jura Brut N.V.,"France
·
Crémant du Jura",3.9,$27.99
833,Graham Beck,Brut Zero 2012,"South Africa
·
Robertson",3.9,$27.99
834,Marsuret,Il Soller Prosecco di Valdobbiadene Superiore Extra Dry N.V.,"Italy
·
Conegliano-Valdobbiadene Prosecco",3.8,$27.99
835,Graham Beck,Brut Blanc De Blancs 2013,"South Africa
·
Robertson",3.8,$27.99
836,Johan Vineyards,Pétillant Naturel Pinot Noir 2018,"United States
·
Willamette Valley",4.0,$27.99
837,Haute Couture,Rosé N.V.,"France
·
Pays d'Oc",3.7,$27.99
838,Ariola,Lintrigo Cuvèe N.V.,"Italy
·
Emilia-Romagna",3.2,$27.99
839,Jean-Baptiste Adam,Crémant d'Alsace Brut Rosé N.V.,"France
·
Crémant d'Alsace",4.0,$27.99
840,Domaine François Pinon,Vouvray Brut 2015,"France
·
Vouvray",3.8,$27.99
841,Cave de Ribeauville,Giersberger Crémant d'Alsace Brut N.V.,"France
·
Crémant d'Alsace",3.4,$27.99
842,Ariola,Forte Rigoni Nature Malvasia N.V.,"Italy
·
Emilia-Romagna",3.6,$27.99
843,Ariola,Lintrigo Rosé N.V.,"Italy
·
Emilia-Romagna",3.2,$27.99
844,Le Rocher des Violettes,Pétillant Montlouis-sur-Loire 2015,"France
·
Montlouis-sur-Loire",3.9,$27.99
845,Domaine Glinavos,Debina 2016,"Greece
·
Zitsa",3.6,$27.99
846,Luc Belaire,Rosé (Rare) N.V.,"France
·
Provence",3.9,$27.96
847,Domaine Carneros,Brut 2015,"United States
·
Los Carneros",4.1,$27.92
848,Mestres,Reserva Especial Cupage Rosé N.V.,"Spain
·
Cava",3.8,$27.49
849,Zenato,Lugana Metodo Classico Brut 2013,"Italy
·
Lugana",3.6,$26.99
850,Lini 910,In Correggio Metodo Classico Rosso N.V.,"Italy
·
Emilia-Romagna",3.8,$26.99
851,Patrick Piuze,Val de Mer Crémant de Bourgogne Non Dosé N.V.,"France
·
Crémant de Bourgogne",4.0,$26.99
852,Gut Hermannsberg,Riesling Brut N.V.,"Germany
·
Nahe",3.8,$26.99
853,Schramsberg,Brut Rosé Mirabelle N.V.,"United States
·
California",4.0,$26.99
854,Bortolomiol,Motus Vitae Grande Cuvée del Fondatore 2016,"Italy
·
Conegliano-Valdobbiadene Prosecco",4.0,$26.99
855,Henri Champliau,Crémant de Bourgogne Brut Authentique N.V.,"France
·
Crémant de Bourgogne",4.1,$26.99
856,Llopart,Cava Rosé Brut Reserva 2016,"Spain
·
Cava",3.8,$26.99
857,Albert Bichot,Crémant de Bourgogne Brut Réserve N.V.,"France
·
Crémant de Bourgogne",3.7,$26.99
858,Albert Bichot,Crémant de Bourgogne Brut Rosé N.V.,"France
·
Crémant de Bourgogne",3.8,$26.99
859,Llopart,Cava Rosé Brut Reserva N.V.,"Spain
·
Cava",3.9,$26.99
860,Trouillard,Extra Sélection Brut Champagne N.V.,"France
·
Champagne",3.8,$26.99
861,Alexandrie Cellars,Alexandrie Brut N.V.,"United States
·
Rutherford",4.6,$26.99
862,Ackerman,Crémant de Loire Rosé N.V.,"France
·
Crémant de Loire",3.5,$26.99
863,Ackerman,Crémant de Loire Brut N.V.,"France
·
Crémant de Loire",3.4,$26.99
864,Maison de Grand Esprit,Marquis de La Mystèriale Brut Champagne N.V.,"France
·
Champagne",4.2,$26.99
865,Juvé & Camps,Cava Reserva Brut Milesimé 2016,"Spain
·
Cava",3.9,$26.99
866,Louis Dumont,Brut Champagne N.V.,"France
·
Champagne",3.7,$26.99
867,Roederer Estate,Brut Rosé N.V.,"United States
·
Anderson Valley",3.9,$26.95
868,Altaneve,Rosé N.V.,"Italy
·
Vino d'Italia",4.5,$26.90
869,Colmant,Brut Reserve N.V.,"South Africa
·
Franschhoek",3.8,$26
870,Château Martinolles,Crémant de Limoux Rosé N.V.,"France
·
Crémant de Limoux",3.8,$25.99
871,Baumard,Crémant de Loire Carte Turquoise Brut N.V.,"France
·
Crémant de Loire",3.6,$25.99
872,Louis de Grenelle,Platine Crémant de Loire Brut N.V.,"France
·
Crémant de Loire",3.7,$25.99
