,winery,wine,location,rating,price,wine_category,country,region,vintage,wine_style
1154,Château La Lagune,Haut-Médoc (Grand Cru Classé) 2010,France_Haut-Médoc,4.3,$105.99,red,France,Haut-Médoc,2010,Blend
1155,Dominio del Aguila,Pícaro Viñas Viejas 2016,Spain_Ribera del Duero,4.1,$33.99,red,Spain,Ribera del Duero,2016,Blend
1156,Château Moulin de la Rose,Saint-Julien N.V.,France_Saint-Julien,4.0,$57.99,red,France,Saint-Julien,N.V.,Blend
1157,Domaine du Grand Tinel,Châteauneuf-du-Pape N.V.,France_Châteauneuf-du-Pape,4.0,$43.99,red,France,Châteauneuf-du-Pape,N.V.,Blend
1158,Château Tour Prignac,Grande Réserve Médoc 2015,France_Médoc,3.9,$34.99,red,France,Médoc,2015,Blend
1159,Château La Lagune,Haut-Médoc (Grand Cru Classé) 2009,France_Haut-Médoc,4.2,$125,red,France,Haut-Médoc,2009,Blend
1160,Woodlands,Margaret Red N.V.,Australia_Margaret River,4.1,$49.49,red,Australia,Margaret River,N.V.,Blend
1161,Böen,Russian River Valley Pinot Noir 2015,United States_Russian River Valley,4.1,$30.99,red,United States,Russian River Valley,2015,Pinot Noir
1162,Escarpment Vineyard,Pinot Noir N.V.,New Zealand_Martinborough,3.9,$41.79,red,New Zealand,Martinborough,N.V.,Pinot Noir
1163,Piccini,Villa al Cortile Brunello di Montalcino 2013,Italy_Brunello di Montalcino,4.1,$65.99,red,Italy,Brunello di Montalcino,2013,Brunello
1164,Robert Mondavi,Oakville Cabernet Sauvignon 2014,United States_Oakville,4.2,$56.99,red,United States,Oakville,2014,Cabernet Sauvignon
1165,Fontodi,Flaccianello della Pieve 2010,Italy_Colli della Toscana Centrale,4.4,$139.99,red,Italy,Colli della Toscana Centrale,2010,Blend
1166,Rombauer Vineyards,Zinfandel 2016,United States_California,4.3,$38.99,red,United States,California,2016,Zinfandel
1167,Alain Graillot,Crozes-Hermitage Rouge 2016,France_Crozes-Hermitage,4.0,$44.99,red,France,Crozes-Hermitage,2016,Blend
1168,Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 2008,France_Pauillac,4.2,$255.99,red,France,Pauillac,2008,Blend
1169,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves) 2010,France_Pessac-Léognan,4.4,$312.99,red,France,Pessac-Léognan,2010,Blend
1170,Château Pichon Baron,Pauillac (Grand Cru Classé) 2010,France_Pauillac,4.5,$271.99,red,France,Pauillac,2010,Blend
1171,Château de la Gardine,Châteauneuf-du-Pape 2014,France_Châteauneuf-du-Pape,4.2,$106.99,red,France,Châteauneuf-du-Pape,2014,Blend
1172,Résonance,Résonance Pinot Noir N.V.,United States_Willamette Valley,4.0,$30.78,red,United States,Willamette Valley,N.V.,Pinot Noir
1173,Château Duhart-Milon,Pauillac (Grand Cru Classé) 2010,France_Pauillac,4.3,$129.99,red,France,Pauillac,2010,Blend
1174,Château Palmer,Margaux (Grand Cru Classé) 2006,France_Margaux,4.5,$368.99,red,France,Margaux,2006,Blend
1175,RoseRock,Pinot Noir 2015,United States_Eola-Amity Hills,4.0,$39.99,red,United States,Eola-Amity Hills,2015,Pinot Noir
1176,Lewis Cellars,Alec's Blend N.V.,United States_Napa Valley,4.4,$82.49,red,United States,Napa Valley,N.V.,Blend
1177,Evening Land,La Source Seven Springs Vineyard Pinot Noir N.V.,United States_Eola-Amity Hills,4.2,$82.49,red,United States,Eola-Amity Hills,N.V.,Pinot Noir
1178,Tenute Silvio Nardi,Brunello di Montalcino 2012,Italy_Brunello di Montalcino,4.1,$49.99,red,Italy,Brunello di Montalcino,2012,Brunello
1179,Gauby,Les Calcinaires Côtes du Roussillon Villages N.V.,France_Côtes du Roussillon Villages,3.6,$29.69,red,France,Côtes du Roussillon Villages,N.V.,Blend
1180,Scattered Peaks,Cabernet Sauvignon N.V.,United States_Napa Valley,4.0,$32.98,red,United States,Napa Valley,N.V.,Cabernet Sauvignon
1181,Delaire Graff,Botmaskop 2016,South Africa_Stellenbosch,4.0,$27.99,red,South Africa,Stellenbosch,2016,Blend
1182,Stags' Leap,Cabernet Sauvignon 2016,United States_Napa Valley,4.3,$39.75,red,United States,Napa Valley,2016,Cabernet Sauvignon
1183,Cloudy Bay,Pinot Noir 2015,New Zealand_Marlborough,3.8,$39.99,red,New Zealand,Marlborough,2015,Pinot Noir
1184,Xavier Vignon,Châteauneuf-du-Pape 2015,France_Châteauneuf-du-Pape,4.0,$40,red,France,Châteauneuf-du-Pape,2015,Blend
1185,Adelsheim,Pinot Noir 2017,United States_Willamette Valley,3.9,$34.99,red,United States,Willamette Valley,2017,Pinot Noir
1186,Groth,Cabernet Sauvignon Reserve 2014,United States_Oakville,4.4,$149.99,red,United States,Oakville,2014,Cabernet Sauvignon
1187,Textbook,Cabernet Sauvignon 2017,United States_Napa Valley,4.2,$27.94,red,United States,Napa Valley,2017,Cabernet Sauvignon
1188,Ramey,Cabernet Sauvignon Napa Valley 2013,United States_Napa Valley,4.2,$53.99,red,United States,Napa Valley,2013,Cabernet Sauvignon
1189,Orin Swift,Mercury Head Cabernet Sauvignon 2014,United States_Napa Valley,4.6,$134.99,red,United States,Napa Valley,2014,Cabernet Sauvignon
1190,Kanonkop,Pinotage 2016,South Africa_Stellenbosch,4.2,$39,red,South Africa,Stellenbosch,2016,Pinotage
1191,Feudi di San Gregorio,Taurasi 2013,Italy_Taurasi,3.9,$48.99,red,Italy,Taurasi,2013,Blend
1192,Grattamacco,Bolgheri Superiore 2015,Italy_Bolgheri Superiore,4.2,$95,red,Italy,Bolgheri Superiore,2015,Blend
1193,Honig,Cabernet Sauvignon 2016,United States_Napa Valley,4.3,$39.58,red,United States,Napa Valley,2016,Cabernet Sauvignon
1194,Luigi Maffini,Kleos Aglianico N.V.,Italy_Paestum,3.7,$26.39,red,Italy,Paestum,N.V.,Aglianico
1195,Brigaldara,Valpolicella Ripasso Superiore 2016,Italy_Valpolicella Ripasso,3.9,$31.89,red,Italy,Valpolicella Ripasso,2016,Valpolicella
1196,Domaine Mathieu & Camille Lapierre,Morgon 2018,France_Morgon,4.1,$34.90,red,France,Morgon,2018,Blend
1197,Tedeschi,Capitel San Rocco Valpolicella Ripasso Superiore 2016,Italy_Valpolicella Ripasso,3.8,$25.99,red,Italy,Valpolicella Ripasso,2016,Valpolicella
1198,Marietta,Angeli Cuvée N.V.,United States_Sonoma County,4.1,$32.99,red,United States,Sonoma County,N.V.,Blend
1199,Stags' Leap,Merlot 2015,United States_Napa Valley,4.1,$35.99,red,United States,Napa Valley,2015,Merlot
1200,Vistalba,Corte A 2015,Argentina_Mendoza,4.4,$69.99,red,Argentina,Mendoza,2015,Blend
1201,Belasco de Baquedano,Swinto Old Vine Malbec 2012,Argentina_Lujan de Cuyo,4.2,$34.99,red,Argentina,Lujan de Cuyo,2012,Malbec
1202,DAOU,Reserve Cabernet Sauvignon 2013,United States_Paso Robles,3.9,$54.99,red,United States,Paso Robles,2013,Cabernet Sauvignon
1203,Long Shadows,Chester Kidder N.V.,United States_Columbia Valley,4.2,$65.99,red,United States,Columbia Valley,N.V.,Blend
1204,Château Figeac,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2006,France_Saint-Émilion Grand Cru,4.4,$334.99,red,France,Saint-Émilion Grand Cru,2006,Blend
1205,Quinta do Crasto,Crasto Superior Red 2016,Portugal_Douro,4.1,$29.99,red,Portugal,Douro,2016,Blend
1206,Château Prieuré-Lichine,Margaux (Grand Cru Classé) 2010,France_Margaux,4.2,$69.99,red,France,Margaux,2010,Blend
1207,Paul Hobbs,CrossBarn Sonoma Coast Pinot Noir 2016,United States_Sonoma Coast,4.1,$32.99,red,United States,Sonoma Coast,2016,Pinot Noir
1208,De Toren,Fusion V 2014,South Africa_Stellenbosch,4.4,$52.99,red,South Africa,Stellenbosch,2014,Blend
1209,Château Lafon-Rochet,Saint-Estèphe (Grand Cru Classé) 2005,France_Saint-Estèphe,4.1,$125,red,France,Saint-Estèphe,2005,Blend
1210,Venus la Universal,Dido Tinto 2016,Spain_Montsant,3.9,$29.99,red,Spain,Montsant,2016,Blend
1211,Château Peyrabon,Haut-Médoc 2005,France_Haut-Médoc,3.9,$34.99,red,France,Haut-Médoc,2005,Blend
1212,Dugat-Py,Vieilles Vignes Gevrey-Chambertin Cuvée Cœur de Roy N.V.,France_Gevrey-Chambertin,4.2,$208.98,red,France,Gevrey-Chambertin,N.V.,Blend
1213,Château Giscours,Margaux (Grand Cru Classé) 2014,France_Margaux,4.1,$81.99,red,France,Margaux,2014,Blend
1214,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé) 2011,France_Pauillac,4.2,$95,red,France,Pauillac,2011,Blend
1215,Wente,Riva Ranch Pinot Noir (Reliz Creek) 2014,United States_Arroyo Seco,3.9,$26.99,red,United States,Arroyo Seco,2014,Pinot Noir
1216,Salvestrin,Cabernet Sauvignon N.V.,United States_St. Helena,4.2,$65.99,red,United States,St. Helena,N.V.,Cabernet Sauvignon
1217,Raats,MR de Compostella Mvemve N.V.,South Africa_Stellenbosch,4.4,$87.99,red,South Africa,Stellenbosch,N.V.,Blend
1218,Calera,Pinot Noir Ryan Vineyard N.V.,United States_Mount Harlan,4.0,$65.98,red,United States,Mount Harlan,N.V.,Pinot Noir
1219,M. Marengo,Bricco delle Viole Barolo N.V.,Italy_Barolo,4.1,$52.78,red,Italy,Barolo,N.V.,Barolo
1220,Château Ducru-Beaucaillou,Saint-Julien (Grand Cru Classé) 1986,France_Saint-Julien,4.4,$280,red,France,Saint-Julien,1986,Blend
1221,Château Lafon-Rochet,Saint-Estèphe (Grand Cru Classé) 2009,France_Saint-Estèphe,4.1,$108.99,red,France,Saint-Estèphe,2009,Blend
1222,Flowers,Pinot Noir 2015,United States_Sonoma Coast,4.3,$65.99,red,United States,Sonoma Coast,2015,Pinot Noir
1223,Lapostolle,Clos Apalta (Limited Release) 2008,Chile_Colchagua Valley,4.6,$89.99,red,Chile,Colchagua Valley,2008,Blend
1224,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves) 2005,France_Pessac-Léognan,4.4,$336.99,red,France,Pessac-Léognan,2005,Blend
1225,Castello di Ama,Chianti Classico Vigneto Gran Selezione San Lorenzo 2014,Italy_Chianti Classico,4.2,$44.99,red,Italy,Chianti Classico,2014,Chianti
1226,Verite,Le Desir N.V.,United States_Sonoma County,4.5,$399.94,red,United States,Sonoma County,N.V.,Blend
1227,Mount Peak,Sentinel Cabernet Sauvignon N.V.,United States_Sonoma County,4.3,$58.29,red,United States,Sonoma County,N.V.,Cabernet Sauvignon
1228,Casa Ferreirinha,Quinta da Leda Douro 2014,Portugal_Douro,4.4,$59.99,red,Portugal,Douro,2014,Blend
1229,R. López de Heredia Viña Tondonia,Viña Bosconia Reserva 2007,Spain_Rioja Alta,4.1,$35.99,red,Spain,Rioja Alta,2007,Blend
1230,Heitz Cellar,Cabernet Sauvignon 2014,United States_Napa Valley,4.1,$45.98,red,United States,Napa Valley,2014,Cabernet Sauvignon
1231,Corte Giara,La Groletta Amarone della Valpolicella 2016,Italy_Amarone della Valpolicella,4.1,$29.99,red,Italy,Amarone della Valpolicella,2016,Valpolicella
1232,Tenuta Argentiera,Poggio ai Ginepri Bolgheri 2017,Italy_Bolgheri,3.9,$26.99,red,Italy,Bolgheri,2017,Blend
1233,Two Hands,Gnarly Dudes Shiraz 2014,Australia_Barossa Valley,4.0,$33.99,red,Australia,Barossa Valley,2014,Shiraz
1234,Tikal,Amorío Malbec 2014,Argentina_Mendoza,4.1,$34.99,red,Argentina,Mendoza,2014,Malbec
1235,Rocca di Montemassi,Maremma Toscana N.V.,Italy_Maremma Toscana,4.0,$32.99,red,Italy,Maremma Toscana,N.V.,Blend
1236,Beaulieu Vineyard (BV),Tapestry Reserve Red Blend 2014,United States_Napa Valley,4.2,$39.70,red,United States,Napa Valley,2014,Blend
1237,Two Hands,Gnarly Dudes Shiraz 2015,Australia_Barossa Valley,4.0,$29.98,red,Australia,Barossa Valley,2015,Shiraz
1238,G.D. Vajra,Albe Barolo 2015,Italy_Barolo,3.9,$35,red,Italy,Barolo,2015,Barolo
1239,R. López de Heredia Viña Tondonia,Viña Tondonia Reserva 2007,Spain_Rioja,4.0,$37.95,red,Spain,Rioja,2007,Blend
1240,Kenwood,Jack London Vineyard Cabernet Sauvignon 2013,United States_Sonoma Mountain,3.9,$32.99,red,United States,Sonoma Mountain,2013,Cabernet Sauvignon
1241,Failla,Keefer Ranch Pinot Noir N.V.,United States_Russian River Valley,4.3,$65.98,red,United States,Russian River Valley,N.V.,Pinot Noir
1242,Château Léoville Barton,Saint-Julien (Grand Cru Classé) 2009,France_Saint-Julien,4.4,$175,red,France,Saint-Julien,2009,Blend
1243,Ciacci Piccolomini d'Aragona,Brunello di Montalcino 2013,Italy_Brunello di Montalcino,4.2,$57.99,red,Italy,Brunello di Montalcino,2013,Brunello
1244,Château Brane-Cantenac,Margaux (Grand Cru Classé) 2008,France_Margaux,4.1,$142.99,red,France,Margaux,2008,Blend
1245,Mollydooker,Blue Eyed Boy Shiraz 2017,Australia_Langhorne Creek,4.3,$49.98,red,Australia,Langhorne Creek,2017,Shiraz
1246,Château Montrose,Saint-Estèphe (Grand Cru Classé) 2008,France_Saint-Estèphe,4.2,$219.99,red,France,Saint-Estèphe,2008,Blend
1247,Château Beychevelle,Saint-Julien (Grand Cru Classé) 2010,France_Saint-Julien,4.2,$165,red,France,Saint-Julien,2010,Blend
1248,Château Pape Clément,Pessac-Léognan (Grand Cru Classé de Graves) 2007,France_Pessac-Léognan,4.3,$155,red,France,Pessac-Léognan,2007,Blend
1249,Château Léoville Barton,Saint-Julien (Grand Cru Classé) 1996,France_Saint-Julien,4.3,$135.99,red,France,Saint-Julien,1996,Blend
1250,Faiveley,Pinot Noir Bourgogne 2016,France_Bourgogne,3.6,$27.99,red,France,Bourgogne,2016,Pinot Noir
1251,Château Pape Clément,Pessac-Léognan (Grand Cru Classé de Graves) 2009,France_Pessac-Léognan,4.5,$249.99,red,France,Pessac-Léognan,2009,Blend
1252,Mount Eden Vineyards,Estate Pinot Noir N.V.,United States_Santa Cruz Mountains,4.2,$65.99,red,United States,Santa Cruz Mountains,N.V.,Pinot Noir
1253,King Estate,Pinot Noir N.V.,United States_Willamette Valley,3.9,$26.39,red,United States,Willamette Valley,N.V.,Pinot Noir
1254,Château Talbot,Saint-Julien (Grand Cru Classé) 2003,France_Saint-Julien,4.2,$190.99,red,France,Saint-Julien,2003,Blend
1255,Elk Cove,Pinot Noir 2015,United States_Willamette Valley,4.1,$29.99,red,United States,Willamette Valley,2015,Pinot Noir
1256,Uccelliera,Toscana Rapace N.V.,Italy_Toscana,4.1,$40.69,red,Italy,Toscana,N.V.,Blend
1257,Sojourn,Gap's Crown Vineyard Pinot Noir N.V.,United States_Sonoma Coast,4.3,$65.99,red,United States,Sonoma Coast,N.V.,Pinot Noir
1258,Salvatore Molettieri,Taurasi Vigna Cinque Querce N.V.,Italy_Taurasi,4.2,$43.98,red,Italy,Taurasi,N.V.,Blend
1259,Clos du Caillou,La Réserve Châteauneuf-du-Pape N.V.,France_Châteauneuf-du-Pape,4.4,$175.99,red,France,Châteauneuf-du-Pape,N.V.,Blend
1260,Castillo de Cuzcurrita,Señorío de Cuzcurrita Rioja 2011,Spain_Rioja,4.0,$70.99,red,Spain,Rioja,2011,Rioja
1261,Luigi Righetti,Capitel de Roari Amarone della Valpolicella Classico 2015,Italy_Amarone della Valpolicella Classico,4.1,$34.95,red,Italy,Amarone della Valpolicella Classico,2015,Valpolicella
1262,Achaval-Ferrer,Finca Altamira Malbec 2014,Argentina_Paraje Altamira,4.5,$149.99,red,Argentina,Paraje Altamira,2014,Malbec
1263,Soter Vineyards,Mineral Springs Ranch Pinot Noir N.V.,United States_Yamhill-Carlton District,4.3,$76.99,red,United States,Yamhill-Carlton District,N.V.,Pinot Noir
1264,Tenshen,Red 2014,United States_Santa Barbara County,3.9,$26.99,red,United States,Santa Barbara County,2014,Blend
1265,Chimney Rock,Cabernet Sauvignon 2013,United States_Stags Leap District,4.3,$109.99,red,United States,Stags Leap District,2013,Cabernet Sauvignon
1266,Decero,The Owl & The Dust Devil 2015,Argentina_Agrelo,4.1,$27.99,red,Argentina,Agrelo,2015,Blend
1267,Michele Satta,Cavaliere N.V.,Italy_Toscana,4.1,$54.98,red,Italy,Toscana,N.V.,Blend
1268,Tamber Bey,Deux Chevaux Vineyard Cabernet Sauvignon N.V.,United States_Yountville,4.2,$54.99,red,United States,Yountville,N.V.,Cabernet Sauvignon
1269,Valenciso,Rioja Reserva 2011,Spain_Rioja,4.1,$35.99,red,Spain,Rioja,2011,Rioja
1270,Quinta do Vallado,Reserva (Field Blend) 2015,Portugal_Douro,4.2,$54.99,red,Portugal,Douro,2015,Blend
1271,Château Ducru-Beaucaillou,Saint-Julien (Grand Cru Classé) 2000,France_Saint-Julien,4.5,$299.99,red,France,Saint-Julien,2000,Blend
1272,Château Malartic-Lagravière,Pessac-Léognan (Grand Cru Classé de Graves) 2009,France_Pessac-Léognan,4.2,$95.99,red,France,Pessac-Léognan,2009,Blend
1273,Arcanum,Il Fauno di Arcanum 2015,Italy_Toscana,4.2,$32.99,red,Italy,Toscana,2015,Blend
1274,Château Giscours,La Sirène de Giscours Margaux 2014,France_Margaux,3.9,$40,red,France,Margaux,2014,Blend
1275,Pegau,Cuvée Réservée Châteauneuf-du-Pape Rouge 2013,France_Châteauneuf-du-Pape,4.2,$69.99,red,France,Châteauneuf-du-Pape,2013,Blend
1276,Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé de Graves) 2009,France_Pessac-Léognan,4.5,$279.99,red,France,Pessac-Léognan,2009,Blend
1277,Bouchard Père & Fils,Pommard N.V.,France_Pommard,3.8,$65.99,red,France,Pommard,N.V.,Blend
1278,Tenuta San Guido,Le Difese 2017,Italy_Toscana,3.7,$34.95,red,Italy,Toscana,2017,Blend
1279,Château Labégorce,Margaux 2010,France_Margaux,4.0,$78.99,red,France,Margaux,2010,Blend
1280,Caparzo,Brunello di Montalcino 2014,Italy_Brunello di Montalcino,4.1,$38.99,red,Italy,Brunello di Montalcino,2014,Brunello
1281,Calera,Pinot Noir 2016,United States_Central Coast,3.9,$29.99,red,United States,Central Coast,2016,Pinot Noir
1282,Château le Puy,Emilien 2015,France_Côtes de Bordeaux,4.0,$55.99,red,France,Côtes de Bordeaux,2015,Blend
1283,St. Supéry,Cabernet Sauvignon 2014,United States_Napa Valley,4.1,$34.99,red,United States,Napa Valley,2014,Cabernet Sauvignon
1284,Achaval-Ferrer,Finca Bella Vista Malbec 2013,Argentina_Perdriel,4.5,$149.99,red,Argentina,Perdriel,2013,Malbec
1285,Château Montrose,Saint-Estèphe (Grand Cru Classé) 2000,France_Saint-Estèphe,4.4,$325,red,France,Saint-Estèphe,2000,Blend
1286,Château Léoville Barton,Saint-Julien (Grand Cru Classé) 2011,France_Saint-Julien,4.2,$129.99,red,France,Saint-Julien,2011,Blend
1287,Evesham Wood,Le Puits Sec Pinot Noir N.V.,United States_Eola-Amity Hills,3.8,$40.69,red,United States,Eola-Amity Hills,N.V.,Pinot Noir
1288,Muga,Prado Enea Gran Reserva 2011,Spain_Rioja,4.2,$74.95,red,Spain,Rioja,2011,Blend
1289,Turnbull,Cabernet Sauvignon 2015,United States_Napa Valley,4.3,$49.99,red,United States,Napa Valley,2015,Cabernet Sauvignon
1290,Quinta do Carmo,Tinto 2015,Portugal_Alentejano,3.9,$27.49,red,Portugal,Alentejano,2015,Blend
1291,Castello di Monsanto,Chianti Classico Riserva 2014,Italy_Chianti Classico,3.9,$29.99,red,Italy,Chianti Classico,2014,Chianti
1292,Château Lynch-Bages,Echo de Lynch-Bages Pauillac 2009,France_Pauillac,3.8,$79.99,red,France,Pauillac,2009,Blend
1293,La Spinetta,Langhe Nebbiolo 2016,Italy_Langhe,3.9,$29.99,red,Italy,Langhe,2016,Nebbiolo
1294,Cloudy Bay,Pinot Noir 2016,New Zealand_Marlborough,3.9,$37.99,red,New Zealand,Marlborough,2016,Pinot Noir
1295,Brigaldara,Amarone della Valpolicella Classico 2012,Italy_Amarone della Valpolicella Classico,4.2,$69.99,red,Italy,Amarone della Valpolicella Classico,2012,Valpolicella
1296,Biserno,Il Pino di Biserno 2012,Italy_Toscana,4.3,$65.99,red,Italy,Toscana,2012,Blend
1297,Domaine Serene,Yamhill Cuvée Pinot Noir 2015,United States_Willamette Valley,4.3,$59.99,red,United States,Willamette Valley,2015,Pinot Noir
1298,Xavier Vignon,Arcane XIX Le Soleil Côtes du Rhône Villages N.V.,France_Côtes-du-Rhône-Villages,4.0,$26.39,red,France,Côtes-du-Rhône-Villages,N.V.,Blend
1299,Saxum,Broken Stones N.V.,United States_Paso Robles,4.6,$164.98,red,United States,Paso Robles,N.V.,Blend
1300,Amapola Creek,Cabernet Sauvignon N.V.,United States_Sonoma Valley,4.3,$60.48,red,United States,Sonoma Valley,N.V.,Cabernet Sauvignon
1301,Garmón,Ribera del Duero 2014,Spain_Ribera del Duero,4.2,$78.99,red,Spain,Ribera del Duero,2014,Blend
1302,Bodegas Roda,Sela Rioja 2013,Spain_Rioja,3.8,$34.99,red,Spain,Rioja,2013,Rioja
1303,Antinori,Tenuta Guado al Tasso Bolgheri Superiore 2016,Italy_Bolgheri Superiore,4.5,$105.95,red,Italy,Bolgheri Superiore,2016,Blend
1304,Château Montrose,La Dame de Montrose Saint-Estèphe 2011,France_Saint-Estèphe,3.9,$55,red,France,Saint-Estèphe,2011,Blend
1305,Palazzo,Brunello di Montalcino N.V.,Italy_Brunello di Montalcino,4.2,$54.99,red,Italy,Brunello di Montalcino,N.V.,Brunello
1306,The Prisoner,Eternally Silenced N.V.,United States_Napa Valley,4.2,$34.99,red,United States,Napa Valley,N.V.,Blend
1307,Vicentin,Colosso 2015,Argentina_Lujan de Cuyo,4.2,$35.99,red,Argentina,Lujan de Cuyo,2015,Blend
1308,Massolino,Barbera d'Alba 2018,Italy_Barbera d'Alba,3.9,$25.99,red,Italy,Barbera d'Alba,2018,Barbera
1309,Château Phélan Ségur,Saint-Estèphe 2008,France_Saint-Estèphe,4.0,$96.99,red,France,Saint-Estèphe,2008,Blend
1310,Joel Gott,Gott Cabernet Sauvignon 2013,United States_Napa Valley,3.9,$44.99,red,United States,Napa Valley,2013,Cabernet Sauvignon
1311,Joseph Phelps,Insignia 2015,United States_Napa Valley,4.6,$229,red,United States,Napa Valley,2015,Blend
1312,Domaine Marc Roy,Gevrey-Chambertin Vieilles Vignes N.V.,France_Gevrey-Chambertin,4.2,$54.99,red,France,Gevrey-Chambertin,N.V.,Blend
1313,Pulenta Estate,Gran Cabernet Franc (XI) 2016,Argentina_Mendoza,4.5,$47.29,red,Argentina,Mendoza,2016,Cabernet Franc
1314,Zuccardi,José Malbec 2013,Argentina_Uco Valley,4.2,$47.99,red,Argentina,Uco Valley,2013,Malbec
1315,Rutherford Hill,Merlot 2014,United States_Napa Valley,3.8,$25.99,red,United States,Napa Valley,2014,Merlot
1316,Cellier des Princes,Domaine de la Sainte Vierge Châteauneuf-du-Pape N.V.,France_Châteauneuf-du-Pape,3.9,$60.48,red,France,Châteauneuf-du-Pape,N.V.,Blend
1317,Teso La Monja,Almiréz 2016,Spain_Toro,4.0,$25.99,red,Spain,Toro,2016,Blend
1318,Domaine Raymond Usseglio & Fils,Cuvée Impériale Châteauneuf-du-Pape N.V.,France_Châteauneuf-du-Pape,4.3,$71.49,red,France,Châteauneuf-du-Pape,N.V.,Blend
1319,Château Clerc Milon,Pauillac (Grand Cru Classé) 2009,France_Pauillac,4.2,$217.99,red,France,Pauillac,2009,Blend
1320,Château Lilian Ladouys,Saint-Estèphe 2011,France_Saint-Estèphe,3.7,$40,red,France,Saint-Estèphe,2011,Blend
1321,Beaulieu Vineyard (BV),Tapestry Reserve Red Blend 2013,United States_Napa Valley,4.3,$49.99,red,United States,Napa Valley,2013,Blend
1322,Cos d'Estournel,Pagodes de Cos 2011,France_Saint-Estèphe,3.9,$79.99,red,France,Saint-Estèphe,2011,Blend
1323,Colomé,Auténtico Malbec 2017,Argentina_Cafayate Valley,4.1,$29.99,red,Argentina,Cafayate Valley,2017,Malbec
1324,Château Palmer,Alter Ego Margaux 2011,France_Margaux,4.2,$89.99,red,France,Margaux,2011,Blend
1325,Peter Michael,L'Esprit Des Pavots N.V.,United States_Knights Valley,4.4,$120.98,red,United States,Knights Valley,N.V.,Blend
1326,Vietti,Barbera d'Alba Tre Vigne 2014,Italy_Barbera d'Alba,3.7,$27.48,red,Italy,Barbera d'Alba,2014,Barbera
1327,Joseph Carr,Cabernet Sauvignon 2016,United States_Napa Valley,4.0,$25.98,red,United States,Napa Valley,2016,Cabernet Sauvignon
1328,Martine et Pierre Marie Chermette - Domaine du Vissoux,Poncié Fleurie N.V.,France_Fleurie,3.7,$29.69,red,France,Fleurie,N.V.,Blend
1329,Château Clerc Milon,Pauillac (Grand Cru Classé) 2010,France_Pauillac,4.2,$128.99,red,France,Pauillac,2010,Blend
1330,Château Giscours,Margaux (Grand Cru Classé) 2003,France_Margaux,4.3,$143.99,red,France,Margaux,2003,Blend
1331,Bodega Contador (Benjamín Romeo),Predicador Rioja 2014,Spain_Rioja,3.9,$34.95,red,Spain,Rioja,2014,Rioja
1332,Château Ormes de Pez,Saint-Estèphe 2012,France_Saint-Estèphe,3.8,$37.99,red,France,Saint-Estèphe,2012,Blend
1333,Il Marroneto,Ignaccio Rosso di Montalcino N.V.,Italy_Rosso di Montalcino,3.8,$32.99,red,Italy,Rosso di Montalcino,N.V.,Blend
1334,Château Haut-Bages Libéral,Pauillac (Grand Cru Classé) 2010,France_Pauillac,4.1,$87.99,red,France,Pauillac,2010,Blend
1335,Migration,Sonoma Coast Pinot Noir 2016,United States_Sonoma Coast,4.1,$36.99,red,United States,Sonoma Coast,2016,Pinot Noir
1336,Fattoria le Pupille,Morellino di Scansano 2015,Italy_Morellino di Scansano,3.6,$30.99,red,Italy,Morellino di Scansano,2015,Blend
1337,Clos Saint Jean,Chateauneuf-du-Pape La Combe Des Fous N.V.,France_Châteauneuf-du-Pape,4.4,$126.48,red,France,Châteauneuf-du-Pape,N.V.,Blend
1338,Château Brane-Cantenac,Margaux (Grand Cru Classé) 2012,France_Margaux,4.1,$90,red,France,Margaux,2012,Blend
1339,Evesham Wood,Willamette Valley Pinot Noir N.V.,United States_Willamette Valley,3.9,$25.29,red,United States,Willamette Valley,N.V.,Pinot Noir
1340,Fattoria dei Barbi,Rosso di Montalcino 2016,Italy_Rosso di Montalcino,3.7,$25.99,red,Italy,Rosso di Montalcino,2016,Blend
1341,Cos d'Estournel,Pagodes de Cos 2009,France_Saint-Estèphe,4.2,$129.99,red,France,Saint-Estèphe,2009,Blend
1342,Mazzei,Fonterutoli Chianti Classico 2017,Italy_Chianti Classico,3.8,$34.99,red,Italy,Chianti Classico,2017,Chianti
1343,Paraduxx,Proprietary Red 2016,United States_Napa Valley,4.2,$36.99,red,United States,Napa Valley,2016,Blend
1344,Salentein,Reserve Cabernet Sauvignon 2015,Argentina_Tunuyán,3.8,$26.99,red,Argentina,Tunuyán,2015,Cabernet Sauvignon
1345,Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2010,France_Saint-Julien,4.4,$199.95,red,France,Saint-Julien,2010,Blend
1346,Château de Beaucastel,Châteauneuf-du-Pape 2006,France_Châteauneuf-du-Pape,4.3,$104.99,red,France,Châteauneuf-du-Pape,2006,Blend
1347,Santa Margherita,Chianti Classico Riserva 2013,Italy_Chianti Classico,4.0,$28.99,red,Italy,Chianti Classico,2013,Chianti
